[00:00:05.856 --> 00:00:06.296]  Sign up.
[01:36:29.103 --> 01:36:34.445]  A bill which we feel is one of the largest land grabs in recent memory by the U.S.
[01:36:34.485 --> 01:36:34.945]  Congress.
[01:36:35.025 --> 01:36:40.947]  This bill would remove the term navigable from the definition of waters of the U.S.
[01:36:41.067 --> 01:36:41.787]  Sarah, thanks for that report.
[01:36:41.807 --> 01:36:47.688]  You say you've got family that are in ranching, so do I. They've all been harassed building a new barn, anything under the
[01:37:06.389 --> 01:37:10.731]  Uh, Wetlands Act, and so people litigated and defeated that because there was no federal jurisdiction.
[01:37:10.771 --> 01:37:15.113]  If you had a puddle, they would try to, uh, force you off your land or force you to sell.
[01:37:15.293 --> 01:37:21.255]  Austin has land grabbed over 20,000 acres under the guise of that, and later they built hotels on it with their buddies.
[01:37:21.915 --> 01:37:23.756]  Uh, but, uh, give us your, uh, quick take on that.
[01:37:24.301 --> 01:37:30.786]  Well, actually, I do have an uncle who's a cattle rancher near Victoria, Texas, and I know that he would not be happy to hear about this bill at all.
[01:37:31.247 --> 01:37:35.570]  And the Texas and Southwestern Cattle Raisers Association, they're urging the U.S.
[01:37:35.610 --> 01:37:38.953]  Senators from Texas to vote no on this Clean Water Restoration Act.
[01:37:39.333 --> 01:37:45.718]  And hopefully that will happen, because this is just the government continuing to find ways to regulate the lives and freedoms of Americans.
[01:37:46.219 --> 01:37:46.659]  Absolutely.
[01:37:46.699 --> 01:37:48.500]  Plus, we have a 10th and 9th Amendment.
[01:37:48.981 --> 01:37:50.762]  I mean, the feds have never been able to do this before.
[01:37:50.842 --> 01:37:52.063]  Why are they doing it now?
[01:37:54.178 --> 01:37:55.739]  I don't know.
[01:37:55.779 --> 01:37:57.020]  They're just trying to find more ways.
[01:37:57.080 --> 01:38:01.984]  I mean, more ways to take away our rights and get into the privately owned things in our lives.
[01:38:02.424 --> 01:38:03.104]  Absolutely.
[01:38:03.605 --> 01:38:04.205]  Absolutely.
[01:38:04.265 --> 01:38:08.088]  Well, I know you're going to continue to cover this here at NewsRadio 590 KLBJ.
[01:38:08.128 --> 01:38:09.349]  Sarah Hudeberg, thanks for coming on.
[01:38:09.489 --> 01:38:09.689]  Sure.
[01:38:09.709 --> 01:38:10.190]  Thanks, Alex.
[01:38:10.390 --> 01:38:10.670]  You bet.
[01:38:10.690 --> 01:38:11.470]  Thanks for that report.
[01:38:12.411 --> 01:38:21.137]  Ladies and gentlemen, I mean, I'm like somebody in a batting cage and they got five machines turned up on high speed shooting balls at me and I can't hit half of them.
[01:38:21.177 --> 01:38:23.019]  I mean, and I'm getting hit in the head with them.
[01:38:25.239 --> 01:38:39.084]  And then I have all this mainstream news where world leaders are meeting, calling for one-child policies and forced population reductions, and I read it from mainstream news on air and I come in and I hear Dr. Dina Dell on the air before I go on saying none of it exists.
[01:38:39.704 --> 01:38:39.904]  No.
[01:38:40.705 --> 01:38:41.345]  S-787 does exist.
[01:38:44.935 --> 01:38:46.256]  I mean, it's insane!
[01:38:46.596 --> 01:38:48.397]  That's why I played Napolitano earlier.
[01:38:48.858 --> 01:38:55.162]  For a week, I've been ranting and raving saying this new bill allows the Federal Reserve to run everything and take everything over.
[01:38:55.402 --> 01:38:57.323]  In fact, they don't even need this 787.
[01:38:58.144 --> 01:38:59.524]  They can control all the waterways.
[01:39:00.065 --> 01:39:03.007]  Anything connected to commerce or the economy, they run it.
[01:39:03.227 --> 01:39:05.848]  And that's what all the martial law executive orders state.
[01:39:06.729 --> 01:39:14.434]  It's just now, they're taking that away from the President into an offshore banking system that engineered the crisis we're now under.
[01:39:16.886 --> 01:39:28.373]  So, ladies and gentlemen, I'm just begging everybody out there listening to me to get angry, to get focused, to get upset, and to begin to discover the things I've discovered.
[01:39:29.093 --> 01:39:29.814]  I mean, it's not hard.
[01:39:29.834 --> 01:39:31.515]  You listen to local talk radio station.
[01:39:31.755 --> 01:39:33.256]  You're going to hear on the news about this.
[01:39:33.296 --> 01:39:34.536]  I mean, this stuff isn't hidden.
[01:39:35.877 --> 01:39:40.280]  This stuff is real, and it's true the CIA is trying to overthrow Iran right now.
[01:39:40.300 --> 01:39:43.882]  And they're going to go in there and blow that place to daylights if the public buys it.
[01:39:44.815 --> 01:39:47.657]  This is all a big show for you, and I don't like the moolahs.
[01:39:47.677 --> 01:39:52.980]  The point is, we are the most hated country on earth because criminals run this nation, ladies and gentlemen.
[01:39:54.061 --> 01:40:03.727]  And... The good news is Obama's approval rating has dropped from over 80% in the last four months to 58% and dropping, so people are getting wise to him.
[01:40:03.747 --> 01:40:06.569]  But by the time they get wise to him, they'll put some fake Republican in, and then...
[01:40:07.344 --> 01:40:10.085]  I'll go from being called a right-winger to being called a liberal.
[01:40:10.105 --> 01:40:11.826]  You know, when I'm bashing Bush, I'm a communist.
[01:40:12.166 --> 01:40:14.007]  And then when I'm bashing Obama, I'm a right-winger.
[01:40:14.287 --> 01:40:16.088]  No, I'm a constitutionalist.
[01:40:16.148 --> 01:40:17.328]  I'm a rule of law.
[01:40:17.748 --> 01:40:18.529]  I want liberty.
[01:40:18.649 --> 01:40:21.130]  I don't want to be overrun with bureaucratic thugs.
[01:40:21.530 --> 01:40:25.212]  I know the CPS is run by a bunch of pedophiles on average, stealing kids.
[01:40:25.672 --> 01:40:27.292]  I know they're doing it without due process.
[01:40:27.332 --> 01:40:30.494]  Folks, the crimes of this government, it isn't a government.
[01:40:30.534 --> 01:40:32.935]  It is a clearinghouse for criminals to rape us.
[01:40:33.215 --> 01:40:35.716]  Financially, physically, spiritually, psychologically.
[01:40:36.326 --> 01:40:41.630]  I got articles here where, in one year, 26% increase in Prozac use by the public.
[01:40:41.650 --> 01:40:44.392]  I mean, the public's all a bunch of drugged out, drooling zombies.
[01:40:44.612 --> 01:40:45.973]  The criminals are running wild.
[01:40:47.834 --> 01:40:50.296]  And anybody with half a brain's just trying to keep their head down.
[01:40:50.416 --> 01:40:51.196]  I mean, you know what?
[01:40:51.276 --> 01:40:53.598]  This is a recipe for disaster, ladies and gentlemen.
[01:40:54.839 --> 01:41:04.305]  And I told my wife today, I was sitting in the backyard with my children, and I said, and I'm not just saying this, I said, I've sworn to stay here and fight for this country, but I may get my family out of the country.
[01:41:04.445 --> 01:41:05.526]  I am two inches away.
[01:41:06.144 --> 01:41:18.190]  I'm two inches away and I'm sick of dealing with it and trying to hustle and get sponsors and fund the operation and get the word out just to have people say, oh, you just want to be a big shot.
[01:41:18.250 --> 01:41:19.631]  No, I want out of this, man.
[01:41:19.911 --> 01:41:21.092]  I wish this wasn't true.
[01:41:21.732 --> 01:41:29.596]  I have to go against my instincts and go against my own fleshly desires to just go live in a little house somewhere.
[01:41:29.616 --> 01:41:30.637]  That's what I like.
[01:41:31.497 --> 01:41:33.138]  And have lots of time off with my family.
[01:41:33.278 --> 01:41:35.099]  I am a regular guy.
[01:41:35.914 --> 01:41:46.019]  I'm just some aggressive, redneck, stock Texan who loves freedom and liberty, and I'm not a slave, and I know when a tyranny's coming down on me, and I'm not going along with it!
[01:41:46.159 --> 01:41:48.279]  And I don't know what's wrong with you people out there!
[01:41:48.500 --> 01:41:51.081]  You understand hardcore tyranny's taking over the country?
[01:41:51.601 --> 01:41:54.142]  I mean, it's so bad I can't even tell you how bad it is!
[01:41:54.362 --> 01:41:56.823]  It's so evil I can't even express how bad it is!
[01:41:59.825 --> 01:42:00.865]  Let's take a quick call here.
[01:42:00.885 --> 01:42:02.046]  Let's talk to Ruth in Florida.
[01:42:02.086 --> 01:42:02.766]  Ruth, you're on the air.
[01:42:04.537 --> 01:42:07.540]  I don't know what's wrong with everybody.
[01:42:07.560 --> 01:42:09.322]  Well, they're drinking sodium fluoride.
[01:42:10.443 --> 01:42:11.344]  Yeah, probably.
[01:42:11.404 --> 01:42:13.286]  I did have a good little incident the other day.
[01:42:13.346 --> 01:42:14.708]  I love to have good signs.
[01:42:14.768 --> 01:42:24.439]  I work in a little donut shop and in the morning there's this little old lady, she's about 70 years old, comes in and gets donuts for her little push cart in the college over here.
[01:42:25.191 --> 01:42:30.294]  And as of next week, she's out of a job because they've decided they're going to bring a corporation in there and let them sell food.
[01:42:30.394 --> 01:42:33.236]  Oh yeah, why let a slave sell something on the street corner?
[01:42:33.556 --> 01:42:35.698]  Look, they're arresting Amish for selling eggs.
[01:42:35.878 --> 01:42:36.298]  I know.
[01:42:36.318 --> 01:42:38.419]  And SWAT teams are going to hit you and hit you hard.
[01:42:38.479 --> 01:42:38.960]  It's over.
[01:42:39.660 --> 01:42:44.503]  And the little strip that I work in, there's a little Job Corps office place that a lot of people show up there.
[01:42:44.523 --> 01:42:49.086]  Some of them are a little bit scary, but people looking for work, desperate for work.
[01:42:49.506 --> 01:42:51.988]  Well, you're not allowed to sell hot dogs or donuts anymore.
[01:42:52.008 --> 01:42:54.169]  If you don't like the SWAT teams, I'm going to kill you dead with a hammer.
[01:42:54.907 --> 01:42:55.187]  I know.
[01:42:55.247 --> 01:43:05.589]  Well, it turned out between myself and this nice little old lady and this young black man about 20, 30 something, you know, they started talking about the corporations and coming in.
[01:43:05.629 --> 01:43:11.290]  And I was almost, I was just getting tingly because it's so hard to find people that are willing to discuss this stuff.
[01:43:11.770 --> 01:43:15.451]  And here we were, you know, me, I'm 52, and then this nice little old lady.
[01:43:15.511 --> 01:43:18.791]  And I'll tell you what, tell me what they said when we get back.
[01:43:19.152 --> 01:43:19.992]  Hey, Ruth, Ruth, stay there.
[01:43:20.012 --> 01:43:21.072]  I want to hear what they say when we get back.
[01:43:21.112 --> 01:43:21.572]  Don't hang up.
[01:43:22.358 --> 01:43:22.759]  I got a break.
[01:43:22.779 --> 01:43:23.481]  We're going to go back to Ruth.
[01:43:23.501 --> 01:43:26.891]  We're going to go to John and a few others on the other side, ladies and gentlemen.
[01:43:33.547 --> 01:43:34.788]  Hi, this is Alex Jones.
[01:43:34.828 --> 01:43:40.190]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:43:40.430 --> 01:43:45.032]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:43:45.452 --> 01:43:50.514]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:43:51.014 --> 01:43:55.716]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:43:56.236 --> 01:44:03.139]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[01:44:03.339 --> 01:44:04.240]  And here's the best part.
[01:44:04.460 --> 01:44:07.201]  These seeds have not been genetically modified in any way.
[01:44:07.222 --> 01:44:10.824]  And you actually get enough seeds to plant a full acre crisis garden.
[01:44:11.144 --> 01:44:13.986]  So visit them today at survivalseedbank.com.
[01:44:14.346 --> 01:44:16.227]  That's survivalseedbank.com.
[01:44:16.568 --> 01:44:17.488]  Or give them a call at 877-327-0365.
[01:44:17.508 --> 01:44:17.868]  That's 877-327-0365.
[01:44:17.888 --> 01:44:20.630]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:44:21.150 --> 01:44:22.872]  This is Alex Jones for survivalseedbank.com.
[01:44:35.345 --> 01:44:39.389]  If you owe the IRS, you can't make the problem go away without professional help.
[01:44:39.869 --> 01:44:42.812]  But with the help of Dan Pilla, you can get your problem solved.
[01:44:43.232 --> 01:44:47.716]  Hi, I'm Dan Pilla, and I've been solving tax debt problems for 30 years, and I can help you too.
[01:44:48.097 --> 01:44:52.721]  We can stabilize IRS collection action and get your tax debt reduced, sometimes completely eliminated.
[01:44:53.241 --> 01:45:04.796]  And if you received a 1099 from a bank because of mortgage or other debt forgiveness, the vast majority of the time, I can show you how to completely erase it so you pay no taxes on what the IRS will consider to be taxable income.
[01:45:05.096 --> 01:45:07.940]  Call us for a free consultation to discuss the many possibilities.
[01:45:08.400 --> 01:45:08.801]  Call 1-800-34-NO-TAX
[01:45:11.624 --> 01:45:17.728]  That's 800-34-NOTAX, or go to my website at TaxHelpOnline.com.
[01:45:18.068 --> 01:45:22.891]  Dan Pilla has been protecting taxpayers from the IRS for three decades, and he can help you.
[01:45:23.371 --> 01:45:24.111]  Call us today, 800-346-6829.
[01:45:24.351 --> 01:45:24.812]  That's 800-34, no tax.
[01:45:33.599 --> 01:45:36.461]  Did you know that you can be tracked and traced when you're online?
[01:45:36.701 --> 01:45:44.605]  With identity theft and cyber crimes on the rise, your passwords, your identity, and even your physical location can be revealed to complete strangers.
[01:45:44.825 --> 01:45:48.507]  Would you like to surf the internet anonymously and not have to worry about these threats?
[01:45:48.767 --> 01:45:51.768]  Well, now you can by visiting patriotinternet.com.
[01:45:51.928 --> 01:46:01.473]  For about $2 per month, patriotinternet.com will conceal your IP address and your physical location, allowing you to browse the web, send emails, and instant message anonymously.
[01:46:01.653 --> 01:46:05.694]  PatriotInternet.com will bypass filters, block sites, and keyword blocking.
[01:46:05.934 --> 01:46:09.075]  You can also bypass logging by your router and your ISP.
[01:46:09.315 --> 01:46:15.917]  With PatriotInternet.com, there is no software to install and uses 128-bit encryption for your protection.
[01:46:16.157 --> 01:46:24.180]  When using wireless hotspots, PatriotInternet.com shields your information from identity thieves and is compatible with Windows, Mac, and Linux.
[01:46:24.560 --> 01:46:30.425]  Protect your identity and your freedom with anonymous internet access from patriotinternet.com.
[01:46:30.686 --> 01:46:32.928]  Visit patriotinternet.com today.
[01:46:33.408 --> 01:46:35.630]  Have you heard about American Free Press?
[01:46:36.271 --> 01:46:41.736]  American Free Press, the only national newspaper that endorsed Ron Paul for president.
[01:46:42.376 --> 01:46:43.597]  American Free Press.
[01:46:44.117 --> 01:46:46.498]  Written by patriots, for patriots.
[01:46:47.098 --> 01:46:49.319]  Standing firm for our Constitution.
[01:46:49.879 --> 01:46:52.300]  Standing firm against the New World Order.
[01:46:52.881 --> 01:46:54.561]  Hammering the enemies of freedom.
[01:46:55.142 --> 01:46:57.423]  Exposing the intrigues of the global elite.
[01:46:58.243 --> 01:47:05.784]  American Free Press hits the Bilderbergers and Trilateralists, and the whole Council on Foreign Relations gang head-on.
[01:47:06.265 --> 01:47:10.045]  Here's your chance to catch up with the news from American Free Press.
[01:47:10.505 --> 01:47:12.966]  Get a free subscription to our online newsletter.
[01:47:13.446 --> 01:47:15.446]  Just go to our website and sign up.
[01:47:15.806 --> 01:47:16.807]  The address is simple.
[01:47:17.207 --> 01:47:19.087]  AmericanFreePress.net.
[01:47:19.607 --> 01:47:20.867]  It's just like it sounds.
[01:47:21.307 --> 01:47:24.148]  AmericanFreePress, all one word, dot net.
[01:47:24.748 --> 01:47:27.750]  Once again, that's AmericanFreePress.net.
[01:47:28.090 --> 01:47:29.470]  American Free Press.
[01:47:29.871 --> 01:47:32.532]  The voice of the Second American Revolution.
[01:47:32.552 --> 01:47:35.693]  The GCN Radio Network.
[01:47:36.054 --> 01:47:38.955]  Providing the world with hard-hitting talk radio.
[01:47:39.515 --> 01:47:40.256]  GCN.
[01:47:40.656 --> 01:47:42.617]  Great talk radio starts here.
[01:47:50.044 --> 01:47:51.325]  Okay, sorry Ruth.
[01:47:51.365 --> 01:47:53.225]  So you're in the donut shop.
[01:47:53.345 --> 01:47:55.926]  It's an old lady, isn't allowed to sell donuts on the street anymore.
[01:47:55.946 --> 01:47:58.126]  And a young black guy.
[01:47:58.146 --> 01:47:59.306]  You're in your donut shop.
[01:47:59.386 --> 01:48:01.227]  Okay, go ahead and finish your story.
[01:48:02.247 --> 01:48:06.468]  Nothing, it was just really thrilling that I could actually see that, you know, there was somebody out there.
[01:48:06.488 --> 01:48:10.009]  I'm not walking around alone trying to, you know, talk about this stuff.
[01:48:10.029 --> 01:48:11.629]  It was good to finally see somebody that
[01:48:12.468 --> 01:48:15.029]  Well, you noticed they were being hurt by it, though.
[01:48:15.069 --> 01:48:16.510]  That's why they knew about it.
[01:48:16.750 --> 01:48:17.270]  Exactly.
[01:48:17.390 --> 01:48:18.911]  Also, two more things.
[01:48:19.331 --> 01:48:20.892]  Saw a really good film last night.
[01:48:20.932 --> 01:48:23.273]  People want to see the CIA in action.
[01:48:23.793 --> 01:48:26.755]  Watched that one, The Revolution Will Not Be Televised.
[01:48:26.775 --> 01:48:27.855]  That was really cool.
[01:48:28.276 --> 01:48:29.656]  You can see them putting it down.
[01:48:30.437 --> 01:48:33.698]  And another thing is, people shouldn't be saying they can't do nothing.
[01:48:33.738 --> 01:48:41.722]  I can't do a lot either, but I found this package of business cards I had bought one time, and I took them, and I took the Obama deception.
[01:48:42.247 --> 01:48:52.274]  I took the picture and shrunk it down real little and I had it typed in there, new boss, same as the old boss, Infowars.com, and I throw those things everywhere I go.
[01:48:53.615 --> 01:48:54.896]  Absolutely, God bless you Ruth.
[01:48:54.956 --> 01:49:03.463]  Listen folks, we have this Arnold Schwarzenegger archetypal Hercules image that this big hero has to do it all for you.
[01:49:04.444 --> 01:49:08.366]  And that if it isn't instant gratification against corruption, that we can't beat it.
[01:49:08.907 --> 01:49:11.669]  The corruption seeps in, we have to seep in against it.
[01:49:13.095 --> 01:49:15.617]  And, you know, spread the word about this radio show.
[01:49:15.657 --> 01:49:17.318]  Getting documentary films that are powerful.
[01:49:17.358 --> 01:49:19.980]  Making copies of Obama Deception, Endgame, Terror Storm.
[01:49:20.020 --> 01:49:21.181]  My films are the most effective.
[01:49:21.522 --> 01:49:22.102]  Giving them out.
[01:49:22.202 --> 01:49:24.564]  Spreading free links to my films online to people.
[01:49:25.845 --> 01:49:27.506]  Starting a local access TV show.
[01:49:27.886 --> 01:49:29.187]  Starting a local radio show.
[01:49:29.207 --> 01:49:33.329]  A lot of towns you can get on Saturday or Sunday with a show and it'll become successful.
[01:49:33.349 --> 01:49:34.370]  You can maybe get a weekday show.
[01:49:34.710 --> 01:49:37.312]  Or volunteer to do local news for a local station.
[01:49:37.552 --> 01:49:40.073]  If you've had a history of that and, you know, come in.
[01:49:40.353 --> 01:49:45.236]  Now a lot of these stations will listen to you and let you do reports about the New World Order because it's out in the open now.
[01:49:45.677 --> 01:49:55.082]  You know, we've got to come together and decide this is mainstream and that foreign corporations are raping us and looting the nation and that we're not going to let this happen.
[01:49:55.387 --> 01:50:04.271]  I mean, I just read to you mainstream news where the Federal Reserve, no Bill of Rights, no Constitution, sees any business they want, any company, run everything.
[01:50:04.631 --> 01:50:06.772]  That is dictatorship of foreign banks.
[01:50:07.172 --> 01:50:11.394]  This is a new form of government where an offshore corporate bank controls the nation.
[01:50:11.434 --> 01:50:14.655]  That's worse than the classical colonialism where it was some empire.
[01:50:15.942 --> 01:50:18.183]  Because then these bankers claim there's no welfare.
[01:50:18.543 --> 01:50:24.646]  They claim that the state has, you know, no job to take care of people.
[01:50:24.666 --> 01:50:25.867]  They have no responsibility.
[01:50:25.907 --> 01:50:26.987]  They have no liability.
[01:50:27.027 --> 01:50:27.968]  It's all fraud.
[01:50:28.988 --> 01:50:29.789]  They rule us.
[01:50:29.869 --> 01:50:32.710]  They tax us at the point of a gun through the government.
[01:50:33.110 --> 01:50:36.092]  Offshore corporations coupling with government to control us.
[01:50:36.992 --> 01:50:38.093]  I mean, this is insane.
[01:50:38.133 --> 01:50:40.254]  And then the text of S.
[01:50:40.554 --> 01:50:42.895]  787 Clean Water Restoration Act, just Google text of
[01:50:43.971 --> 01:50:47.214]  Senate Bill, or just S, 787 Clean Water Act.
[01:50:48.255 --> 01:50:50.077]  And, uh, you can go read this for yourself.
[01:50:50.217 --> 01:50:50.898]  I mean, read it!
[01:50:51.558 --> 01:50:51.939]  Read it!
[01:50:52.539 --> 01:50:56.924]  Virginia State Police say anti-New World Order and gun rights activists are terrorists.
[01:50:56.984 --> 01:50:58.765]  CurtNemo, InfoWars.com.
[01:50:59.206 --> 01:51:02.289]  This story needs to go completely viral, just like we forced
[01:51:02.924 --> 01:51:05.045]  This, uh, you know, I went and read the bill Monday.
[01:51:05.326 --> 01:51:07.927]  They finally made public of the Federal Reserve takeover.
[01:51:07.987 --> 01:51:13.091]  I knew it was going to be a takeover, but not a complete, total, no Bill of Rights, no Constitution, no nothing.
[01:51:13.391 --> 01:51:23.077]  Everything's ruled by these bankers, but they can already steal $14.8 trillion in eight months since the bailout, and no one can investigate them, so why not just have total power?
[01:51:23.297 --> 01:51:24.938]  Hell, if they're getting away with that, why not?
[01:51:26.859 --> 01:51:29.101]  And then presidents will come and go, but they'll stay in power.
[01:51:30.922 --> 01:51:34.907]  With this story, Virginia State Police say anti-New World Order and gun rights activists are terrorists.
[01:51:35.067 --> 01:51:37.350]  This was posted on their website!
[01:51:38.011 --> 01:51:40.534]  One of our listeners said, look at the Virginia State Police website!
[01:51:40.834 --> 01:51:42.876]  You can go to their website and read this!
[01:51:43.417 --> 01:51:44.098]  They've gone from...
[01:51:44.722 --> 01:51:54.045]  Six months ago, this stuff being secret, and we'd break it and people wouldn't believe us, to just, yeah, all protesting is terrorism, all gun rights groups are evil, the Second Amendment's terrorism.
[01:51:54.065 --> 01:51:55.585]  I mean, it actually says it.
[01:51:55.825 --> 01:52:01.827]  And then this one, proposed law allows Attorney General Holder to block gun sales to over a million Americans, including veterans.
[01:52:02.087 --> 01:52:08.069]  They're just, if we, if they feel like it, no judge, no jury, no facing your accuser, you just can't own guns anymore.
[01:52:08.429 --> 01:52:13.110]  And they're saying that they're not only going to
[01:52:14.406 --> 01:52:17.248]  Come in and not let you buy guns.
[01:52:17.288 --> 01:52:18.728]  They're going to come and take them!
[01:52:19.769 --> 01:52:22.470]  Forget the 68 Gun Control Act where felons can't own guns.
[01:52:22.490 --> 01:52:23.871]  They just show up and take your guns.
[01:52:24.692 --> 01:52:25.772]  And they won't tell you why!
[01:52:25.792 --> 01:52:28.113]  I mean, this is total tyranny!
[01:52:28.414 --> 01:52:31.775]  And DOD training manual describes protests as low-level terrorism?
[01:52:32.416 --> 01:52:41.040]  This is a public DOD training manual that they teach all the new people in Army Security Forces and MPs that all protest is illegal.
[01:52:41.461 --> 01:52:43.682]  I mean, this is mainstream!
[01:52:45.922 --> 01:52:47.143]  I just, I can't handle it.
[01:52:47.223 --> 01:52:50.605]  I mean, it's just... Let's go back to your calls.
[01:52:50.645 --> 01:52:51.726]  John in Florida, you're on the air.
[01:52:51.746 --> 01:52:52.346]  Thanks for holding.
[01:52:53.027 --> 01:52:53.467]  Yes, sir.
[01:52:54.327 --> 01:53:01.432]  You know, the victories will start to be coming in, and thanks to you, you'll be riding the wave when these victories start coming in.
[01:53:01.632 --> 01:53:03.313]  Well, I'll probably get a bullet in my head.
[01:53:03.994 --> 01:53:04.754]  This is not fun.
[01:53:05.675 --> 01:53:08.036]  This is the most unbelievable thing in the St.
[01:53:08.076 --> 01:53:09.837]  Petersburg Times, Florida, St.
[01:53:09.858 --> 01:53:11.919]  Petersburg Times today, headline news.
[01:53:13.057 --> 01:53:15.139]  Uh, they brought down a CIA colony.
[01:53:15.759 --> 01:53:17.000]  They've been trying to bring them down.
[01:53:17.041 --> 01:53:18.962]  The Scientologists, their headquarters are here.
[01:53:19.242 --> 01:53:21.604]  Uh, they've infiltrated the Clearwater Police.
[01:53:21.644 --> 01:53:22.925]  They've shut down newspapers.
[01:53:23.946 --> 01:53:27.209]  Uh, as you know, their history, uh, is phenomenal.
[01:53:28.149 --> 01:53:28.770]  Absolutely.
[01:53:28.790 --> 01:53:29.671]  So what is it saying?
[01:53:30.631 --> 01:53:32.233]  Well, it's unbelievable.
[01:53:32.433 --> 01:53:35.275]  Uh, the guy that's ahead of the, they're bringing down the whole head.
[01:53:35.495 --> 01:53:36.976]  He's on the front page of the paper.
[01:53:37.016 --> 01:53:38.037]  They've never done this before.
[01:53:38.057 --> 01:53:38.918]  So what happened?
[01:53:39.779 --> 01:53:40.099]  Okay.
[01:53:41.039 --> 01:53:45.001]  The head of the Scientologist locked twelve board members in his room.
[01:53:45.021 --> 01:53:48.703]  They're exposing, there's like four board members came out.
[01:53:49.324 --> 01:53:51.985]  Said they were locked in there for two weeks with ten other members.
[01:53:52.725 --> 01:53:54.386]  They couldn't even leave on their own accord.
[01:53:54.927 --> 01:53:57.228]  This guy's been slapping people, punching them.
[01:53:58.769 --> 01:54:02.971]  The guy's called... I mean, is that Mark Cavage or is that one of the lawyers that runs it?
[01:54:03.760 --> 01:54:04.901]  No, it's Miss Cave.
[01:54:05.302 --> 01:54:08.065]  He started when he was in the 10th grade.
[01:54:08.105 --> 01:54:08.966]  He dropped out of school.
[01:54:08.986 --> 01:54:11.889]  He was Ron Hubbard's cabin boy on his yacht.
[01:54:11.969 --> 01:54:14.833]  And then he came and he's taken over, the complete thing over.
[01:54:15.433 --> 01:54:17.496]  And he's been running it now ever since Hubbard died.
[01:54:17.616 --> 01:54:21.180]  Well, I know Hubbard was tied in to Alistair Crowley and all that.
[01:54:22.450 --> 01:54:24.731]  Like the Jet Propulsion Laboratory and NASA.
[01:54:25.052 --> 01:54:27.874]  NASA was basically founded by Aleister Crowley and Nazis.
[01:54:28.074 --> 01:54:29.215]  That's mainstream.
[01:54:29.375 --> 01:54:29.996]  That's what I mean.
[01:54:30.056 --> 01:54:31.337]  Who can make this stuff up?
[01:54:31.637 --> 01:54:36.901]  What type of fruitcake country has Aleister Crowley and Nazis?
[01:54:38.442 --> 01:54:39.203]  I was on the set.
[01:54:40.044 --> 01:54:44.245]  of Ultimate Fighting Championship with ESPN, talking to Joe Rogan.
[01:54:44.665 --> 01:54:48.466]  And there's the head announcer, and I'm going, yeah, you know, Goddard Space Center, top Nazis.
[01:54:48.726 --> 01:54:53.168]  And the guy walked over and thought I was a liar, saying Nazis were at NASA.
[01:54:53.448 --> 01:54:55.588]  I mean, they just, the public doesn't know anything!
[01:54:56.208 --> 01:54:59.269]  And I'm not bashing that guy, it's just that they don't know.
[01:54:59.309 --> 01:55:01.990]  But anyways, what's the headline, and I'll try to cover it this week.
[01:55:03.641 --> 01:55:06.082]  Well, it's just bringing down the psychologists.
[01:55:06.102 --> 01:55:09.963]  I mean, they've got a three... I mean, what's the headline so I can read the article in the St.
[01:55:09.983 --> 01:55:11.744]  Petersburg newspaper?
[01:55:12.104 --> 01:55:13.244]  I think it's on the front page.
[01:55:13.325 --> 01:55:15.445]  I just read it on the computer, but it's on the front page.
[01:55:15.885 --> 01:55:17.786]  And they're having, like, a whole story.
[01:55:17.866 --> 01:55:20.287]  I mean, it's just... They're breaking this thing up.
[01:55:20.347 --> 01:55:22.328]  The guy is... They're going to sue them.
[01:55:22.808 --> 01:55:24.108]  They've never been brought this down before.
[01:55:24.128 --> 01:55:25.529]  They've taken over papers down here.
[01:55:25.549 --> 01:55:26.589]  They've tried to take them down.
[01:55:27.229 --> 01:55:27.529]  No, I know.
[01:55:27.549 --> 01:55:30.310]  They've been convicted for infiltrating the FBI and CIA.
[01:55:30.650 --> 01:55:31.070]  Thank you.
[01:55:31.151 --> 01:55:32.411]  Very interesting information.
[01:55:33.041 --> 01:55:33.701]  Just what I need.
[01:55:33.722 --> 01:55:36.623]  I'm taking on the whole New World Order, CIA, now the Scientologist.
[01:55:37.904 --> 01:55:39.425]  It's just getting crazy here.
[01:55:40.426 --> 01:55:41.927]  Let's talk to Arthur and Mass.
[01:55:42.567 --> 01:55:43.108]  You know what?
[01:55:43.168 --> 01:55:44.208]  Might as well just go all the way.
[01:55:44.229 --> 01:55:44.909]  You know what they say?
[01:55:44.929 --> 01:55:50.493]  I might as well just write my own obituary and then just get it over with and decide it's all in God's hands.
[01:55:50.713 --> 01:55:52.994]  I've already done that a long time ago, but I mean almost publicly.
[01:55:53.475 --> 01:55:57.297]  And just decide I'm already dead, put it all in God's hands, and that's just the way it is.
[01:55:57.357 --> 01:55:58.698]  I'm going all the way to the end.
[01:55:58.998 --> 01:55:59.759]  I'm doing my job.
[01:55:59.799 --> 01:56:01.000]  I'm standing up for what's right.
