[00:00:00.029 --> 00:00:00.789]  This is everything.
[00:24:20.228 --> 00:24:22.469]  Whistleblower to tell House that U.S.
[00:24:22.489 --> 00:24:29.272]  government is middleman in multi-billion dollar migrant child trafficking operation, including forced labor and sex slavery.
[00:24:30.123 --> 00:24:31.945]  Now what did I tell you Monday?
[00:24:32.906 --> 00:24:39.111]  I said I met via Zoom with high-level feds.
[00:24:39.872 --> 00:24:47.018]  Not just FBI, not just federal marshals, not just, I'm gonna leave it, not just journalists, but with high-level federal officials.
[00:24:47.198 --> 00:24:47.839]  It's off-record.
[00:24:48.880 --> 00:24:52.563]  We're not gonna say who, but we're working on this as well.
[00:24:53.243 --> 00:24:58.332]   And they were frustrated because this was brought to Fox News A month ago, and nothing was done.
[00:24:58.433 --> 00:25:00.555]  They have the court documents, everything, okay?
[00:25:00.575 --> 00:25:01.816]  This is absolutely proven.
[00:25:02.637 --> 00:25:04.919]  I told you this was about to break, and the whole plan was...
[00:25:05.899 --> 00:25:10.582]  They know they're under surveillance, and they know as soon as I'm being given the information, it would force that on Fox.
[00:25:11.042 --> 00:25:11.323]  Boom!
[00:25:11.363 --> 00:25:12.644]  Plan worked again, bitches!
[00:25:13.024 --> 00:25:13.664]  Yeah!
[00:25:14.084 --> 00:25:16.646]  That's what we're here for, to force everything out.
[00:25:17.066 --> 00:25:22.590]  But, you're gonna be getting that in the next few weeks, huge, over the top, even before Congress has the hearings.
[00:25:22.950 --> 00:25:27.553]  I told you Monday, congressional hearings on giant sex slavery, with the Democrats making money off of it.
[00:25:28.174 --> 00:25:29.775]  Smoking gun, ultramassive, next hour.
[00:25:30.315 --> 00:25:31.636]  So, you see all these other stats?
[00:25:31.676 --> 00:25:51.747]   I've got economy news, war news, AI news, Japan's Space ship crashes on the moon, all of it, but the great Roger Stone, another embattled man, who has gone through the fires of hell and come out stronger, and his faith redoubled in the Lord, joins us, and from all my intel, I'll leave it at that,
[00:25:52.287 --> 00:25:53.648]  They were planning to get rid of Tucker.
[00:25:53.688 --> 00:25:54.509]  They didn't know what to do.
[00:25:54.950 --> 00:25:59.915]  But his speech calling on God and saying good versus evil pushed him over the edge.
[00:25:59.955 --> 00:26:07.662]  There was a meeting a month before in Bel Air at the big vineyard mansion of Rupert Murdoch with his then-fiancée, who's a big fan of Tucker.
[00:26:07.883 --> 00:26:08.623]  She asked him to be there.
[00:26:09.324 --> 00:26:11.807]  And they're sitting there and they're reading the Bible together.
[00:26:12.503 --> 00:26:13.785]  Well, that's what I've done with Tucker.
[00:26:14.366 --> 00:26:15.508]  This is real, folks.
[00:26:15.548 --> 00:26:17.030]  And Tucker didn't used to be really religious.
[00:26:17.050 --> 00:26:23.780]  He did not believe in God, but he was like, but when you see the real evil in the world, you see how they push it to their own detriment, you understand it's a plan.
[00:26:23.820 --> 00:26:25.142]  And Roger talks about that.
[00:26:25.182 --> 00:26:27.866]  So, the final straw was the heritage speech.
[00:26:28.527 --> 00:26:37.273]  Not just the anti-war, not just exposing the vaccine, not just exposing open borders, not just exposing the deep state spying, but calling on God and saying we should all pray.
[00:26:37.713 --> 00:26:39.534]  That's what they can't stand.
[00:26:39.594 --> 00:26:43.557]  So we have Roger Stone, who's been a former Fox contributor himself.
[00:26:43.597 --> 00:26:44.777]  Secret contract, can't talk about it.
[00:26:45.158 --> 00:26:46.118]  That's how they control everybody.
[00:26:46.138 --> 00:26:47.499]  He's not been in that contract for years.
[00:26:47.879 --> 00:27:14.937]   But Roger, I want to get your take on this because this is a big deal and You know, we had dinner, won't get into the details of it, specifically on deplatforming, specifically on alternate plans, a few years ago in Miami with Tucker, and we've, of course, both of us had subsequent other meetings with him, but the point is, Tucker is very pleased, we'll put the photos up of him, a little birdie told me that something big's about to come out of this, and Tucker is just as pleased as punch.
[00:27:15.237 --> 00:27:15.718]  Roger Stone.
[00:27:17.389 --> 00:27:27.136]  Well, Alex, I grieve not for our friend Tucker Carlson, because he is more than just a TV talk show host.
[00:27:27.616 --> 00:27:34.001]  He's the single most influential conservative commentator in the country today.
[00:27:34.021 --> 00:27:37.863]  And they're not going to be able to hide that light under a bushel.
[00:27:38.304 --> 00:27:54.332]   So wherever he goes, whatever he chooses to do next, and I kind of hope it's some Combination of print journalism, because he's a brilliant writer, as well as some video, either net-based or cable presence.
[00:27:54.773 --> 00:27:57.377]  He's going to be massively successful.
[00:27:57.947 --> 00:28:13.051]  No, I grieve for our country because what this move has done is there is really no last vestige of alternative narrative discussion on cable television.
[00:28:13.411 --> 00:28:17.432]  Now, cable overall, I think, is a dying medium.
[00:28:17.852 --> 00:28:23.174]  Cable ultimately will go the way of broadcast television.
[00:28:25.934 --> 00:28:30.693]  ABC, their numbers, as you know, are in the toilet.
[00:28:30.693 --> 00:28:34.213]  Millions are watching us here on InfoWars.
[00:28:34.213 --> 00:28:38.293]  Millions watching on other web-based platforms.
[00:28:38.293 --> 00:28:47.453]   If you look at the two remaining cable-based outlets, Real America's Voice, Newsmax, good
[00:28:47.453 --> 00:28:56.014]   people, patriots, but not InfoWars in terms of their willingness to tackle very difficult
[00:28:56.014 --> 00:28:56.514]  issues.
[00:28:57.033 --> 00:29:13.486]   Tucker Carlson, we won't really ever know what specific event led to this, but our nation will Because cable television has now been completely cancelled and censored.
[00:29:14.047 --> 00:29:31.316]  Whether it was Tucker's exposure of what really happened on January 6th, or whether it was his discussion of the contents of Hunter Biden's laptop, or whether it was calling out the deep state on their efforts to push us into World War III, that's kind of a biggie.
[00:29:32.597 --> 00:29:37.321]  Whether it was giving Robert Kennedy a voice when nobody else would.
[00:29:38.162 --> 00:29:46.709]  When Robert Kennedy did his announcement, which I found very interesting by the way, he was censored within five minutes.
[00:29:46.769 --> 00:29:48.691]  Facebook Live shut him down.
[00:29:49.011 --> 00:29:50.232]  And they were pulling fire alarms.
[00:29:52.520 --> 00:29:56.045]  Yeah, I mean look, ideas are dangerous to these people.
[00:29:56.305 --> 00:30:07.740]  Now you can go on the internet right now and you'll see these bots constantly saying the Robert Kennedy candidacy is a product of Roger Stone and Steve Bennett.
[00:30:07.780 --> 00:30:08.301]  Nonsense!
[00:30:09.432 --> 00:30:10.553]  He's an acquaintance of mine.
[00:30:10.593 --> 00:30:11.894]  I wouldn't call us close friends.
[00:30:12.454 --> 00:30:20.619]  I admire his views on the neocons, on the globalists, on the government corporate takeover of America.
[00:30:20.639 --> 00:30:22.260]  The merger of corporations and government.
[00:30:22.280 --> 00:30:22.900]  The fascism.
[00:30:22.920 --> 00:30:23.861]  He's dead on.
[00:30:25.069 --> 00:30:34.656]  You know, they killed his uncle, they killed his father, so therefore he has to be cognizant of the fact that what he's doing is extraordinarily dangerous.
[00:30:34.696 --> 00:30:40.701]  So, was it this interview that helped contribute to Tucker's being removed?
[00:30:41.662 --> 00:30:43.463]  I don't think we'll ever really know.
[00:30:43.484 --> 00:30:50.390]  Well, Roger, in all fairness, from my sources and everything, you're right, it's not one thing, so we'll never know what one thing it was, because it wasn't one thing.
[00:30:50.891 --> 00:30:57.738]  We know from the emails, we know from the texts, the Dominion suit and things Tucker said, and I'm going to leave it at that, that he was constantly fighting with them.
[00:30:58.438 --> 00:30:59.500]  He had me booked on his show.
[00:31:00.240 --> 00:31:06.682]  And I was going to go out there a long time ago, and his Fox Nation show, and they said no.
[00:31:06.722 --> 00:31:09.223]  And he's like, well, my contract says I could do this.
[00:31:09.263 --> 00:31:12.344]  I took a major pay cut of two-thirds to do this.
[00:31:12.864 --> 00:31:14.404]  And so he was pissed about that.
[00:31:14.424 --> 00:31:15.704]  And we talked about it on Thanksgiving.
[00:31:15.724 --> 00:31:16.845]  I won't get into the details about it.
[00:31:17.285 --> 00:31:18.065]  So there was that.
[00:31:18.425 --> 00:31:19.966]  And they were just mad about everything.
[00:31:20.186 --> 00:31:24.387]  They quote said in the emails, he's out of control, uncontrollable.
[00:31:24.587 --> 00:31:25.927]  So we know it was all of it.
[00:31:26.147 --> 00:31:27.308]  It was hitting on all cylinders.
[00:31:27.348 --> 00:31:27.928]  That's why it happened.
[00:31:29.795 --> 00:31:35.579]  I have a theory that maybe it's not what he's done in the past, but what they feared he might do in the future.
[00:31:35.599 --> 00:31:43.384]  I was going to say that earlier, like the war and everything else and like January 6th, they don't want him there knowing he's such a truth teller.
[00:31:43.524 --> 00:31:44.064]  That's it.
[00:31:44.344 --> 00:31:45.985]  He was removed for what he would do in the future.
[00:31:47.446 --> 00:31:54.193]   Here's the political problem though from my point of view and that is we have a lot of Americans Sixty and over.
[00:31:55.074 --> 00:31:58.555]  Many of them are right-of-center, many of them conservatives.
[00:31:59.135 --> 00:32:01.675]  They're not particularly net-savvy.
[00:32:02.576 --> 00:32:10.838]  They're used to going and turning on the television and getting Tucker Carlson, or turning on the television and getting the programming that they want.
[00:32:11.498 --> 00:32:20.722]  So, the problem here is that I think conservative media, alternative media, continues to be ghettoized.
[00:32:21.082 --> 00:32:25.024]  Yes, we can talk to our own people, and that has value.
[00:32:25.184 --> 00:32:27.265]  I mean, there's no question that that has value.
[00:32:27.285 --> 00:32:28.546]  That's why we've got to do what you do.
[00:32:28.586 --> 00:32:29.946]  We've got to do more outreach.
[00:32:29.966 --> 00:32:33.028]  That's why I don't like doing a bunch of interviews, but I do them on talk radio.
[00:32:33.068 --> 00:32:33.868]  I do them on other shows.
[00:32:33.928 --> 00:32:34.828]  I go on leptist shows.
[00:32:35.129 --> 00:32:38.110]  I go to leptist panels that go viral because that's how I get out of the ghetto.
[00:32:38.150 --> 00:32:38.530]  Exactly.
[00:32:38.569 --> 00:32:42.369]   We can't just sit here in the church parroting at each other.
[00:32:42.369 --> 00:32:46.970]   We've got to get out, we've got to go to city councils, school boards, Congress.
[00:32:46.970 --> 00:32:50.168]  Everybody has to be a missionary of freedom.
[00:32:50.168 --> 00:32:51.369]  Absolutely true.
[00:32:51.393 --> 00:32:54.294]  I think that's why you never turn down any opportunity.
[00:32:54.314 --> 00:33:00.378]  You know that old Gord Vidal saying, never pass up the opportunity to be on television or to have sex.
[00:33:00.478 --> 00:33:05.000]  Well, on the first part of that, I strongly agree.
[00:33:05.340 --> 00:33:06.661]  I'm too old for the other part.
[00:33:09.948 --> 00:33:11.829]  It's a famous saying, as you know.
[00:33:12.089 --> 00:33:16.292]  No, Tucker Carlson will be fine, but the question is, how will America be?
[00:33:16.672 --> 00:33:17.392]  That's the real question.
[00:33:17.412 --> 00:33:20.554]  I totally agree, Roger, and again, I don't want to say this is a positive thing.
[00:33:20.574 --> 00:33:32.501]  In many aspects, it's not, and you're right, and it shows they're still pushing the censorship, the surveillance, the incredible hearings the last month that exposed everything that you and I and others went through and how it was pointed at the entire American people and how they helped steal the election.
[00:33:32.541 --> 00:33:36.763]  With that, that's proven, regardless of machines or mail-in ballots and, you know, all the rest of that.
[00:33:36.823 --> 00:33:37.684]  It's almost a red herring.
[00:33:38.604 --> 00:33:43.187]  This is a sign of desperation by them to get rid of the number one talk show, political talk show.
[00:33:43.467 --> 00:33:44.788]  Not just here, it was big around the world.
[00:33:45.108 --> 00:33:48.090]  To kill that showed the incredible behind-the-scenes pressure.
[00:33:48.310 --> 00:33:50.391]  That's not a sign of strength by the establishment.
