[00:00:00.110 --> 00:00:00.413]  Yeah.
[00:25:12.261 --> 00:25:14.061]  Pretty bold statement from Lord Monckton.
[00:25:14.402 --> 00:25:15.522]  Never heard him talk like that.
[00:25:15.842 --> 00:25:17.362]  We ought to get Paul's take on that later.
[00:25:17.402 --> 00:25:18.542]  Paul, I'm going to hand the baton to you.
[00:25:18.562 --> 00:25:19.723]  I know you were supposed to be hosting today.
[00:25:19.743 --> 00:25:20.543]  I appreciate you doing it.
[00:25:20.903 --> 00:25:26.804]  But I'm up here, you know, obviously doing bookkeeping work, working on the TV network, and just couldn't get drug away from the microphone.
[00:25:27.545 --> 00:25:30.365]  Appreciate all the intel and stuff you've got coming up today.
[00:25:30.385 --> 00:25:33.526]  And I'll be back some for part of the second hour.
[00:25:33.546 --> 00:25:35.426]  And we're working on some other special reports.
[00:25:35.506 --> 00:25:37.347]  But just to finish up,
[00:25:38.479 --> 00:25:44.600]  When I talk about clash of civilizations, for those that don't know, Dick Cheney and others wrote the PNAC report back in 2000.
[00:25:45.481 --> 00:26:03.585]  We'll go destabilize the Middle East, we'll engage in all these different activities, and then we will use the crises out of the destabilized Middle East to go in and take it over, and then we'll use the continuing threat to take everybody's rights here in America.
[00:26:04.994 --> 00:26:06.897]  Well, people then say, well, that's what they're doing.
[00:26:07.237 --> 00:26:07.698]  Exactly.
[00:26:07.898 --> 00:26:15.569]  So we're opposing their war to invade, their war to destabilize, their war to do all of this.
[00:26:16.710 --> 00:26:17.872]  And then we failed at that.
[00:26:17.952 --> 00:26:21.877]  So now we're opposing their next phase to flood us with all these third world jihadis.
[00:26:23.291 --> 00:26:23.992]  See how that works?
[00:26:24.352 --> 00:26:28.717]  We're opposing the globalist plan every step of the way, but people aren't sophisticated enough to get that.
[00:26:29.097 --> 00:26:37.947]  Since the globalists destabilized the Middle East, put radicals in, we're now supposed to accept their next phase of the plan and bring them in here to complete that phase.
[00:26:38.467 --> 00:26:39.828]  Paul, that makes no sense.
[00:26:39.908 --> 00:26:47.132]  Why can't people be sophisticated enough to understand if the globalists want to bring all these jihadis in, it might not be a good idea.
[00:26:47.352 --> 00:26:53.655]  I mean, we opposed the wars, we exposed the false flag, we opposed going in, we tried to stop it, we failed.
[00:26:53.956 --> 00:26:55.717]  Now we're trying to stop the next phase.
[00:26:55.917 --> 00:26:57.257]  We have a chance of stopping it.
[00:26:57.738 --> 00:26:59.999]  I mean, where is the logic out there, Paul?
[00:27:00.039 --> 00:27:00.719]  You've got the floor.
[00:27:00.739 --> 00:27:01.440]  I'll see you next hour.
[00:27:03.171 --> 00:27:09.099]  Well, again, it's the inability for people to hold more than one thought in their head at one time.
[00:27:09.600 --> 00:27:17.590]  So if you criticise the wave of immigrants who aren't integrated into our culture, who are already causing crime waves, rape epidemics,
[00:27:18.171 --> 00:27:26.980]  Then that also means for some reason that you're pro-empire, you're pro-military intervention, when that's partly what caused the refugee problem in the first place.
[00:27:27.401 --> 00:27:34.108]  So again, some people think there's some grand narrative behind InfoWars that we're pushing some grand conspiracy.
[00:27:34.528 --> 00:27:36.751]  When we're simply covering the news cycle.
[00:27:37.172 --> 00:27:40.436]  Like people say to me, you know, why are you so obsessed with feminists?
[00:27:40.456 --> 00:27:41.858]  Why are you always talking about feminists?
[00:27:42.219 --> 00:27:44.442]  Why are you always talking about Black Lives Matter?
[00:27:44.742 --> 00:27:46.244]  Why are you always talking about Trump?
[00:27:46.585 --> 00:27:48.667]  I'm talking about the news cycle.
[00:27:48.727 --> 00:27:49.609]  That's how it works.
[00:27:50.049 --> 00:27:57.031]  So obviously, with the current refugee crisis and the Paris Massacre, we're talking about Muslim migration.
[00:27:57.331 --> 00:27:58.891]  We're talking about jihadist terror.
[00:27:59.011 --> 00:28:08.934]  And they admit they're going to use the immigrant wave as an excuse to totally invade the Middle East, destabilize it more, set up an EU army over the people and suppress the citizens.
[00:28:09.154 --> 00:28:10.134]  It's so obvious!
[00:28:10.435 --> 00:28:11.975]  How are these people so stupid?
[00:28:13.516 --> 00:28:15.178]  And then you look at ISIS themselves.
[00:28:15.218 --> 00:28:16.320]  That's what they're saying.
[00:28:16.540 --> 00:28:17.982]  That's what a caliphate is.
[00:28:18.222 --> 00:28:19.063]  It's an empire.
[00:28:19.404 --> 00:28:25.191]  They basically want to recreate what Mohammed and the Muslims created before the Christian Crusades.
[00:28:25.532 --> 00:28:26.933]  They want to take Rome.
[00:28:27.434 --> 00:28:30.318]  This is just history repeating itself over and over again.
[00:28:30.618 --> 00:28:35.739]  So to simply draw attention to what they want is not embracing that entire narrative.
[00:28:36.039 --> 00:28:44.081]  To draw attention to people being raped, Muslim women primarily being raped, people having their hands chopped off, women being stoned to death.
[00:28:44.481 --> 00:28:46.962]  That's not pushing a clash of civilizations.
[00:28:47.262 --> 00:28:54.283]  That's pushing classical liberal principles that everybody needs to stand behind, if not be called a complete hypocrite.
[00:28:54.643 --> 00:28:57.984]  Which is a big problem at the moment with the regressive left.
[00:28:58.484 --> 00:29:10.795]  To the moment you mentioned that there might be a problem integrating these people, many of whom are illiterate, they've got no respect for women, they've got no respect for minorities, yet we have to adapt to them.
[00:29:11.195 --> 00:29:23.045]  And to even suggest that that might be an issue, which it's already proving to be an issue, that means you're a bigot, you're an Islamophobe, and then you've even got left-wing organisations, and I'll get into this more after the break,
[00:29:23.926 --> 00:29:32.937]  Listing as anti-Muslim bigots, devout Muslims, American Muslims, who are campaigning against things like honour killings.
[00:29:33.297 --> 00:29:39.885]  So these left-wingers, these middle-class white liberals, are actually putting actual devout Muslims on hate lists.
[00:29:40.365 --> 00:29:44.968]  Because they criticize the intolerant aspect of their own religion.
[00:29:45.308 --> 00:29:47.930]  It's completely crazy, but we're going to get more into it after the break.
[00:29:48.270 --> 00:29:50.652]  A ton of news and pizza shift coming up.
[00:29:51.032 --> 00:29:55.255]  This is the Friday edition of the Alex Jones Show, live with me, Paul Joseph Watson.
[00:29:55.635 --> 00:29:56.416]  We'll be right back.
[00:29:58.237 --> 00:29:59.158]  We're on the march.
[00:29:59.638 --> 00:30:01.259]  The Empire's on the run.
[00:30:02.180 --> 00:30:04.862]  Alex Jones and the GCN Radio Network.
[00:30:09.187 --> 00:30:18.551]  The LAPD and private security are targeting random people with stop and frisk searches on public sidewalks before the premiere of Star Wars The Force Awakens.
[00:30:18.831 --> 00:30:25.474]  Police have also installed metal detectors on the sidewalks near the famous TCL Chinese Theater in Hollywood, California.
[00:30:26.034 --> 00:30:29.896]  Someone took to Twitter to post a picture of a Wookiee having his back searched.
[00:30:30.116 --> 00:30:34.738]  The caption reads, security will be tight for the latest hashtag Star Wars premiere tonight.
[00:30:34.998 --> 00:30:36.579]  Metal detectors have been set up.
[00:30:37.179 --> 00:30:47.908]  TMZ reported, LAPD and private security officers are already blanketing several square blocks around the famed Chinese theater where the Force Awakens event is going down.
[00:30:48.268 --> 00:30:54.013]  We've learned anyone strolling through the area could be searched, frisked, and even wanted with metal detectors.
[00:30:54.433 --> 00:31:01.819]  In other words, even people not associated with the event who are simply passing through a public area are subject to a warrantless search.
[00:31:02.360 --> 00:31:05.903]  You can find more reports on InfoWars.com.
[00:31:08.872 --> 00:31:12.114]  Soon Christmas would have come and gone, and with it, 2015.
[00:31:12.554 --> 00:31:16.996]  Now is the time to give the gift of amazing health this Christmas and New Year's season.
[00:31:17.456 --> 00:31:25.040]  Many of you have experienced or you've heard about the amazing benefits from the exclusive formulations available at InfoWarsLives.com.
[00:31:25.340 --> 00:31:27.781]  Now is your chance to share them with those you love.
[00:31:28.141 --> 00:31:31.324]  And take advantage of free shipping and unprecedented specials.
[00:31:31.724 --> 00:31:40.691]  You will find the Info Wars Life Essentials Pack with X2 Supermail and Silver Bullet Colloidal Silver for 33% off on top of free shipping.
[00:31:40.791 --> 00:31:48.677]  You'll also find other specials like the Deep Cleanse Pack with Deep Cleanse Oxy Powder and Living Defense for 28% off and again free shipping.
[00:31:48.877 --> 00:31:50.979]  Visit Infowarslife.com today.
[00:31:51.260 --> 00:31:52.761]  Read the five-star reviews.
[00:31:53.082 --> 00:31:54.563]  See the informational videos.
[00:31:54.924 --> 00:32:00.029]  Add your friends' and family members' addresses on checkout, and we'll ship their gifts free, directly to them.
[00:32:00.309 --> 00:32:06.035]  We're talking about game-changing gifts, and they're all available with free shipping and massive discounts this Christmas season.
[00:32:06.256 --> 00:32:07.637]  Infowarslife.com.
[00:32:08.798 --> 00:32:13.600]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[00:32:13.860 --> 00:32:22.482]  Youngevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:32:22.702 --> 00:32:26.483]  Youngevity also offers you an ingenious way to augment your income.
[00:32:26.644 --> 00:32:27.324]  And the best part?
[00:32:27.444 --> 00:32:30.005]  You'll be helping your friends and family along the way.
[00:32:30.325 --> 00:32:32.745]  Visit InfoWarsTeam.com today.
[00:32:32.925 --> 00:32:33.566]  Become a member.
[00:32:33.706 --> 00:32:37.767]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:32:37.987 --> 00:32:44.470]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:32:44.710 --> 00:32:45.431]  Another win-win.
[00:32:45.671 --> 00:32:49.232]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[00:32:49.412 --> 00:32:50.413]  And you can be too.
[00:32:50.653 --> 00:32:51.113]  It's simple.
[00:32:51.213 --> 00:32:54.015]  Just go to Infowarsteam.com today.
[00:32:54.155 --> 00:32:56.056]  Complete a short sign-up and you're part of the team.
[00:32:56.256 --> 00:32:59.317]  That's Infowarsteam.com or Infowarshealth.com.
[00:32:59.497 --> 00:33:05.660]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[00:33:05.800 --> 00:33:07.121]  Check it out for yourself today.
[00:33:13.300 --> 00:33:14.441]  It's never gonna get any better.
[00:33:14.821 --> 00:33:15.542]  Don't look for it.
[00:33:15.982 --> 00:33:17.123]  Be happy with what you got.
[00:33:18.244 --> 00:33:21.326]  Because the owners of this country don't want that.
[00:33:21.866 --> 00:33:23.508]  I'm talking about the real owners now.
[00:33:23.908 --> 00:33:24.969]  The real owners.
[00:33:25.029 --> 00:33:29.572]  The big wealthy business interests that control things and make all the important decisions.
[00:33:29.952 --> 00:33:31.173]  Forget the politicians.
[00:33:31.393 --> 00:33:34.676]  The politicians are put there to give you the idea that you have freedom of choice.
[00:33:36.257 --> 00:33:36.677]  You don't.
[00:33:37.478 --> 00:33:38.459]  You have no choice.
[00:33:38.839 --> 00:33:39.760]  You have owners.
[00:33:40.060 --> 00:33:40.980]  They own you.
[00:33:42.319 --> 00:33:43.600]  They own everything.
[00:33:43.860 --> 00:33:45.561]  They own all the important land.
[00:33:45.861 --> 00:33:47.602]  They own and control the corporations.
[00:33:47.622 --> 00:33:51.104]  They've long since bought and paid for the Senate, the Congress, the State Houses, the City Halls.
[00:33:51.124 --> 00:33:52.705]  They got the judges in their back pockets.
