[00:00.000 --> 00:01.720]  This is InfoWars, right?
[21:49.000 --> 21:53.000]  What we did is we brought Netanyahu with us.
[21:58.000 --> 22:00.000]  I'm in the twilight zone right now.
[22:00.000 --> 22:04.000]  Netanyahu, what do you have to say?
[22:04.000 --> 22:06.000]  What do you have to say to Alex Jones right now?
[22:06.000 --> 22:08.000]  Nick Fuentes and yay.
[22:08.000 --> 22:14.000]  It was bad. It was bad for Trump to meet with Nick and yay.
[22:14.000 --> 22:16.000]  Okay.
[22:16.000 --> 22:22.000]  I had no idea your voice is going to sound like that Netanyahu.
[22:22.000 --> 22:25.000]  So you don't like Benjamin Netanyahu?
[22:25.000 --> 22:30.000]  I just, I just heard about this guy two weeks ago since like the tweet.
[22:30.000 --> 22:32.000]  And I thought he had a funny name.
[22:32.000 --> 22:35.000]  I heard he's like really into like, he's like a super killer.
[22:35.000 --> 22:37.000]  I could die for saying this.
[22:37.000 --> 22:40.000]  So in case just the last time you ever hear from me.
[22:40.000 --> 22:44.000]  Well, look, look, look, look, look, look, I'm glad you guys are here.
[22:44.000 --> 22:46.000]  And we can, we can, we can sit here and upset.
[22:46.000 --> 22:52.000]  All I'm telling you is you guys realize that the British government created Hitler
[22:52.000 --> 22:56.000]  and the Milder group put him in power and there's something much more sophisticated.
[22:56.000 --> 23:00.000]  And I personally think that most Jews are great people.
[23:00.000 --> 23:03.000]  And I, and I understand there's a Jewish mafia and they're,
[23:03.000 --> 23:05.000]  they're used to demonize anybody that promotes freedom,
[23:05.000 --> 23:07.000]  but I don't blame Jews in general for that.
[23:07.000 --> 23:09.000]  And there is a much larger eugenics, transhumanist,
[23:09.000 --> 23:12.000]  scientific elite agenda that's playing off.
[23:12.000 --> 23:13.000]  What about abortion?
[23:13.000 --> 23:15.000]  It's 50% of black deaths.
[23:15.000 --> 23:17.000]  There's over 50.
[23:17.000 --> 23:19.000]  Hey, one of the papers I had, you're like, why is it all,
[23:19.000 --> 23:21.000]  you're the director today.
[23:21.000 --> 23:29.000]  The, the, the, the Margaret senior Rockefeller founded plan parenthood came out today and said,
[23:29.000 --> 23:34.000]  because of your white guilt, white people need to give money so we can kill black babies.
[23:34.000 --> 23:35.000]  I swear to God, it's in my stack.
[23:35.000 --> 23:38.000]  If you, if it hadn't moved it off the desk, I could pull it right up for you.
[23:38.000 --> 23:40.000]  Why did I have you move it off the desk, Alex?
[23:40.000 --> 23:41.000]  Because it's cluttered.
[23:41.000 --> 23:42.000]  I'm not bitching.
[23:42.000 --> 23:43.000]  I'm just saying everybody asks, where's my papers?
[23:43.000 --> 23:44.000]  I don't have them.
[23:44.000 --> 23:45.000]  There's a prop.
[23:45.000 --> 23:47.000]  I can literally go look, I agree with you.
[23:47.000 --> 23:48.000]  Look at this.
[23:48.000 --> 23:52.000]  You say white people help us kill black people for your white guilt.
[23:52.000 --> 23:54.000]  It actually says that.
[23:54.000 --> 23:57.000]  Now, this is, I'm agreeing with you.
[23:57.000 --> 23:58.000]  Is it a problem with props?
[23:58.000 --> 24:00.000]  We can't, this is the voice.
[24:00.000 --> 24:02.000]  See, you get your mop.
[24:02.000 --> 24:03.000]  You get your mop.
[24:03.000 --> 24:07.000]  I actually, I'm going to find the tweet here because I want to show you this.
[24:07.000 --> 24:08.000]  This is a big guy.
[24:08.000 --> 24:09.000]  I sent it to you this morning.
[24:09.000 --> 24:10.000]  It was, it was in the tweets.
[24:10.000 --> 24:12.000]  He pulled it up.
[24:12.000 --> 24:17.000]  It's, it's, it's, it's official Twitter of the eugenics death cult.
[24:17.000 --> 24:18.000]  Talk about Nazis.
[24:18.000 --> 24:21.000]  I mean, we're going to have Netanyahu step out for a second.
[24:21.000 --> 24:22.000]  Okay, Alex.
[24:22.000 --> 24:23.000]  Are you going to go?
[24:23.000 --> 24:29.000]  I'm leaving for now to do is another meeting and then I'm going to say something.
[24:29.000 --> 24:30.000]  All right.
[24:30.000 --> 24:32.000]  You're not only an artist, you're a comedian.
[24:32.000 --> 24:40.000]  But Nick, that's what I'm getting at here is, is that is, is, is, is that it was a,
[24:40.000 --> 24:42.000]  it doesn't, it doesn't matter.
[24:42.000 --> 24:46.000]  I just, I mean, there's, listen, there's fluoride in the water killing us all.
[24:46.000 --> 24:47.000]  They're injecting us with GMO.
[24:47.000 --> 24:48.000]  Oh, here's the question.
[24:48.000 --> 24:50.000]  And I'm not, I'm not an apologist for Israel.
[24:50.000 --> 24:51.000]  I'm trying to be balanced here.
[24:51.000 --> 24:52.000]  And I believe in First Amendment.
[24:52.000 --> 24:53.000]  I believe in free speech.
[24:53.000 --> 24:55.000]  I'm going to endorse you say whatever you want.
[24:55.000 --> 25:01.000]  Israel has other than, other than like Singapore and a few places, the most draconian mRNA
[25:01.000 --> 25:02.000]  injections in the world.
[25:02.000 --> 25:04.000]  They have the highest death rate from the shots.
[25:04.000 --> 25:09.000]  They are literally forcibly injecting them like Joseph Mengele and Jews are dying in
[25:09.000 --> 25:10.000]  mass in Israel.
[25:10.000 --> 25:15.000]  So if the Jews are the secret group that runs it all, and I'm not denying that, you know,
[25:15.000 --> 25:18.000]  Hollywood, what I'm saying is the Zionist, but okay.
[25:18.000 --> 25:23.000]  Well, why would the Zionist be killing Jews in mass in Israel with the boys and shot?
[25:23.000 --> 25:24.000]  Because they'd work for Satan.
[25:24.000 --> 25:25.000]  They don't work for God.
[25:25.000 --> 25:26.000]  Exactly.
[25:26.000 --> 25:31.000]  So they, they create atmospheres that get Jews persecuted so they can control the Jews
[25:31.000 --> 25:33.000]  so they can kill them.
[25:33.000 --> 25:34.000]  And you just did it.
[25:34.000 --> 25:37.000]  Just like George Soros helped round up Jews for Hitler.
[25:37.000 --> 25:38.000]  That's the next level.
[25:38.000 --> 25:39.000]  Boom.
[25:39.000 --> 25:40.000]  We just got there.
[25:40.000 --> 25:41.000]  And they, they, they control the left and the right.
[25:41.000 --> 25:44.000]  They make politics super messy.
[25:44.000 --> 25:48.000]  I went in to meet with my boy, Trump.
[25:48.000 --> 25:53.000]  And the next thing you know, like he typed, he said, fake news went crazy.
[25:53.000 --> 26:00.000]  And I, I love Trump, like every other good Christian American, we just want to hold
[26:00.000 --> 26:05.000]  Trump to Christian values and say, that's the only way to the White House.
[26:05.000 --> 26:07.000]  And if he doesn't do it, then I'm going to have to do it.
[26:07.000 --> 26:11.000]  I think that Trump is a more senior president.
[26:11.000 --> 26:15.000]  I think I've got some growing to do, but I love Jesus.
[26:15.000 --> 26:20.000]  It's kind of like David, all of his brothers had all this battle experience and he was
[26:20.000 --> 26:21.000]  tended to the sheep.
[26:21.000 --> 26:24.000]  But while he was out there, he had to fight bears and tigers.
[26:24.000 --> 26:27.000]  This is the little I know as a baby Christian trip.
[26:27.000 --> 26:28.000]  Yeah.
[26:28.000 --> 26:30.000]  But he was able to beat that giant.
[26:30.000 --> 26:33.000]  And right now this giant, there's a, there's some cleaning.
[26:33.000 --> 26:36.000]  There's some, there's some plumbing that we have to do.
[26:36.000 --> 26:42.000]  And that's what I'm doing with my style of art, my style of humor and who I am as a
[26:42.000 --> 26:50.000]  celebrity to say, okay, I've been messed over enough by Jewish businessmen to get to
[26:50.000 --> 26:53.000]  the point to say, I'm not going to take it anymore.
[26:53.000 --> 26:58.000]  I'm not the first person that got debanked because of their political opinion.
[26:58.000 --> 27:02.000]  And I represent now the common man.
[27:02.000 --> 27:07.000]  If we go, when we go, I don't like the word if, when we go into the White House, it's
[27:07.000 --> 27:08.000]  the us now.
[27:08.000 --> 27:12.000]  It's not about specifically an icon or dissent.
[27:12.000 --> 27:13.000]  But it's issues.
[27:13.000 --> 27:14.000]  Yeah.
[27:14.000 --> 27:16.000]  It's, it's about the issues in America.
[27:16.000 --> 27:17.000]  Stay there.
[27:17.000 --> 27:18.000]  Stay there.
[27:18.000 --> 27:19.000]  Dick point desert studio.
[27:19.000 --> 27:20.000]  This is uncensored folks.
[27:20.000 --> 27:23.000]  We're going to come back after this break and, and we're going to come back into the
[27:23.000 --> 27:26.000]  break and play a George Sorrell's compilation of him on NPR.
[27:26.000 --> 27:32.000]  Him on NPR and him on 60 minutes saying the best time of his life was rounding up and
[27:32.000 --> 27:33.000]  killing Jews.
[27:33.000 --> 27:34.000]  Yay.
[27:34.000 --> 27:35.000]  Never killed any Jews.
[27:35.000 --> 27:38.000]  So I want to know how do I get the ADL to love me?
[27:38.000 --> 27:40.000]  Do I round up Jews in Nazi Germany?
[27:40.000 --> 27:41.000]  Do I get loved then?
[27:41.000 --> 27:42.000]  Schwarzenegger said he loved Hitler.
[27:42.000 --> 27:43.000]  They gave him an award.
[27:43.000 --> 27:47.000]  I've been just saying, I don't like Nazis and I don't like what some of the mafias are
[27:47.000 --> 27:48.000]  doing either.
[27:48.000 --> 27:49.000]  Hitler.
[27:49.000 --> 27:55.000]  It was actually probably the happiest year of my life that year of German occupation.
[27:55.000 --> 27:57.000]  For me, it was a very positive experience.
[27:57.000 --> 28:04.000]  It's a strange thing because you see incredible suffering around you and in fact you are in
[28:04.000 --> 28:07.000]  considerable danger yourself.
[28:07.000 --> 28:13.000]  But you're 14 years old and you don't believe that it can actually touch you.
[28:13.000 --> 28:17.000]  You have a belief in yourself, your belief in your father.
[28:17.000 --> 28:21.000]  It's a very happy making, exhilarating experience.
[28:21.000 --> 28:26.000]  While hundreds of thousands of Hungarian Jews were being shipped off to the death camps,
[28:26.000 --> 28:31.000]  George Soros accompanied his phony godfather on his appointed rounds, confiscating property
[28:31.000 --> 28:33.000]  from the Jews.
[28:33.000 --> 28:38.000]  These are pictures from 1944 of what happened to George Soros' friends and neighbors.
[28:38.000 --> 28:47.000]  You're a Hungarian Jew who escaped the Holocaust by posing as a Christian.
[28:47.000 --> 28:49.000]  Right.
[28:49.000 --> 28:56.000]  And you watched lots of people get shipped off to the death camps.
[28:56.000 --> 28:57.000]  Right.
[28:57.000 --> 29:01.000]  I was 14 years old and I would say that that's when my character was made.
[29:01.000 --> 29:02.000]  In what way?
[29:02.000 --> 29:12.000]  That one should think ahead, one should understand and anticipate events and one is threatened.
[29:12.000 --> 29:14.000]  It was a tremendous threat of evil.
[29:14.000 --> 29:17.000]  I mean, it was a very personal experience of evil.
[29:17.000 --> 29:26.000]  My understanding is that you went out with this protector of yours who swore that you were his adopted godson.
[29:26.000 --> 29:27.000]  Yes, yes.
[29:27.000 --> 29:31.000]  Went out, in fact, and helped in the confiscation of property from the Jews.
[29:31.000 --> 29:32.000]  That's right.
[29:32.000 --> 29:33.000]  Yes.
[29:33.000 --> 29:39.000]  I mean, that sounds like an experience that would send lots of people to the psychiatric
[29:39.000 --> 29:43.000]  couch for many, many years.
[29:43.000 --> 29:46.000]  Was it difficult?
[29:46.000 --> 29:47.000]  Not at all.
[29:47.000 --> 29:48.000]  Not at all.
[29:48.000 --> 29:58.000]  Maybe as a child you don't see the connection, but it created no problem at all.
[29:58.000 --> 29:59.000]  No feeling of guilt?
[29:59.000 --> 30:00.000]  No.
[30:00.000 --> 30:07.000]  For example, I'm Jewish and here I am watching these people go, I could just as easily be
[30:07.000 --> 30:10.000]  there, I should be there, none of that.
[30:10.000 --> 30:18.000]  Well, of course I could be on the other side or I could be the one from whom the thing is
[30:18.000 --> 30:34.000]  being taken away, but there was no sense that I shouldn't be there because that was, well,
[30:34.000 --> 30:42.000]  actually, a funny way, it's just like in markets that if I weren't there, of course I wasn't
[30:42.000 --> 30:47.000]  doing it, but somebody else would be taking it away anyhow.
