[00:00:00.362 --> 00:00:06.709]  November 22nd, 2019.
[00:25:08.116 --> 00:25:20.381]  And in fact, just more recently, before Mr. Stone was, endured his trial, they were at it again, reprising the same InfoWars video and adding embellishments.
[00:25:20.381 --> 00:25:23.702]  And they said, I'll quote what they said about you.
[00:25:24.696 --> 00:25:37.530]  We here at InfoWars, this is Roger Stone speaking, first identified Fiona Hill, the globalist leftist George Soros insider who had infiltrated McMaster's staff.
[00:25:37.530 --> 00:25:39.693]  You said that on May 31st, 2017.
[00:25:39.693 --> 00:25:44.178]  I presume you're not a globalist leftist Soros insider, correct?
[00:25:44.298 --> 00:25:48.079]  I think my coal mining family would be very surprised to hear all of these things about me.
[00:25:48.079 --> 00:25:48.400]  I agree.
[00:25:48.400 --> 00:25:54.182]  Actually, leftists, perhaps not so much, but, you know, anyway, the left in Europe is a bit different from the left here, let's put it that way.
[00:25:54.182 --> 00:25:54.702]  I agree.
[00:25:54.702 --> 00:25:57.963]  Alright, hit pause.
[00:25:57.963 --> 00:26:08.007]  So, she's up there saying, and it goes on, not a globalist, doesn't do it Soros, it's all made up by these criminals.
[00:26:10.265 --> 00:26:20.151]  And they just go on and on and on when she is a chief operative and headed up his most powerful foundation, a major directorate.
[00:26:20.151 --> 00:26:23.854]  It's like saying Joseph Goebbels wasn't a Nazi.
[00:26:23.854 --> 00:26:26.636]  Or Babe Ruth wasn't a Yankee.
[00:26:26.636 --> 00:26:28.657]  Or Roger Staubach wasn't a Dallas Cowboy.
[00:26:28.657 --> 00:26:30.378]  Or Ronald Reagan wasn't a Republican.
[00:26:30.378 --> 00:26:35.942]  Or George Washington wasn't an American.
[00:26:35.942 --> 00:26:38.804]  Oh, other embellishments like your own bio?
[00:26:40.979 --> 00:26:49.202]  Other embellishments that you came in there and McMaster shot his mouth off and Soros had all the intel and packed the White House with Soros operatives and we exposed it.
[00:26:49.202 --> 00:26:56.465]  So we got demonized and sued and attacked because we're loyal Americans and we're not going to live under you dirty, arrogant bureaucrats like Vittiman.
[00:26:56.465 --> 00:27:00.987]  It's Colonel Vittiman to you, Lieutenant Colonel, I'm in control!
[00:27:00.987 --> 00:27:04.128]  These people couldn't fight their way out of a wet paper bag and they've been in power.
[00:27:04.128 --> 00:27:05.289]  They took it over by secret.
[00:27:05.289 --> 00:27:05.869]  It's illegal.
[00:27:05.869 --> 00:27:06.949]  They weren't elected.
[00:27:06.949 --> 00:27:08.110]  And now they know you're awake.
[00:27:08.897 --> 00:27:10.638]  Now they know you're aware of what's going on.
[00:27:10.638 --> 00:27:10.939]  They're scared.
[00:27:10.939 --> 00:27:12.780]  We're going to come back and play the rest of it.
[00:27:12.780 --> 00:27:14.201]  Because this isn't about Alex Jones.
[00:27:14.201 --> 00:27:15.462]  It's bigger than Roger Stone.
[00:27:15.462 --> 00:27:21.747]  It's about the permanent bureaucracy that hates America, that's selling us out to foreign interests.
[00:27:21.747 --> 00:27:24.929]  It'd be one thing to have a permanent bureaucracy that made some money on the side.
[00:27:24.929 --> 00:27:25.430]  That's bad.
[00:27:25.430 --> 00:27:31.414]  Because it leads to this totally corrupt bureaucracy that is selling us off and has disdain for us.
[00:27:31.414 --> 00:27:33.916]  And its religion is America was never great.
[00:27:33.916 --> 00:27:34.677]  It'll never be great.
[00:27:37.915 --> 00:27:42.998]  Borders shouldn't exist, the family's bad, and about half of them are pedophiles.
[00:27:42.998 --> 00:27:51.222]  And you're seeing that now, like this lawyer says he likes kids, and that lawyer wants kids, and this person's getting busted, and that person, and why is it always Egyptian temples?
[00:27:51.222 --> 00:27:51.822]  Because they're re...
[00:27:54.554 --> 00:27:57.797]  Playing sex magic garbage, folks.
[00:27:57.797 --> 00:27:58.938]  That's all that stuff is.
[00:27:58.938 --> 00:28:03.322]  Allisha Crowley resurrected a bunch of Egyptian sex magic.
[00:28:03.322 --> 00:28:05.705]  And they get a lot of people into it to have orgies.
[00:28:05.705 --> 00:28:07.806]  And then it gets just worse from there, okay?
[00:28:07.806 --> 00:28:08.968]  So, that's all it is!
[00:28:09.753 --> 00:28:10.994]  You're like, why are they devil worshippers?
[00:28:10.994 --> 00:28:12.175]  Because it's the club.
[00:28:12.175 --> 00:28:13.457]  It's the induction.
[00:28:13.457 --> 00:28:24.468]  And when you take drugs and have orgies and stuff, and then screw little kids, and then kill little kids and stuff, you'll do anything you're told and you'll get so whacked out, ladies and gentlemen, you'll do anything from there.
[00:28:24.468 --> 00:28:26.950]  It's mind control.
[00:28:26.950 --> 00:28:29.213]  We call intelligence agencies intelligence agencies.
[00:28:29.213 --> 00:28:30.374]  They came out of secret societies.
[00:28:31.986 --> 00:28:39.069]  And you think of modern mind control, it all, the best stuff is just ancient torture and ancient satanism because it was designed for that.
[00:28:39.069 --> 00:28:45.753]  If you can get people to rape and strangle and cut little kids' heads off while they beg for mommy, you'll do anything!
[00:28:45.753 --> 00:28:50.215]  These people are a bunch of devil-worshipping trash.
[00:28:50.215 --> 00:28:51.875]  And the world's waking up to that.
[00:28:51.875 --> 00:28:55.817]  We have a satanic, pedophile cult setting up a world government.
[00:28:55.817 --> 00:28:56.197]  Stay with us.
[00:28:56.197 --> 00:28:57.178]  We're gonna stop them.
[00:28:59.881 --> 00:29:04.944]  Fellow Patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com.
[00:29:04.944 --> 00:29:10.287]  Like you, I was a prisoner of the Alt-Left Sanctuary State until one day I chose to leave my family to freedom.
[00:29:10.287 --> 00:29:18.351]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden, and homeschool our children without the tyranny of the nanny state looking over us.
[00:29:18.351 --> 00:29:23.795]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[00:29:23.795 --> 00:29:25.776]  Go to BlackRifleRealEstate.com.
[00:29:25.776 --> 00:29:27.417]  That's BlackRifleRealEstate.com.
[00:29:29.184 --> 00:29:31.785]  Hunters, anglers, campers and survivalists.
[00:29:31.785 --> 00:29:32.845]  Get back to nature.
[00:29:32.845 --> 00:29:40.007]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[00:29:40.007 --> 00:29:43.368]  Slingbow products are compact and models start from just $17.98.
[00:29:43.368 --> 00:29:46.869]  They're perfect for your bug out bag or storing in your vehicle.
[00:29:46.869 --> 00:29:50.931]  Give yourself and your loved ones the excitement and tradition of slingbow.
[00:29:50.931 --> 00:29:55.432]  A new frontier in archery and truly modern twist on this primitive survival tool.
[00:29:55.432 --> 00:29:58.073]  Feel the thrill only at slingbow.com.
[00:30:00.405 --> 00:30:03.610]  Major report out of major university.
[00:30:03.610 --> 00:30:07.696]  Researchers working on food-based treatment to slow-aging science daily.
[00:30:07.696 --> 00:30:15.186]  Probiotics in the gut of a particular type cause your entire body to be healthier and make you live longer and make you not get intestinal cancer.
[00:30:15.186 --> 00:30:16.308]  We have the very best formula.
[00:30:16.488 --> 00:30:18.890]  Literally, with what they even mentioned in the studies.
[00:30:18.890 --> 00:30:30.581]  And it explains that the hormone called FGF21, pro-longevity, heals the entire body and actually reverses aging, but is only made in the lower intestine.
[00:30:30.581 --> 00:30:31.682]  Oh, and what does it say?
[00:30:31.682 --> 00:30:36.466]  It's fiber from a spectrum of certain types of berries that grows this.
[00:30:36.886 --> 00:30:38.046]  And yes, this is a plug.
[00:30:38.046 --> 00:30:38.807]  Gut Fusion.
[00:30:38.807 --> 00:30:40.507]  And what do we have in this?
[00:30:40.507 --> 00:30:42.528]  High-auric berry blend.
[00:30:42.528 --> 00:30:47.329]  Strawberry, blueberry, blackberry, cranberry, escobillo, grape, and pomegranate.
[00:30:47.329 --> 00:30:50.910]  It's the pulp from them that then grows this.
[00:30:50.910 --> 00:30:54.252]  Gut Fusion for children, for young people, for old people, for everybody.
[00:30:54.252 --> 00:30:56.272]  This is fiber and glutamine.
[00:30:56.272 --> 00:30:57.593]  You're not going to find a better formula.
[00:30:57.593 --> 00:30:58.253]  Gut Fusion.
[00:30:58.253 --> 00:30:58.793]  It's amazing.
[00:30:58.993 --> 00:31:00.415]  InfoWarsTore.com.
[00:31:00.415 --> 00:31:02.016]  InfoWarsTore.com.
[00:31:02.016 --> 00:31:08.303]  We have a new product, and we got several thousand of these in, and they're going to sell out in a few days at the rate we're selling them.
[00:31:08.303 --> 00:31:19.174]  I want to thank the listeners for getting it, but this really is a game-changing toothpaste, and it doesn't compete with Super Blue that's four to five a colloidal silver and iodine and fluoride-free.
[00:31:20.115 --> 00:31:21.878]  The adult or the children's.
[00:31:21.878 --> 00:31:25.422]  These are both excellent toothpaste concentrates that don't have fillers.
[00:31:25.422 --> 00:31:26.323]  People love it.
[00:31:26.323 --> 00:31:34.453]  This is a whitening toothpaste that also has the above sea coral calcium that also cleans but also re-mineralizes the teeth.
[00:31:35.194 --> 00:31:37.975]  Then it has the patented silver saw.
[00:31:37.975 --> 00:31:40.696]  Silver in it to knock out the bacteria that cause gingivitis.
[00:31:40.696 --> 00:31:41.496]  This is all proven.
[00:31:41.496 --> 00:31:43.057]  You can make claims with this.
[00:31:43.057 --> 00:31:54.240]  But I have to tell you, no one has a toothpaste this good for knocking out the bacteria, the viruses, and cleaning the teeth in a healthy way that doesn't strip away the enamel.
[00:31:54.240 --> 00:31:55.601]  So, we're really proud of it.
[00:31:55.601 --> 00:31:56.521]  It funds the operation.
[00:31:56.521 --> 00:31:58.221]  Infowarsstore.com.
[00:31:58.221 --> 00:31:59.882]  That's why we're still on air, thanks to you!
[00:32:01.897 --> 00:32:04.999]  I've made a lot of predictions that have come true.
[00:32:04.999 --> 00:32:11.084]  But I'm here to tell you, most of those really weren't predictions that came out of a crystal ball.
[00:32:11.084 --> 00:32:13.005]  I could see where the Globalists were going.
[00:32:13.005 --> 00:32:17.629]  I could see what their in-game agenda was, what their goal was.
[00:32:17.629 --> 00:32:23.954]  And I knew that when they were setting us up to be deplatformed, that they were really setting the precedent to take everybody
[00:32:24.694 --> 00:32:35.648]  Off-air to silence everyone, to ban words and names and information on fake whistleblowers so that their false narratives couldn't be opposed.
[00:32:35.648 --> 00:32:40.213]  What the globalists really feared was independent media and platforms
[00:32:40.834 --> 00:32:41.595]  In the future.
[00:32:41.595 --> 00:32:47.038]  It was the model of InfoWars as much as the information that had to be silenced.
[00:32:47.038 --> 00:32:53.022]  Because they need total information dominance for their outrageous lies and the evil they're pushing to succeed.
[00:32:53.022 --> 00:33:02.888]  And that's why keeping InfoWars on the air is now more imperative and more vital than ever.
[00:33:02.888 --> 00:33:05.570]  You're listening to the Alex Jones Show.
[00:33:18.189 --> 00:33:23.025]  Defending the Republic from enemies foreign and domestic.
[00:33:23.025 --> 00:33:24.549]  It's Alex Jones.
[00:33:56.149 --> 00:33:59.693]  We're the real deal, ladies and gentlemen.
[00:33:59.693 --> 00:34:09.183]  All of us on this planet are sentient human beings, living on this amazing planet hurtling through this incredible reality of this universe.
[00:34:14.798 --> 00:34:21.302]  And the controllers are seeking and doing everything they can to keep us in the dark and to lie to us.
[00:34:21.302 --> 00:34:30.987]  We have a special report that Gregory's put together on Fiona Hill, who I called a whore as we went to break segment four last.
[00:34:30.987 --> 00:34:37.671]  And I want to apologize, not to Fiona Hill, but to prostitutes who are a lot of
[00:34:42.138 --> 00:34:45.260]  There's a lot of people, you know, putting food on the table.
[00:34:45.260 --> 00:34:48.222]  I'm in a globalist whore of Soros.
[00:34:48.222 --> 00:34:49.923]  A trafficker in evil.
[00:34:49.923 --> 00:34:57.729]  She's far worse than the worst streetwalker when it comes to selling this country out.
[00:34:57.729 --> 00:34:58.770]  She whores herself out.
[00:34:58.770 --> 00:34:59.891]  She whores the world out.
[00:34:59.891 --> 00:35:02.052]  But she's not an American, so what do you expect?
[00:35:02.052 --> 00:35:08.557]  Her system is about destroying nation states, tearing cultures apart, and putting it back together in people like Soros's.
[00:35:11.590 --> 00:35:13.471]  Architecture.
[00:35:13.471 --> 00:35:33.865]  So, I want to get to this report, but it's stunning that Roger Stone is convicted by a kangaroo court, being railroaded by the swamp, for telling Congress he did not talk to Julian Assange.
[00:35:33.865 --> 00:35:37.488]  Julian Assange would not give us the time of day, would not give Roger the time of day.
[00:35:38.676 --> 00:35:39.636]  But Roger was smart.
[00:35:39.636 --> 00:35:44.037]  He called a bunch of journalists that were talking to him like everybody was doing.
[00:35:44.037 --> 00:35:45.558]  He was going on a lot of shows then, remember?
[00:35:45.558 --> 00:35:50.118]  Before he got barred from it.
[00:35:50.118 --> 00:35:51.499]  Helping defeat Hillary was the last straw.
[00:35:51.499 --> 00:35:52.979]  They'd cut his media off, remember?
[00:35:52.979 --> 00:35:59.580]  A few journalists could get in and write stuff down, but no more live interviews.
