[00:00:00.269 --> 00:00:01.710]  Okay, last time.
[01:36:32.798 --> 01:36:43.829]  And thank God CNN, The Washington Post, and thousands of other dying dinosaur media got greedy and said, we don't just want them strangled quietly, we want their heads cut off with guillotines publicly.
[01:36:44.645 --> 01:36:47.967]  Our legs are cut off, they don't want us to put tourniquets on.
[01:36:47.967 --> 01:36:56.153]  Facebook's smart, but see, the left wants to haul us up and pillory us in public and burn us at the stake, and that's where they'll fail.
[01:36:56.153 --> 01:36:57.254]  And again, Facebook said that.
[01:36:57.254 --> 01:37:02.218]  They said, listen, you understand it's illegal what we're doing.
[01:37:02.218 --> 01:37:07.702]  So Mike Adams, you got your big report coming out tomorrow morning, naturalnews.com, infowars.com.
[01:37:07.702 --> 01:37:08.623]  Paul will have his as well.
[01:37:08.623 --> 01:37:10.484]  They'll both link to each other.
[01:37:10.484 --> 01:37:11.485]  This is an executive
[01:37:12.458 --> 01:37:14.480]  Well thank you Alex, it's good to join you today.
[01:37:14.480 --> 01:37:17.082]  My condolences to your crew for the loss of a valued staff member.
[01:37:36.986 --> 01:37:40.448]  Uh, he would want us to, of course, keep fighting, and that's what we're doing right now.
[01:37:40.448 --> 01:37:44.911]  This report, the working title is the Censorship Master Plan Decoded.
[01:37:46.023 --> 01:37:55.530]  It is subtitled, The Blueprint for How Tech Giants Covertly Silence Online Speech and How America Can Fight Back Against Corporate Tech Monopolists.
[01:37:55.530 --> 01:38:09.560]  And this document really lays out, I mean you know I have a software background and a tech background, this document lays out both the technical methods of censorship, but also the psychological methods of lynch mob
[01:38:10.260 --> 01:38:31.005]  Oppression that goes along with that censorship because as you know, it's a it's a trifecta I mean, it's a it's a three-branch censorship demonize you they have to legitimize it They have to stir up the hysteria and that's and by the way since you announced this because they'll probably I'm glad you did Why don't you go ahead and publish it natural news tonight in case they try to steal that headline?
[01:38:31.005 --> 01:38:33.345]  So everybody can now go and get it tonight.
[01:38:33.345 --> 01:38:36.586]  Let's go ahead and do a soft launch tonight We'll post it on in fours the morning.
[01:38:36.586 --> 01:38:37.046]  How's that sound?
[01:38:38.191 --> 01:38:39.712]  Well, that's great.
[01:38:39.712 --> 01:38:40.913]  I'll do that tonight.
[01:38:40.913 --> 01:38:48.599]  I'm going to have a formal PDF put up tomorrow, but I'll get it out early on National News tonight in an article form.
[01:38:48.599 --> 01:38:51.121]  Also, videos will be posted, of course, about it.
[01:38:51.121 --> 01:38:58.747]  But in addition to laying out the censorship methods, both covert and overt censorship, which include things that have not really been discussed that much before,
[01:38:59.467 --> 01:39:01.650]  Such as doubt interrupts.
[01:39:01.650 --> 01:39:08.737]  Doubt interrupts are ways that the tech giants cast doubt upon your website when a user is trying to share a link about you.
[01:39:08.737 --> 01:39:10.939]  They try to create doubt and then they do character assassination.
[01:39:10.939 --> 01:39:14.583]  They intercess like you're on the phone with your neighbor and they go, don't really listen to Bob.
[01:39:14.583 --> 01:39:18.567]  This is literal real-time interfacing.
[01:39:18.567 --> 01:39:18.807]  Right.
[01:39:18.807 --> 01:39:20.609]  There's also email interruptions.
[01:39:20.609 --> 01:39:22.571]  So you have an email newsletter and
[01:39:23.257 --> 01:39:45.355]  You probably know, I'm sure your tech people can confirm, that when people subscribe from Gmail, that Gmail will single you out for a specific severe type of censorship, as if they were walking down the street, accosting the mailman, and grabbing all the letters from InfoWars and ripping them to shreds to make sure that people can't receive the mail that they've asked for.
[01:39:45.355 --> 01:39:46.877]  So that's also going on as well.
[01:39:46.877 --> 01:39:49.419]  So a high-tech version of what went on in the Soviet Union?
[01:39:50.732 --> 01:39:52.013]  Absolutely.
[01:39:52.013 --> 01:40:03.841]  But more importantly, this report, Alex, lays out what I believe is a detailed intellectual argument that demolishes the attempted internal justifications for censorship that are currently being invoked by these tech giants.
[01:40:03.841 --> 01:40:13.608]  Because let's be clear, you are breaking down and we're breaking down a blueprint of how they're doing it so Congress, who are not tech experts and others, the President, can take action.
[01:40:13.608 --> 01:40:19.853]  Every claim you make of this big piece that's coming out, you know, like a week in the making, is their own admissions.
[01:40:19.853 --> 01:40:20.213]  Continue.
[01:40:21.460 --> 01:40:22.241]  That's right.
[01:40:22.241 --> 01:40:26.526]  It's well-documented and well-cited, the entire document, which is about 40 pages.
[01:40:26.526 --> 01:40:30.330]  I'm just doing a final review of it tonight to get it online.
[01:40:30.330 --> 01:40:37.277]  It's intended to be reviewed by lawmakers and regulators who must take a role in this if we are going to take back
[01:40:37.597 --> 01:40:37.757]  I think?
[01:40:55.984 --> 01:41:04.226]  The things that you talk about, such as wanting to protect your nation's own borders, are inherently hateful or racist, which is, of course, an absurd idea.
[01:41:04.226 --> 01:41:08.247]  So I dismantle all of those logical fallacies.
[01:41:08.247 --> 01:41:17.490]  I also show how these tech giants are outsourcing the censorship efforts to third-party companies, moderators, so-called trusted flaggers.
[01:41:17.990 --> 01:41:21.292]  So that the companies themselves can claim, well, we're not censoring anyone.
[01:41:21.292 --> 01:41:23.473]  We outsource that job to these other people.
[01:41:23.473 --> 01:41:28.755]  But all those other people are radical left-wing organizations such as the SPLC.
[01:41:28.755 --> 01:41:30.796]  So all of this is laid out in the document.
[01:41:30.796 --> 01:41:32.157]  It's going to be bombshell.
[01:41:32.157 --> 01:41:33.937]  It's going to open the eyes of a lot of people.
[01:41:33.937 --> 01:41:38.259]  And it's coming out, you know, in less than, I don't know, 16 hours or whatever.
[01:41:38.259 --> 01:41:39.200]  It'll be out tomorrow morning.
[01:41:40.399 --> 01:41:59.134]  Amazing and the reason we're so serious here and the time is short is they're going to a new level where they're calling for complete internet de-platforming system-wide within lawsuits to shut down our sites themselves and then obviously targeting the servers to kick us off.
[01:41:59.134 --> 01:42:03.858]  I mean this is the big move ahead of the midterms and something big they're planning against Trump.
[01:42:04.980 --> 01:42:19.547]  Well, you're exactly right, and one thing I point out in the report is that Robert Mueller himself declared that the Russians attempted to defraud the United States of America through very small, monetized attempts to interfere with the election.
[01:42:19.547 --> 01:42:28.751]  Well, by that very same logic, Google, Facebook, YouTube, Twitter, and others are massively defrauding the United States of America in this run-up to the midterm elections.
[01:42:28.751 --> 01:42:31.672]  They are selectively censoring voices that are pro-Trump.
[01:42:32.192 --> 01:42:36.793]  Pro-America, pro-Constitution, conservative voices, pro-Christian voices, and so on.
[01:42:36.793 --> 01:42:39.134]  And this is fraudulent.
[01:42:39.134 --> 01:42:40.875]  This is an actual domestic attack.
[01:42:40.875 --> 01:42:42.215]  It's an organized criminal operation.
[01:42:42.215 --> 01:42:55.379]  When you come back, run through, first look at this key report, but understand folks, what's different is they're in literally hundreds of articles, thousands that are out there, I can't read them all, admitting they want to silence everybody, and admitting InfoWars is the test case.
[01:42:56.189 --> 01:42:58.510]  Fueling your body is hard work.
[01:42:58.510 --> 01:43:04.292]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[01:43:04.292 --> 01:43:12.714]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[01:43:12.714 --> 01:43:14.935]  There's no better way to power your body.
[01:43:15.475 --> 01:43:22.362]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[01:43:22.362 --> 01:43:32.832]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[01:43:33.513 --> 01:43:40.958]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[01:43:40.958 --> 01:43:47.123]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[01:43:47.123 --> 01:43:50.945]  Don't miss out on the chance to fuel your body and support recovery.
[01:43:50.945 --> 01:43:54.108]  Try the InfoWars Life Daily Digestive Pack today!
[01:43:56.084 --> 01:44:05.595]  InfoWarsLife and InfoWarsLife.com is extremely excited to announce our latest release, Winter Sun, a revolutionary type of vitamin D3.
[01:44:05.595 --> 01:44:10.281]  Winter Sun is a premium quality vitamin D3 nutritional supplement.
[01:44:10.281 --> 01:44:14.686]  It is produced by extracting oil from healthy nutrient-dense plants known as lichens.
[01:44:15.046 --> 01:44:18.088]  Every batch is analyzed for purity and D3 content.
[01:44:18.088 --> 01:44:20.529]  It's completely free of toxins and allergens.
[01:44:20.529 --> 01:44:24.092]  Simply put, if you want the best at an extremely low price, this is it.
[01:44:24.092 --> 01:44:27.974]  Winter Sun is the result of our pursuit of the best source of vitamin D3.
[01:44:27.974 --> 01:44:31.596]  The research and development took over two years, but the result is
[01:44:31.656 --> 01:44:37.018]  As verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[01:44:37.018 --> 01:44:42.040]  Read the facts at InfoWarsLife.com about Winter Sun vitamin D3.
[01:44:42.040 --> 01:44:47.963]  Not only does vitamin D3 promote a healthy mood, but vitamin D supports our memory and brain function.
[01:44:47.963 --> 01:44:50.104]  Something the globalists are targeting.
[01:44:50.104 --> 01:44:52.745]  Visit InfoWars.com today or call 888-253-3139.
[01:44:59.279 --> 01:45:08.683]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[01:45:08.683 --> 01:45:20.088]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[01:45:20.088 --> 01:45:25.790]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[01:45:26.030 --> 01:45:37.500]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[01:45:37.500 --> 01:45:45.706]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
[01:45:45.706 --> 01:45:48.208]  It's time to take care of your morning routine.
[01:45:48.208 --> 01:45:53.893]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[01:45:57.065 --> 01:45:59.007]  This 4th of July is special.
[01:45:59.007 --> 01:46:01.009]  Everybody can see it, they can feel it.
[01:46:01.009 --> 01:46:05.454]  The globalists are attempting to kill a worldwide awakening to their tyranny.
[01:46:05.454 --> 01:46:09.819]  And America, yet again, is at the heart of the resistance of the globalists.
[01:46:09.819 --> 01:46:14.924]  That's why this 4th of July I'm asking all of our great supporters to think about Infowars now more than ever.
[01:46:14.924 --> 01:46:18.668]  And what would the world be like if Infowars wasn't there resisting the globalists?
[01:46:19.509 --> 01:46:21.792]  What would have happened if you hadn't supported InfoWars?
[01:46:21.792 --> 01:46:23.735]  We would not be having the victories we have today.
[01:46:23.735 --> 01:46:26.900]  So yes, a lot of good things are happening, but the enemy is striking back.
[01:46:26.900 --> 01:46:34.050]  So please, think about InfoWars and funding our operation while you get great products at the same time on the 4th of July that's so historic.
[01:46:34.050 --> 01:46:35.912]  We have record sales going on right now.
[01:46:36.880 --> 01:46:39.262]  Free shipping on hundreds of different items.
[01:46:39.262 --> 01:46:43.004]  More than 20 items are 50% off, like Rainforce Plus.
[01:46:43.004 --> 01:46:44.445]  X2 is 40% off.
[01:46:44.445 --> 01:46:46.687]  Knockout Sleep Aid, $17.76.
[01:46:46.687 --> 01:46:49.949]  Silver Bullets, $9.95, a little silver.
[01:46:49.949 --> 01:46:52.010]  And free shipping, you can't beat that.
[01:46:52.010 --> 01:46:55.253]  This Fourth of July is special, and our sales are special to match it.
[01:46:55.253 --> 01:46:59.956]  Infowarrestore.com.
[01:46:59.956 --> 01:47:02.578]  You're listening to the Alex Jones Show.
[01:47:20.414 --> 01:47:25.035]  1, 2, 1, 2, 3, 4.
[01:47:25.035 --> 01:47:27.656]  The great Texan Willie Nelson bringing us in.
[01:47:27.656 --> 01:47:29.817]  Mike Adams is our guest right now.
[01:47:29.817 --> 01:47:30.917]  We'll go back to him in just a second.
[01:47:32.705 --> 01:47:47.813]  What's been missing is a blueprint, a layout, of how big tech, the Democratic Party, Soros, and the globalists are admitting in their own publications, like we're idiots, how they're already censoring nationalists, conservatives, classical liberals, anybody they don't agree with.
[01:47:47.813 --> 01:47:54.476]  And now they've ratcheted up to over 80% of our posts, our emails, everything being intercepted, being blocked.
[01:47:54.476 --> 01:47:57.658]  It's beyond anything that the East Germans ever did.
[01:47:57.658 --> 01:48:00.479]  It's beyond what the NSA's been doing.
[01:48:00.479 --> 01:48:01.480]  But now Mike Adams.
[01:48:03.041 --> 01:48:10.744]  Engineer, computer programmer, best-selling author, researcher, working with Infowars, is going to publish a big 40-page report tomorrow.
[01:48:10.744 --> 01:48:19.347]  Paul Watson has one as well, because I was talking to people in Congress, folks in the campaign, the White House, and they said, we know what's going on.
[01:48:19.347 --> 01:48:21.607]  We're looking at some antitrust busting.
[01:48:21.607 --> 01:48:24.308]  We're looking at, you know, other areas.
[01:48:24.308 --> 01:48:25.229]  What's the full scope?
[01:48:26.289 --> 01:48:28.933]  Just last week the Democrats came out and admitted their plan.
[01:48:28.933 --> 01:48:29.815]  Just ban everybody.
[01:48:29.815 --> 01:48:31.357]  They've already shadow banned us.
[01:48:31.357 --> 01:48:34.321]  So they've already jumped the shark here.
[01:48:34.321 --> 01:48:36.845]  They've already made the First Amendment a martyr in their own words.
[01:48:37.964 --> 01:48:43.851]  They've already really upset a lot of people, but they bought off all the leftist so-called free speech protectors.
[01:48:43.851 --> 01:48:49.096]  The Electronic Frontier Foundation, the... I mean, we have the top lawyers of the First Amendment who are big liberals.
[01:48:49.096 --> 01:48:54.903]  They go, oh no, nobody does it now, but maybe Mark Rondazza and Alan Dershowitz and a few others.
[01:48:54.903 --> 01:48:58.667]  Everybody else is scared or on Soros payroll, like the...
[01:48:59.508 --> 01:49:04.629]  Southern Poverty Law Center or the folks over there with the ACLU.
[01:49:04.629 --> 01:49:09.450]  So it's up to us, the Libertarian Conservatives, the Nationalists, to put a report out.
[01:49:09.450 --> 01:49:15.912]  This report will be out in one version tonight, naturalnews.com, then fullwars.com early in the morning, a PDF version.
[01:49:15.912 --> 01:49:16.772]  Hammer Congress.
[01:49:16.772 --> 01:49:18.173]  Hammer talk radio.
[01:49:18.173 --> 01:49:19.673]  Hammer everything, because the fight's now.
[01:49:19.673 --> 01:49:24.134]  Again, they start with InfoWars, they demonize it, they get a mob mentality, they try to take it all down.
[01:49:24.414 --> 01:49:25.796]  We got eight and a half minutes.
[01:49:25.796 --> 01:49:26.857]  Mike Adams, I'm going to shut up.
[01:49:26.857 --> 01:49:27.958]  You've got the floor.
[01:49:27.958 --> 01:49:31.483]  Break down what's in this report, why it's so important, where we are right now.
[01:49:32.210 --> 01:49:38.373]  Okay, this report is, as you mentioned, intended to be a primer for legislators.
[01:49:38.373 --> 01:49:39.753]  You know, many people in Washington D.C.
[01:49:39.753 --> 01:49:46.016]  don't have a strong tech background, and they don't understand exactly how this censorship is happening, or even how to fight back against it.
[01:49:46.016 --> 01:49:57.201]  For example, there are hidden algorithms that Google uses, search down ranking algorithms, manual penalties, you know, punitive measures that are sort of black box measures that no one can see.
[01:49:57.201 --> 01:50:00.903]  So there's a lack of transparency, even in the way that the censorship is happening.
[01:50:01.343 --> 01:50:01.864]  We're good to go.
[01:50:12.606 --> 01:50:18.011]  The government authority to protect free speech and stop the malicious discrimination.
[01:50:18.011 --> 01:50:27.060]  You know we live in a country where we have roundly rejected the idea that individuals can be discriminated against by private companies based on the color of their skin.
[01:50:27.060 --> 01:50:32.906]  But we're now enduring mass discrimination by private companies based on the color of our ideas.
[01:50:33.526 --> 01:50:41.410]  This must be rejected by the government, and the government has a compelling interest to assert the right to protect the free speech of individuals in our free society.
[01:50:41.410 --> 01:50:43.250]  Were you going to say something?
[01:50:43.250 --> 01:50:46.032]  No, no, no.
[01:50:46.032 --> 01:50:47.932]  I was just agreeing with you.
[01:50:47.932 --> 01:50:49.733]  I'm sorry.
[01:50:49.733 --> 01:50:51.634]  Joining remotely, sometimes I hear sound effects.
[01:50:51.634 --> 01:50:53.515]  I thought you were about to speak on something.
[01:50:53.515 --> 01:50:55.916]  No, you're doing a great job, Mike, and great job on your report.
[01:50:55.916 --> 01:50:56.276]  Continue.
[01:50:57.327 --> 01:51:06.956]  Yeah, also along with this are very important intellectual arguments that can be cited by legislators or even judicial decision makers.
[01:51:06.956 --> 01:51:15.664]  This is a road map in their own words that they're censoring us and laughing about it that everyone can see in their own prima facie words.
[01:51:17.770 --> 01:51:32.962]  Absolutely, but also modernized with the understanding, the context that today we live in a hyper-connected online society and that the ability to express yourself through online platforms is now an essential means of participation in modern society.
[01:51:32.962 --> 01:51:38.186]  It's like blacks having a right to get on buses or go to a restaurant or use a bathroom or a hotel.
[01:51:38.186 --> 01:51:42.089]  They are utilities in their own words, they're monopolies and they're denying us access.
[01:51:43.163 --> 01:51:59.339]  And the left's justification of saying that they have the right to cut you off because they don't like the color of your speech is essentially the same as if they were to say, well, an electrical company could cut off your electricity because you're using that electricity to run a computer to post comments that are endorsing Donald Trump.
[01:51:59.799 --> 01:52:01.179]  Well, that would be absurd.
[01:52:01.179 --> 01:52:10.782]  Or if a company said, uh, you don't have the right to receive radio because you're tuning to, you know, InfoWars or Sean Hannity or whatever.
[01:52:10.782 --> 01:52:15.923]  You shouldn't have the right to receive radio signals because we don't like the content of the signals that you're receiving.
[01:52:15.923 --> 01:52:19.684]  So we're going to surround your house with a radio blocker technology.
[01:52:19.684 --> 01:52:22.865]  This is the sort of equivalent of what they're doing today.
[01:52:22.865 --> 01:52:28.847]  Or imagine if 30 years ago when the physical public square, or let's say the neighborhood sidewalk,
[01:52:29.287 --> 01:52:29.667]  We're good to go.
[01:52:50.041 --> 01:53:01.497]  These are gross violations of fundamental human rights, human dignity, and even, I believe, constitutional protections, but they must be asserted by the government.
[01:53:01.497 --> 01:53:07.385]  And the assertion of the protection of free speech is, of course, already enshrined in federal law.
[01:53:08.360 --> 01:53:17.868]  The federal government could right now indict the executives of let's say Facebook for engaging in racketeering violations of the RICO Act.
[01:53:17.868 --> 01:53:19.149]  They also don't have to go that far.
[01:53:19.149 --> 01:53:25.313]  They could right now invoke antitrust regulation action and they could break apart these companies.
[01:53:25.313 --> 01:53:26.834]  These are monopolies.
[01:53:26.834 --> 01:53:30.757]  Some of them have 80 or 90 percent market share of their respective service areas.
[01:53:30.757 --> 01:53:31.038]  Like Google.
[01:53:31.038 --> 01:53:32.219]  They could break them apart.
[01:53:32.219 --> 01:53:32.619]  Exactly.
[01:53:33.700 --> 01:53:35.081]  People need to have options.
[01:53:35.081 --> 01:53:44.526]  The other very important point, Alex, this is a crucial logic point to the argument of all of this, is that these giants achieved monopoly dominance through fundamental fraud.
[01:53:44.526 --> 01:53:48.649]  When they were launched, they pretended that they would be open platform for widespread participation.
[01:53:48.649 --> 01:53:51.390]  Don't be evil, we'll always be open, we're a utility.
[01:53:51.390 --> 01:53:54.552]  They broke their public trust, they broke their social contract.
[01:53:55.404 --> 01:53:59.245]  That's exactly it, and I even used that term, the social contract.
[01:53:59.245 --> 01:54:16.712]  But you see, now, after they have achieved market dominance, and monopoly status, power, and influence on the internet, they now then selectively ban conservatives, but they don't even give the reasons for, they don't even tell the truth, that they're banning you because you're talking about cannabis.
[01:54:16.712 --> 01:54:20.814]  Well, they brag in all these undercover videos that, oh, the slaves don't even know we've banned them.
[01:54:21.514 --> 01:54:22.495]  And so here's the deal.
[01:54:22.495 --> 01:54:24.416]  They think Congress is dumb.
[01:54:24.416 --> 01:54:25.777]  They think the President's dumb.
[01:54:25.777 --> 01:54:27.198]  They think we're dumb.
[01:54:27.198 --> 01:54:30.840]  They've gone so far, though, that they will be defeated now.
[01:54:30.840 --> 01:54:32.701]  And again, go back to the media.
[01:54:32.701 --> 01:54:37.644]  The leftist old dinosaur media that's being, you know, shut down by the big tech.
[01:54:37.644 --> 01:54:41.286]  They're bitching, saying, give us access, shut everybody down.
[01:54:41.286 --> 01:54:42.967]  They're already force-feeding mainstream news.
[01:54:42.967 --> 01:54:44.468]  They're like, shut up!
[01:54:44.468 --> 01:54:45.629]  We're already censoring them.
[01:54:45.629 --> 01:54:50.712]  Isn't it beautiful how CNN and the New York Times and the Washington Post just blew the whole thing wide open?
[01:54:51.670 --> 01:55:12.440]  Well, yeah, it's fascinating, too, because as I outline in this report, CNN is essentially asserting this absurd truism where if you work for CNN, you are magically transformed into a god-like, omniscient being who can see reality with absolute clarity and has no personal bias whatsoever.
[01:55:12.440 --> 01:55:15.422]  You are distortion-free if your paycheck is signed by CNN.
[01:55:16.062 --> 01:55:30.232]  Well, this assertion, by the way, reminds us of the pre-Magna Carta days when the king said that I, the king, am the representative of God, and thus my word is the word of God, and thus I define what is right and wrong.
[01:55:30.232 --> 01:55:36.136]  CNN is invoking the same argument as these kings of ancient times, saying that they define
[01:55:36.596 --> 01:55:37.096]  Reality.
[01:55:37.096 --> 01:55:43.199]  They define those like the Southern Poverty Law Center and all these groups that now run PolitiFact and all that.
[01:55:43.199 --> 01:55:45.220]  These are the most discredited groups.
[01:55:45.220 --> 01:55:46.400]  CNN's discredited.
[01:55:46.400 --> 01:55:49.582]  How are they, like the high and mighty Supreme Court, deciding this?
[01:55:49.582 --> 01:55:50.302]  And look at this headline.
[01:55:50.302 --> 01:55:51.883]  I love the New American, but they're wrong.
[01:55:51.883 --> 01:55:55.124]  CNN upset that Facebook hasn't censored Infowars.
[01:55:55.124 --> 01:55:57.085]  Facebook said we censor him 80%.
[01:55:57.085 --> 01:56:00.667]  They said we just don't want them to know.
[01:56:00.667 --> 01:56:01.967]  We are being censored.
[01:56:01.967 --> 01:56:02.908]  That's the whole point.
[01:56:04.477 --> 01:56:13.921]  Well, the fact that CNN is calling for censorship of a competing news organization, your organization, really exposes that CNN is fraudulent from the get-go.
[01:56:13.921 --> 01:56:19.343]  It exposes the lack of any kind of intellectual honesty in their position.
[01:56:19.343 --> 01:56:24.105]  And again, CNN pretends that they have a unique divine power
[01:56:24.745 --> 01:56:35.691]  ...to discern truth, and that this power is not accessible to anyone else, and yet they never explain how this power came to be acquired solely by CNN or other left-wing media outlets.
[01:56:35.691 --> 01:56:38.733]  What gave them this divine line of kings that you're talking about?
[01:56:38.733 --> 01:56:51.921]  I mean, they had hundreds of articles last month saying, ban my old videos on Amazon documentaries, saying they're not documentaries, ban them, and they called in-game Nazi when the whole film is against eugenics and Nazis.
[01:56:53.228 --> 01:56:53.709]  Right, right.
[01:56:53.709 --> 01:56:54.451]  Of course.
[01:56:54.451 --> 01:56:55.894]  Well, this is the thing.
[01:56:55.894 --> 01:56:59.442]  The news narrative is not about news.
[01:56:59.442 --> 01:57:02.610]  Mainstream news narratives are about controlling and shaping reality.
[01:57:03.605 --> 01:57:05.405]  News is the cover story.
[01:57:05.405 --> 01:57:08.326]  They pretend to be providing information that's in the interest of the public.
[01:57:08.326 --> 01:57:12.387]  The general public is rebelling, so now they're taking the velvet glove off, pulling iron fist.
[01:57:12.387 --> 01:57:15.327]  Mike Adams, naturalnews.com, infowars.com.
[01:57:15.327 --> 01:57:18.007]  The big report comes out in the morning.
[01:57:18.007 --> 01:57:19.608]  Everybody, get it.
[01:57:19.608 --> 01:57:20.268]  Get it out.
[01:57:20.268 --> 01:57:21.108]  Get it to Congress.
[01:57:21.108 --> 01:57:22.408]  We'll have email lists on there.
[01:57:22.408 --> 01:57:27.909]  The president, media, hammer it, because they're going to shut down all media, all independent media.
[01:57:27.909 --> 01:57:29.970]  Infowars is only the litmus test.
[01:57:29.970 --> 01:57:30.550]  God bless you.
[01:57:30.550 --> 01:57:31.310]  Thank you, Mike Adams.
[01:57:31.310 --> 01:57:32.270]  Great job.
[01:57:32.270 --> 01:57:32.510]  Thank you.
[01:57:34.477 --> 01:57:36.979]  Alright folks, that's it for this live transmission.
[01:57:36.979 --> 01:57:37.940]  InfoWars.com.
[01:57:37.940 --> 01:57:39.000]  Tomorrow's news today.
[01:57:45.856 --> 01:57:52.239]  The scientists at Infowars Life have created a powerful formula for inflammatory support and joint support.
[01:57:52.239 --> 01:57:55.440]  Discover the power of ancient medicine with Bades.
[01:57:55.440 --> 01:57:59.141]  Bades contains one of the most potent forms of turmeric available.
[01:57:59.141 --> 01:58:03.843]  Turmeric has been used for thousands of years and is one of the most studied herbals today.
[01:58:03.843 --> 01:58:07.125]  It is well known in traditional medicine for its soothing properties.
[01:58:08.005 --> 01:58:19.011]  Our pure turmeric extract plus piperine from Black Pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[01:58:19.011 --> 01:58:27.535]  Regular turmeric root from the store only contains 1-5% of Actum ingredients, but our turmeric root extract contains over 95% of the Actum ingredients.
[01:58:29.176 --> 01:58:38.224]  Bodies combines turmeric with organic herbs such as spearmint, sage, lemon balm and thyme to work synergistically for full body support.
[01:58:38.224 --> 01:58:43.989]  Try Bodies today at Infowarslife.com or call us at 1-888-253-3139.
[01:58:43.989 --> 01:58:54.718]  Do you realize that when you spread the links from Infowars.com, when you spread the videos, you are changing the world?
[01:58:54.718 --> 01:58:55.199]  It's you
[01:58:56.280 --> 01:58:58.782]  That's why you've been on the team supporting us, praying for us, and spreading the word.
[01:58:58.782 --> 01:59:00.103]  You are the InfoWar.
[01:59:00.103 --> 01:59:03.005]  And now because of their intensifying censorship, it's more important than ever
[01:59:17.435 --> 01:59:28.824]  Let everyone go to Infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[01:59:28.824 --> 01:59:36.790]  And so now I ask you more than ever to share the Infowars.com articles, to share the videos, to tell people about the local stations you're listening to.
[01:59:36.790 --> 01:59:43.856]  The bare minimum you can do is sign up for the free newsletter at Infowars.com forward slash newsletter.
[01:59:43.856 --> 01:59:46.598]  We are the renaissance and we are winning.
[01:59:49.913 --> 01:59:52.567]  You're listening to The Alex Jones Show!
