whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:16:40.680 --> 00:16:41.520]   ever.
[00:16:41.520 --> 00:16:42.960]   We're in a constitutional crisis,
[00:16:42.960 --> 00:16:45.860]   and our government is now being run and ruled
[00:16:45.860 --> 00:16:46.960]   by a shadow government.
[00:16:46.960 --> 00:16:47.800]   - We gotta get this out,
[00:16:47.800 --> 00:16:49.160]   because just 'cause you're awake, folks,
[00:16:49.160 --> 00:16:50.440]   doesn't mean other people are.
[00:16:50.440 --> 00:16:51.920]   This is critical to get, to read,
[00:16:51.920 --> 00:16:53.480]   to give to the library, to give to the church.
[00:16:53.480 --> 00:16:56.200]   Get 'em right now at killingunclesambook.com.
[00:16:56.200 --> 00:16:58.400]   Killingunclesambook.com.
[00:16:58.400 --> 00:17:00.920]   - If you or anyone you love has been diagnosed
[00:17:00.920 --> 00:17:03.760]   with lung cancer, asbestosis, or mesothelioma,
[00:17:03.760 --> 00:17:06.580]   your diagnosis may be the result of job-related exposure
[00:17:06.580 --> 00:17:09.480]   to asbestos, and you may be entitled to compensation.
[00:17:09.480 --> 00:17:11.840]   Over 30 billion in trusts have been set aside
[00:17:11.840 --> 00:17:14.720]   for individuals who have been affected by asbestos exposure.
[00:17:14.720 --> 00:17:16.000]   How do you protect your rights
[00:17:16.000 --> 00:17:17.640]   and get the compensation you deserve?
[00:17:17.640 --> 00:17:20.880]   Call Capital Legal Group now at 800-400-LUNG.
[00:17:20.880 --> 00:17:23.180]   Capital Legal Group is one of the nation's resources
[00:17:23.180 --> 00:17:25.800]   for settlement of lung cancer and mesothelioma cases.
[00:17:25.800 --> 00:17:29.080]   Law firms have successfully recovered over $2.7 billion
[00:17:29.080 --> 00:17:31.040]   for their clients in all 50 states,
[00:17:31.040 --> 00:17:33.760]   and claims have been paid in as little as 60 days.
[00:17:33.760 --> 00:17:35.600]   If you or a family member were diagnosed
[00:17:35.600 --> 00:17:38.280]   with lung cancer, asbestosis, or mesothelioma,
[00:17:38.280 --> 00:17:41.540]   call Capital Legal Group now at 800-400-LUNG.
[00:17:41.540 --> 00:17:44.400]   We'll open a no-cost case review on your behalf.
[00:17:44.400 --> 00:17:46.480]   A history of tobacco use or cigarette smoking
[00:17:46.480 --> 00:17:48.480]   will not disqualify your case.
[00:17:48.480 --> 00:17:53.240]   Visit 800-400-LUNG.com or call 800-400-LUNG.
[00:17:53.240 --> 00:17:56.260]   Call 800-400-5864 now.
[00:17:56.260 --> 00:17:58.360]   That's 800-400-LUNG.
[00:17:58.360 --> 00:18:02.720]   (alarm beeping)
[00:18:02.720 --> 00:18:05.520]   - One of the most incredible cups of coffee
[00:18:05.520 --> 00:18:08.120]   can be found in the high mountains of Southern Mexico,
[00:18:08.120 --> 00:18:10.420]   where the Chiapas farmers have spent years
[00:18:10.420 --> 00:18:12.240]   perfecting their techniques.
[00:18:12.240 --> 00:18:15.440]   Based off hundreds of years of traditional techniques
[00:18:15.440 --> 00:18:17.360]   and perfect conditions,
[00:18:17.360 --> 00:18:19.680]   we've sourced only the best to provide you
[00:18:19.680 --> 00:18:20.880]   with our immune support
[00:18:20.880 --> 00:18:23.640]   and Wake Up America Patriot Blend Coffee.
[00:18:23.640 --> 00:18:25.280]   Ancient Mayan knowledge is paired
[00:18:25.280 --> 00:18:27.280]   with the natural fertility of the land
[00:18:27.280 --> 00:18:29.680]   to generate the world's finest coffee beans.
[00:18:29.680 --> 00:18:32.480]   Carefully harvested and free of toxic chemicals
[00:18:32.480 --> 00:18:34.520]   used in big agricultural productions,
[00:18:34.520 --> 00:18:37.800]   Patriot Blend coffees have a smooth, bold flavor
[00:18:37.800 --> 00:18:39.560]   with great depth to give you
[00:18:39.560 --> 00:18:41.160]   just what you need in the morning.
[00:18:41.160 --> 00:18:43.800]   You can even choose to start your morning healthier
[00:18:43.800 --> 00:18:45.320]   with the Immune Support Blend.
[00:18:45.320 --> 00:18:47.520]   Infused with a powerful blend to support
[00:18:47.520 --> 00:18:49.240]   your immune response and stamina,
[00:18:49.240 --> 00:18:51.800]   it's time to take care of your morning routine.
[00:18:51.800 --> 00:18:54.440]   Get a bag of Patriot Blend Coffee to support the show
[00:18:54.440 --> 00:18:58.360]   while enhancing your morning routine at infowarsstore.com.
[00:18:58.360 --> 00:19:04.840]   - Alex Jones here with an extremely exciting announcement
[00:19:04.840 --> 00:19:06.400]   that will be a gift to yourself
[00:19:06.400 --> 00:19:08.760]   and a gift to the InfoWar to fight the globalists
[00:19:08.760 --> 00:19:10.000]   and live in a free society.
[00:19:10.000 --> 00:19:13.560]   Several years ago, I set out with top formulators in the US
[00:19:13.560 --> 00:19:16.720]   to create the strongest, most concentrated,
[00:19:16.720 --> 00:19:21.720]   over-the-top stamina, libido, workout brain formula
[00:19:21.720 --> 00:19:22.960]   that is safe.
[00:19:22.960 --> 00:19:25.880]   I know from using this myself the last few months
[00:19:25.880 --> 00:19:27.600]   and from seeing my friends and family use it
[00:19:27.600 --> 00:19:29.600]   that this new product is gonna end up being
[00:19:29.600 --> 00:19:33.080]   the number one best-selling product at InfoWarsLife.com
[00:19:33.080 --> 00:19:34.100]   'cause it works so well.
[00:19:34.100 --> 00:19:36.000]   This is a gift you wanna give yourself
[00:19:36.000 --> 00:19:38.200]   and then rest assured you're fighting the InfoWar
[00:19:38.200 --> 00:19:42.320]   so it's a total, absolute, sure win, no lose equation.
[00:19:42.320 --> 00:19:45.080]   Try Alpha Power, exclusively available
[00:19:45.080 --> 00:19:47.120]   at InfoWarsLife.com for yourself.
[00:19:47.120 --> 00:19:49.000]   Ladies and gentlemen, it's non-GMO.
[00:19:49.000 --> 00:19:50.600]   It's for your brain, it's for sports,
[00:19:50.600 --> 00:19:52.840]   it's for activities, and it's made in the USA.
[00:19:52.840 --> 00:19:56.080]   Get your Alpha Power today at InfoWarsLife.com.
[00:19:56.080 --> 00:19:59.460]   Everybody needs to try Alpha Power today.
[00:19:59.460 --> 00:20:06.320]   - You're listening to The Alex Jones Show.
[00:20:11.320 --> 00:20:13.900]   (upbeat music)
[00:20:13.900 --> 00:20:25.560]   Live from the InfoWars.com studios,
[00:20:25.560 --> 00:20:28.560]   you're listening to The Alex Jones Show.
[00:20:28.560 --> 00:20:36.820]   - All right, we've got a lot to talk about here.
[00:20:36.820 --> 00:20:39.360]   Alex Jones is gonna be joining us here shortly.
[00:20:40.180 --> 00:20:42.440]   Roger and I were speaking during the break.
[00:20:42.440 --> 00:20:46.160]   You've got this new attorney general in New York.
[00:20:46.160 --> 00:20:48.160]   She's trying to shut down the Trump administration,
[00:20:48.160 --> 00:20:49.760]   Barbara Underwood.
[00:20:49.760 --> 00:20:52.240]   Imagine my shock, Roger, not only is this a woman
[00:20:52.240 --> 00:20:53.960]   that worked for Bill Clinton and George Bush,
[00:20:53.960 --> 00:20:56.840]   but she's a graduate of Harvard Law,
[00:20:56.840 --> 00:20:57.960]   just like the rest of them. - I'm surprised.
[00:20:57.960 --> 00:20:59.400]   - I know, imagine my shock.
[00:20:59.400 --> 00:21:02.180]   - Well, we recognize that this woman was selected
[00:21:02.180 --> 00:21:05.240]   by the legislature for an appointment that nobody wanted
[00:21:05.240 --> 00:21:08.080]   'cause everyone understood that the imprimatur
[00:21:08.080 --> 00:21:12.480]   of being an elected state official in New York State
[00:21:12.480 --> 00:21:16.280]   would be poison if you wanted to run for this office.
[00:21:16.280 --> 00:21:18.760]   This investigation into the Trump Foundation
[00:21:18.760 --> 00:21:21.240]   was cooked up under Eric Schneiderman,
[00:21:21.240 --> 00:21:24.120]   who was trying to use his attacks on Trump
[00:21:24.120 --> 00:21:29.120]   to build the basis for a gubernatorial campaign of his own.
[00:21:29.120 --> 00:21:31.320]   And how ironic that she announces this
[00:21:31.320 --> 00:21:35.120]   at the exact same time that the inspector general's report
[00:21:35.120 --> 00:21:36.240]   is being released.
[00:21:36.240 --> 00:21:38.200]   How coincidental.
[00:21:38.200 --> 00:21:41.640]   This is just pure, raw politics.
[00:21:41.640 --> 00:21:43.640]   - Well, and it's just amazing to me
[00:21:43.640 --> 00:21:46.800]   that the Trump Foundation now is the target
[00:21:46.800 --> 00:21:49.720]   of an investigation, but the Clinton Foundation,
[00:21:49.720 --> 00:21:53.520]   which has been operating for decades,
[00:21:53.520 --> 00:21:55.680]   who knows where these funds are going?
[00:21:55.680 --> 00:21:58.080]   I mean, who knows what happens to all that money
[00:21:58.080 --> 00:21:59.200]   for the Haitians?
[00:21:59.200 --> 00:22:01.480]   We do know where Chelsea Clinton Hubbell
[00:22:01.480 --> 00:22:04.720]   got her wedding dress, thanks to your donations,
[00:22:04.720 --> 00:22:06.880]   but no investigation into that, Roger.
[00:22:06.880 --> 00:22:09.200]   - Well, in fact, Haitian American groups
[00:22:09.200 --> 00:22:11.920]   have repeatedly asked the New York Attorney General
[00:22:11.920 --> 00:22:15.000]   to look into the activities of the Clinton Foundation
[00:22:15.000 --> 00:22:17.380]   in Haiti, and they have refused,
[00:22:17.380 --> 00:22:19.880]   because it's not politically correct.
[00:22:19.880 --> 00:22:22.120]   But if you can bash Donald Trump and his children
[00:22:22.120 --> 00:22:25.380]   and his family, even though his foundation gave out
[00:22:25.380 --> 00:22:27.840]   essentially more money than they took in
[00:22:27.840 --> 00:22:30.920]   with the president himself subsidizing it,
[00:22:30.920 --> 00:22:33.960]   no, that's politically perfect.
[00:22:34.800 --> 00:22:38.240]   - Well, they were so broke, though, Roger.
[00:22:38.240 --> 00:22:39.680]   I mean, they both said it, they were broke
[00:22:39.680 --> 00:22:40.560]   when they left the White House.
[00:22:40.560 --> 00:22:42.680]   In fact, they were so broke that they had to steal
[00:22:42.680 --> 00:22:44.740]   the silverware and the furniture
[00:22:44.740 --> 00:22:46.160]   right from the White House grounds.
[00:22:46.160 --> 00:22:47.740]   - And were forced to return it,
[00:22:47.740 --> 00:22:49.520]   which all of which you can read a course about
[00:22:49.520 --> 00:22:51.720]   in the Clinton's war on women.
[00:22:51.720 --> 00:22:53.360]   It's amazing to me the way the Clintons
[00:22:53.360 --> 00:22:56.400]   want to relitigate everything from the beginning.
[00:22:56.400 --> 00:23:00.120]   Oh, you know, Monica, that's about infidelity
[00:23:00.120 --> 00:23:01.000]   and indiscretion.
[00:23:01.000 --> 00:23:01.820]   No, it isn't.
[00:23:01.820 --> 00:23:05.580]   The issue here is rape, violence against women.
[00:23:05.580 --> 00:23:08.380]   It's outrageous that Juanita Broderick's book
[00:23:08.380 --> 00:23:10.020]   suddenly disappears from Kindle,
[00:23:10.020 --> 00:23:12.180]   can no longer be purchased.
[00:23:12.180 --> 00:23:14.900]   The coverup just continues here,
[00:23:14.900 --> 00:23:18.500]   and they want to keep redefining this again and again
[00:23:18.500 --> 00:23:20.840]   as if the American people didn't figure it out
[00:23:20.840 --> 00:23:22.020]   in the last election.
[00:23:22.020 --> 00:23:24.000]   - Well, I think we're breaking their backs now,
[00:23:24.000 --> 00:23:27.640]   because we just did the protest of Bill Clinton here
[00:23:27.640 --> 00:23:30.500]   where we had dozens of people outside protesting.
[00:23:30.500 --> 00:23:33.860]   We had five infiltrators that got into the event
[00:23:33.860 --> 00:23:35.420]   that shouted down Bill Clinton.
[00:23:35.420 --> 00:23:37.460]   You had another gentleman do it in Philadelphia.
[00:23:37.460 --> 00:23:40.620]   I think Clinton's last book tour date is actually today.
[00:23:40.620 --> 00:23:42.060]   I'm not sure where he is.
[00:23:42.060 --> 00:23:44.500]   But I think that he's really starting to break.
[00:23:44.500 --> 00:23:46.220]   Listen to this clip, Roger.
[00:23:46.220 --> 00:23:47.820]   This is pretty incredible that Bill Clinton
[00:23:47.820 --> 00:23:48.660]   would admit this.
[00:23:48.660 --> 00:23:50.220]   Again, I think it's just a sign
[00:23:50.220 --> 00:23:51.780]   that he really is breaking down.
[00:23:51.780 --> 00:23:55.140]   Listen to what Bill Clinton says on the PBS NewsHour.
[00:23:55.140 --> 00:23:58.060]   - I think the norms have really changed
[00:23:58.060 --> 00:24:02.820]   in terms of what you can do to somebody against their will,
[00:24:02.820 --> 00:24:04.320]   how much you can crowd their space,
[00:24:04.320 --> 00:24:05.940]   make them miserable at work.
[00:24:05.940 --> 00:24:08.340]   You don't have to physically assault somebody
[00:24:08.340 --> 00:24:13.340]   to make them uncomfortable at work or at home
[00:24:13.340 --> 00:24:16.520]   or in their utter, just walking around.
[00:24:16.520 --> 00:24:18.900]   - I mean, what is that?
[00:24:18.900 --> 00:24:19.740]   - That's incredible.
[00:24:19.740 --> 00:24:22.340]   So in other words, it used to be okay to assault women,
[00:24:22.340 --> 00:24:23.460]   but today it's not?
[00:24:23.460 --> 00:24:24.420]   Is that what he's saying?
[00:24:24.420 --> 00:24:27.220]   Look, this is a guy who bit through the upper lip
[00:24:27.220 --> 00:24:28.420]   of his victims.
[00:24:28.420 --> 00:24:32.380]   This is a guy who forced himself, exposed himself
[00:24:32.380 --> 00:24:35.020]   and raped multiple women.
[00:24:35.020 --> 00:24:37.780]   And he keeps trying to redefine it for us.
[00:24:37.780 --> 00:24:41.220]   Like just because they were able to contain it in the '80s,
[00:24:41.220 --> 00:24:43.660]   it cannot be contained anymore.
[00:24:43.660 --> 00:24:45.940]   And no, attitudes have not changed.
[00:24:45.940 --> 00:24:49.120]   Rape was wrong then, rape is wrong now.
[00:24:49.120 --> 00:24:54.540]   - It's incredible that Hollywood and the Democrats,
[00:24:54.540 --> 00:24:56.740]   and well, okay, you look at the Democrats
[00:24:56.740 --> 00:24:58.500]   and you can really just point out Bill Clinton.
[00:24:58.500 --> 00:25:01.140]   I mean, 'cause they protected him for so long.
[00:25:01.140 --> 00:25:03.140]   The list can go on, there's Republicans on that too.
[00:25:03.140 --> 00:25:06.180]   But the Democrats are the ones that virtue signal for women.
[00:25:06.180 --> 00:25:10.220]   Hollywood is the group that virtue signals for women.
[00:25:10.220 --> 00:25:12.580]   All the me too originates in Hollywood
[00:25:12.580 --> 00:25:14.540]   and at Bill Clinton's Oval Office, Roger.
[00:25:14.540 --> 00:25:17.300]   I mean, how do these people get away with it?
[00:25:17.300 --> 00:25:19.460]   And then they actually get people to go pay
[00:25:19.460 --> 00:25:22.020]   hundreds of dollars to see Bill Clinton speak.
[00:25:22.020 --> 00:25:25.820]   - What's the amazing thing is that Democrats must cringe
[00:25:25.820 --> 00:25:27.740]   every time they see one of the Clintons
[00:25:27.740 --> 00:25:29.380]   approach a TV camera.
[00:25:29.380 --> 00:25:32.580]   They just wish they would ride off into the sunset
[00:25:32.580 --> 00:25:34.260]   with their stolen money.
[00:25:34.260 --> 00:25:36.220]   But obviously it's not enough.
[00:25:36.220 --> 00:25:38.380]   I mean, Bill is estimated to be worth
[00:25:38.380 --> 00:25:40.820]   somewhere around $300 million.
[00:25:40.820 --> 00:25:44.660]   His son, Danny Williams, works in a meat packing plant
[00:25:44.660 --> 00:25:47.940]   by day and at a 7-Eleven at night
[00:25:47.940 --> 00:25:50.380]   to make ends meet for his five children,
[00:25:50.380 --> 00:25:54.060]   while his father is worth $300 million.
