whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:17:22.840 --> 00:17:25.600]   that contain no useless dyes, perfumes,
[00:17:25.600 --> 00:17:27.640]   deodorants, or antibacterials.
[00:17:27.640 --> 00:17:30.920]   Your risk is the hundreds of hazardous toxic detergents
[00:17:30.920 --> 00:17:33.360]   that give you rashes, itching sores,
[00:17:33.360 --> 00:17:35.640]   and deteriorating clothing called lint.
[00:17:35.640 --> 00:17:36.800]   If you want something better,
[00:17:36.800 --> 00:17:38.800]   if you want something you've never had before,
[00:17:38.800 --> 00:17:40.880]   you had to do something you've never done before,
[00:17:40.880 --> 00:17:45.800]   getting a free catalog is easy by calling 800-340-7091,
[00:17:45.800 --> 00:17:49.040]   or see Calbin on the web at 5starsoap.com.
[00:17:49.040 --> 00:17:51.240]   Take charge of your health now by calling
[00:17:51.240 --> 00:17:56.240]   800-340-7091, or see Calbin on the web at 5starsoap.com.
[00:17:56.240 --> 00:18:04.160]   - Hundreds of nations have fallen to tyranny
[00:18:04.160 --> 00:18:05.920]   in the last century alone.
[00:18:05.920 --> 00:18:09.160]   This is our last chance to not relive history.
[00:18:09.160 --> 00:18:11.520]   - As we're finishing off this agenda,
[00:18:11.520 --> 00:18:13.080]   they'll be pulling the rug from underneath
[00:18:13.080 --> 00:18:14.400]   the Americans at home.
[00:18:14.400 --> 00:18:18.440]   - I have tremendous influence on our president and Congress,
[00:18:18.440 --> 00:18:20.320]   and they really are calling the shots.
[00:18:20.320 --> 00:18:23.160]   I think it's incumbent upon all of us
[00:18:23.160 --> 00:18:25.520]   as American citizens to pay attention.
[00:18:25.520 --> 00:18:28.800]   - For the Republic identifies the enemies of our nation,
[00:18:28.800 --> 00:18:31.040]   the criminal offshore cartel,
[00:18:31.040 --> 00:18:33.200]   hell bent on destroying sovereignty
[00:18:33.200 --> 00:18:35.640]   and on its ashes constructing world government.
[00:18:35.640 --> 00:18:38.040]   - Tim Geithner, Bernanke, they're arsonists.
[00:18:38.040 --> 00:18:39.600]   They're asking for more matches,
[00:18:39.600 --> 00:18:40.840]   and the Congress is saying,
[00:18:40.840 --> 00:18:42.000]   who do we make the check out to?
[00:18:42.000 --> 00:18:44.160]   - Today seems like nobody does care,
[00:18:44.160 --> 00:18:46.400]   and right now in Washington, DC,
[00:18:46.400 --> 00:18:49.280]   we have seen a fall of the Republic.
[00:18:49.280 --> 00:18:51.400]   - Get your copy of "Fall of the Republic"
[00:18:51.400 --> 00:18:54.320]   on DVD at infowars.com,
[00:18:54.320 --> 00:18:56.000]   or watch it online right now
[00:18:56.000 --> 00:18:59.400]   in super high quality at prisonplanet.tv.
[00:18:59.400 --> 00:19:02.120]   - Hi, this is Alex Jones.
[00:19:02.120 --> 00:19:05.060]   This holiday season, more than half of our nation
[00:19:05.060 --> 00:19:08.360]   is in need of help due to the shattered economy.
[00:19:08.360 --> 00:19:11.280]   So now is the time to express the holiday spirit
[00:19:11.280 --> 00:19:12.400]   more than ever.
[00:19:12.400 --> 00:19:14.280]   Consider helping those you love
[00:19:14.280 --> 00:19:15.960]   with the most important gift,
[00:19:15.960 --> 00:19:18.400]   a supply of delicious, easy to fix,
[00:19:18.400 --> 00:19:22.040]   and very storable foods from efoodsdirect.com.
[00:19:22.040 --> 00:19:25.680]   Their holiday gift and family pack start at $99
[00:19:25.680 --> 00:19:27.440]   for a 16-day supply,
[00:19:27.440 --> 00:19:29.080]   while their five-week supply
[00:19:29.080 --> 00:19:30.760]   of quick and easy to fix meals
[00:19:30.760 --> 00:19:32.520]   includes a personal backpack
[00:19:32.520 --> 00:19:34.640]   in case of a grab-and-go emergency.
[00:19:34.640 --> 00:19:36.480]   Order their combo gift pack,
[00:19:36.480 --> 00:19:37.880]   and you'll save hundreds,
[00:19:37.880 --> 00:19:40.560]   plus get free shipping on your entire order.
[00:19:40.560 --> 00:19:45.160]   Call eFoods today at 800-409-5633,
[00:19:45.160 --> 00:19:49.280]   or visit them online at efoodsdirect.com/alex
[00:19:49.280 --> 00:19:50.480]   to find the special.
[00:19:50.480 --> 00:19:53.720]   That's 800-409-5633,
[00:19:53.720 --> 00:19:56.760]   or efoodsdirect.com/alex.
[00:19:56.760 --> 00:19:59.440]   You can bet your life on eFoods Direct.
[00:19:59.440 --> 00:20:05.600]   - Coast to coast, direct from Austin,
[00:20:05.600 --> 00:20:09.240]   you're listening to the Alex Jones Broadcasting Network.
[00:20:09.240 --> 00:20:12.840]   (dramatic music)
[00:20:12.840 --> 00:20:16.640]   We now take you live to the Central Texas Command Center
[00:20:16.640 --> 00:20:18.880]   in the heart of the resistance.
[00:20:18.880 --> 00:20:21.800]   You're listening to the Alex Jones Show.
[00:20:21.800 --> 00:20:30.720]   - Why did you, I mean, we know why you picked
[00:20:30.720 --> 00:20:32.960]   the name of the last album, "Endgame."
[00:20:32.960 --> 00:20:36.720]   Why the iconography of 13,
[00:20:36.720 --> 00:20:41.720]   and you've got the mega-death corporate skull man
[00:20:42.680 --> 00:20:46.040]   with the hear nothing, see nothing, say nothing,
[00:20:46.040 --> 00:20:48.040]   three monkeys, but he's turned around
[00:20:48.040 --> 00:20:50.640]   staring into some type of abyss.
[00:20:50.640 --> 00:20:53.040]   Can you break down your vision,
[00:20:53.040 --> 00:20:54.160]   because I know you always,
[00:20:54.160 --> 00:20:56.640]   you basically come up with the covers,
[00:20:56.640 --> 00:20:59.440]   the vision we're seeing here in this album cover
[00:20:59.440 --> 00:21:02.040]   for the new album, "13," by Megadeth.
[00:21:02.040 --> 00:21:04.160]   - It's not that clever, really, Alex.
[00:21:04.160 --> 00:21:07.280]   It's the 13th record in my career.
[00:21:07.280 --> 00:21:08.120]   - Ah.
[00:21:08.120 --> 00:21:09.840]   - I started playing when I was 13.
[00:21:11.360 --> 00:21:13.000]   I was born on the 13th.
[00:21:13.000 --> 00:21:15.200]   People think that the number 13's bad.
[00:21:15.200 --> 00:21:16.120]   Well, it wasn't for me.
[00:21:16.120 --> 00:21:17.800]   My life started on that day,
[00:21:17.800 --> 00:21:22.800]   and I know that the association with the superstition
[00:21:22.800 --> 00:21:26.640]   and the bad side of 13 had to do with the Templar Knights
[00:21:26.640 --> 00:21:27.920]   or something like that.
[00:21:27.920 --> 00:21:29.640]   - Yeah, that's when the Catholic Church
[00:21:29.640 --> 00:21:30.920]   rounded them up and killed a bunch of them.
[00:21:30.920 --> 00:21:31.800]   Yeah, you're right.
[00:21:31.800 --> 00:21:34.640]   - Yeah, so, I mean, as far as I'm concerned,
[00:21:34.640 --> 00:21:37.840]   I know that 13 shows up all over the place,
[00:21:37.840 --> 00:21:42.400]   and it's funny how much now, even more so,
[00:21:42.400 --> 00:21:44.120]   that we've used this number.
[00:21:44.120 --> 00:21:46.720]   It's like when your old lady gets pregnant.
[00:21:46.720 --> 00:21:48.520]   All of a sudden, you see pregnant women everywhere,
[00:21:48.520 --> 00:21:50.040]   or you buy a Volkswagen,
[00:21:50.040 --> 00:21:53.360]   and you realize everybody's got the same color Volkswagen.
[00:21:53.360 --> 00:21:56.920]   You know, as soon as I leaned on 13,
[00:21:56.920 --> 00:21:59.120]   it all of a sudden started popping up everywhere,
[00:21:59.120 --> 00:22:02.920]   and then the actual logo itself with the word 13
[00:22:02.920 --> 00:22:05.160]   and the number 13 inside of it,
[00:22:05.160 --> 00:22:07.360]   that was our artist, John Rizzi, who came up with that.
[00:22:07.360 --> 00:22:10.080]   When I first saw that, I went, wow, that's really clever.
[00:22:10.080 --> 00:22:13.800]   - Now, Dave, we've only got about 10 minutes
[00:22:13.800 --> 00:22:15.640]   left with you here, and I appreciate your time.
[00:22:15.640 --> 00:22:17.520]   I know you've been talking a ton and singing,
[00:22:17.520 --> 00:22:18.560]   and you're about to go on the road,
[00:22:18.560 --> 00:22:20.680]   and I don't wanna burn you out here,
[00:22:20.680 --> 00:22:23.480]   but there's so many questions I wanna go over.
[00:22:23.480 --> 00:22:25.240]   Hopefully, you will come back with us,
[00:22:25.240 --> 00:22:27.880]   maybe even in studio here in Austin in the next few months
[00:22:27.880 --> 00:22:30.280]   when you get back from your South America tour.
[00:22:30.280 --> 00:22:33.520]   - Yeah, that would be fun.
[00:22:33.520 --> 00:22:35.240]   - Well, it was great actually seeing you up there
[00:22:35.240 --> 00:22:37.080]   in person in Dallas.
[00:22:37.080 --> 00:22:39.400]   I guess a year and a half ago, "How Time Flies."
[00:22:39.400 --> 00:22:41.280]   - Oh, yeah, that was a long time ago.
[00:22:41.280 --> 00:22:42.560]   - I think because of time constraints,
[00:22:42.560 --> 00:22:43.840]   after you leave us, I'm gonna come back
[00:22:43.840 --> 00:22:48.120]   and actually play my favorite new tune on the album,
[00:22:48.120 --> 00:22:51.600]   "We the People," but specifically,
[00:22:51.600 --> 00:22:52.680]   what are you talking about here?
[00:22:52.680 --> 00:22:53.920]   I mean, the lyrics speak for themselves,
[00:22:53.920 --> 00:22:56.080]   but what are you saying in "We the People"?
[00:22:56.080 --> 00:23:01.960]   - Wow, I think it's, I'm saying what everybody's
[00:23:01.960 --> 00:23:04.160]   saying right now, that they're pissed.
[00:23:05.600 --> 00:23:08.000]   What happened to all the things
[00:23:08.000 --> 00:23:11.000]   that our grandparents worked for and set up?
[00:23:11.000 --> 00:23:13.800]   I mean, you watch the dollar plummet,
[00:23:13.800 --> 00:23:17.000]   you see Social Security and all of these benefits
[00:23:17.000 --> 00:23:18.440]   that people have taken away.
[00:23:18.440 --> 00:23:22.280]   You watch these corrupt bankers take people's life savings
[00:23:22.280 --> 00:23:24.160]   and it disappears into a vapor,
[00:23:24.160 --> 00:23:26.360]   and then you have people like Madoff saying
[00:23:26.360 --> 00:23:28.880]   that he's happier he's in jail
[00:23:28.880 --> 00:23:30.920]   and that people look up to him there.
[00:23:30.920 --> 00:23:33.600]   Well, I mean, the only difference between him
[00:23:33.600 --> 00:23:36.280]   is that the criminals are wearing jump suits
[00:23:36.280 --> 00:23:37.720]   instead of three-piece suits.
[00:23:37.720 --> 00:23:41.680]   It's all the same, and to think about all these people
[00:23:41.680 --> 00:23:45.160]   whose lives have changed forever because of this,
[00:23:45.160 --> 00:23:48.000]   the people who are defenseless,
[00:23:48.000 --> 00:23:50.080]   that's the thing that pisses me off.
[00:23:50.080 --> 00:23:52.120]   And while we were watching everything that was going on
[00:23:52.120 --> 00:23:57.120]   with just the, I don't even know the word that I wanna say,
[00:23:57.120 --> 00:24:01.120]   but just the immovability of the people in Congress
[00:24:01.120 --> 00:24:03.200]   and the people in the Senate and the White House,
[00:24:03.200 --> 00:24:04.920]   it's all frozen right now.
[00:24:04.920 --> 00:24:07.400]   And it's just, it's mind-boggling.
[00:24:07.400 --> 00:24:08.720]   Somebody has to do something.
[00:24:08.720 --> 00:24:11.200]   There's got to be an American up there somewhere.
[00:24:11.200 --> 00:24:13.320]   - There's got to be.
[00:24:13.320 --> 00:24:15.640]   Looking at the Euro crisis that we predicted
[00:24:15.640 --> 00:24:18.720]   and the Obama deception, engineered implosion,
[00:24:18.720 --> 00:24:22.600]   and now they're setting up a banking dictatorship.
[00:24:22.600 --> 00:24:24.840]   And did you see it last week
[00:24:24.840 --> 00:24:26.800]   when the Pope called for global government?
[00:24:26.800 --> 00:24:27.640]   - Yeah, I did.
[00:24:27.640 --> 00:24:30.840]   I saw that for the global currency too, yeah.
[00:24:30.840 --> 00:24:35.600]   - Wow, I mean, how could you at 20 years old,
[00:24:35.600 --> 00:24:38.000]   I mean, I remember 25, 30 years ago,
[00:24:38.000 --> 00:24:40.840]   listening to your stuff before you were even in Metallica,
[00:24:40.840 --> 00:24:43.760]   because I was, I mean, I had neighbors that were all
[00:24:43.760 --> 00:24:45.920]   into speed metal, thrash metal.
[00:24:45.920 --> 00:24:48.280]   I was like nine years old, I'm only 37.
[00:24:48.280 --> 00:24:51.120]   How were you writing about things like this?
[00:24:51.120 --> 00:24:53.520]   Because I mean, people ask how I was politically formed.
[00:24:53.520 --> 00:24:55.800]   Some of it was listening to Megadeth.
[00:24:55.800 --> 00:24:59.160]   (laughing)
[00:25:00.720 --> 00:25:01.760]   I think, I think.
[00:25:01.760 --> 00:25:04.600]   - Look what you've done, Dave.
[00:25:04.600 --> 00:25:06.120]   - Yeah. - Frankenstein.
[00:25:06.120 --> 00:25:09.560]   - You know, the great thing about helping people
[00:25:09.560 --> 00:25:12.000]   unleash their, and then become free thinkers,
[00:25:12.000 --> 00:25:14.600]   is that the world's a fascinating place,
[00:25:14.600 --> 00:25:17.080]   and that we're so capable of doing so much good.
[00:25:17.080 --> 00:25:19.680]   And sometimes people don't agree with us,
[00:25:19.680 --> 00:25:23.400]   and they can mistake what we do.
[00:25:23.400 --> 00:25:26.600]   You know, sometimes the enemy is great.
[00:25:26.600 --> 00:25:29.360]   But you know, for me, doing this kind of music,
[00:25:29.360 --> 00:25:32.880]   singing these kind of songs, having these kind of lyrics,
[00:25:32.880 --> 00:25:35.840]   I guess in some way I'm just doing my part, I believe,
[00:25:35.840 --> 00:25:38.640]   to make the world a better place,
[00:25:38.640 --> 00:25:40.960]   through heavy metal music, even though that sounds,
[00:25:40.960 --> 00:25:42.880]   you know, like you should be having some kind of
[00:25:42.880 --> 00:25:44.720]   a nursery rhyme in the background or something,
[00:25:44.720 --> 00:25:47.480]   or some circus music or something.
[00:25:47.480 --> 00:25:49.600]   You know, it's true.
[00:25:49.600 --> 00:25:51.440]   I don't know how to play another type of music.
[00:25:51.440 --> 00:25:55.240]   This is what I was given, and it's what I love.
[00:25:55.240 --> 00:25:59.560]   And being able to educate people is great.
[00:25:59.560 --> 00:26:01.640]   I mean, I know you know when you've talked to one,
[00:26:01.640 --> 00:26:04.200]   your listeners, or you've met somebody out on the road,
[00:26:04.200 --> 00:26:07.640]   and they get that aha moment where their eyes just dilate,
[00:26:07.640 --> 00:26:09.880]   and all of a sudden they're like, "I get it."
[00:26:09.880 --> 00:26:11.400]   I love that feeling.
[00:26:11.400 --> 00:26:13.440]   - Now that's the real magic in the world.
[00:26:13.440 --> 00:26:15.560]   You know, they say the root of all evil is money.
[00:26:15.560 --> 00:26:16.760]   No, it's not.
[00:26:16.760 --> 00:26:19.520]   This world system gets people to sell out
[00:26:19.520 --> 00:26:22.080]   for money they create out of nothing.
[00:26:22.080 --> 00:26:23.920]   What the system's really after
[00:26:23.920 --> 00:26:25.880]   is trafficking in the souls of men.
[00:26:25.880 --> 00:26:29.400]   This ruling Illuminati system, from my deep research,
[00:26:29.400 --> 00:26:31.360]   is interested in our minds and our souls.
[00:26:31.360 --> 00:26:33.160]   It wants to program us.
[00:26:33.160 --> 00:26:35.400]   What's your take on that statement, Dave?
[00:26:35.400 --> 00:26:37.840]   - Well, going back, that scripture actually,
[00:26:37.840 --> 00:26:39.440]   the love of money is the root of all evil.
[00:26:39.440 --> 00:26:40.600]   - Yes, yes.
[00:26:40.600 --> 00:26:42.440]   - So it's kind of incomplete.
[00:26:42.440 --> 00:26:44.680]   As far as the Illuminati and the elite
[00:26:44.680 --> 00:26:46.760]   and everything like that, it's, you know,
[00:26:46.760 --> 00:26:49.480]   it's right in, it's hidden in plain sight.
[00:26:49.480 --> 00:26:52.080]   You know, all of the maneuvering that's going on.
[00:26:52.080 --> 00:26:54.040]   And, you know, all anybody has to do,
[00:26:54.040 --> 00:26:57.480]   if they're curious, is look.
[00:26:57.480 --> 00:26:59.480]   You know, when you saw, you know,
[00:26:59.480 --> 00:27:01.720]   people talking about the New World Order,
