[00:00:00.723 --> 00:00:02.325]  What's his name?
[01:23:10.943 --> 01:23:33.043]  Bottom line, they want to ban you being able to have commentary on what they say and what they do, just like major newspapers across the country online are just getting rid of comment sections altogether, even though that's why people go there, because they're desperate to control the narrative, because AP studies and other major studies show that MSM has between a 6% and 9% approval rating.
[01:23:34.864 --> 01:23:37.785]  At the high, 9% trust her like them.
[01:23:37.785 --> 01:23:39.405]  At the low, 6%.
[01:23:39.405 --> 01:23:43.726]  North Korean dictator Kim Jong-un is more popular than that.
[01:23:43.726 --> 01:23:52.548]  Now on the surface, a lot of you are probably rightfully saying, hey Alex, we know MSM is more unpopular than cancer.
[01:23:52.548 --> 01:23:53.708]  But this is entertainment.
[01:23:53.708 --> 01:23:56.629]  Why are you talking about what's happening on SNL?
[01:23:57.509 --> 01:24:08.241]  Well, the corporate media admits that they have no credibility in mainstream news anymore, so they've retreated into movies and into TV shows and into comedy shows to spew their propaganda.
[01:24:08.241 --> 01:24:16.029]  And that came out in the WikiLeaks that they had, not just news channels, but a lot of the so-called entertainment channels also involved in the brainwashing of the American people.
[01:24:16.750 --> 01:24:26.553]  Now, I'm about to run through the piece, but let me just hit a few other angles of this because it's critical to understand what you're witnessing is is a corporate PR makeover.
[01:24:26.553 --> 01:24:29.954]  Last year, they were openly in the news saying, what are we going to do?
[01:24:29.954 --> 01:24:31.154]  Everybody hates us.
[01:24:31.154 --> 01:24:39.056]  And they developed the plan to call anyone disagreeing with them or any other media challenging them fake news.
[01:24:39.056 --> 01:24:45.738]  They declared by definition that only they exist in their own parallel inverted universe.
[01:24:47.475 --> 01:24:49.618]  So their reputation was broken.
[01:24:49.618 --> 01:24:51.822]  What were they going to do?
[01:24:51.822 --> 01:24:56.288]  Declare everyone else, who's way more popular than them, fake.
[01:24:56.288 --> 01:25:00.695]  And then move to start banning people off the web and taking their advertisers.
[01:25:00.695 --> 01:25:02.397]  That's 21st century book burning.
[01:25:03.351 --> 01:25:07.513]  So we have Stephen Colbert pretending to be a newscaster and putting out disinfo.
[01:25:07.513 --> 01:25:16.258]  We have Alec Baldwin pretending to be the president and then engaging in massive defamation with a classical straw man.
[01:25:16.258 --> 01:25:19.499]  And Alec Baldwin is that straw man.
[01:25:19.499 --> 01:25:20.880]  So now let's get into the meat of it.
[01:25:20.880 --> 01:25:23.861]  We already mentioned how people like Stephen Colbert are actors.
[01:25:23.861 --> 01:25:31.445]  They pose as newscasters and then put out their disinformation and attack the truly independent news.
[01:25:31.445 --> 01:25:32.526]  It's the same thing with
[01:25:33.707 --> 01:25:35.089]  SNL and NBC.
[01:25:35.089 --> 01:25:49.666]  They've got a talented actor, Alec Baldwin, up there as a classical straw man, posing as Donald Trump, and then projecting onto that straw man a complete and total fiction.
[01:25:49.666 --> 01:25:53.950]  And we're going to expose at the end of this the plagiarism of SNL.
[01:25:54.963 --> 01:25:56.585]  Now let's break down the skit itself.
[01:26:11.940 --> 01:26:14.183]  Now, this is a lie on many fronts.
[01:26:14.183 --> 01:26:22.071]  Obviously, they're saying that it's the Russians and that Trump is an agent of the Russians, when no real proof has ever been given of that, and it's a clear fraud.
[01:26:22.071 --> 01:26:26.096]  He's simply trying to turn our economy back on and restore our sovereignty.
[01:26:26.096 --> 01:26:27.758]  And it's the corporate globalists
[01:26:28.018 --> 01:26:42.803]  Who admit they're trying to set up a world government that is unelected, unaccountable, with diplomatic immunity above the law, that is absorbing nation states all over the world, and actually appointing Goldman Sachs heads as presidents in places like Italy.
[01:26:42.803 --> 01:26:55.647]  So Trump's actually trying to maintain our sovereignty, trying to restore our republic, trying to have the American people actually be in charge of their destiny, so they invert it with a skit where aliens have attacked
[01:26:56.167 --> 01:27:00.868]  And the president is the reason that we're losing and we're falling and we're failing.
[01:27:00.868 --> 01:27:07.489]  And that, again, we're all surrounded by the aliens because the whole country has been taken over by them.
[01:27:07.489 --> 01:27:14.351]  When in truth, if you look at the maps of the country, it's the Democrats and the blue areas that are actually completely surrounded.
[01:27:14.351 --> 01:27:20.412]  And Trump is trying to restore national sovereignty in the final beachhead of the globalist, Washington, D.C.
[01:27:21.835 --> 01:27:31.841]  Then, with incredible disdain for their viewers, act like Trump is completely insane because he brags that he's brought back coal to America and who cares about coal?
[01:27:31.841 --> 01:27:32.701]  What should we do?
[01:27:32.701 --> 01:27:34.342]  Okay, here's what we do.
[01:27:34.342 --> 01:27:35.803]  Here's what we're gonna do.
[01:27:35.803 --> 01:27:39.945]  We are going to bring coal back, okay?
[01:27:39.945 --> 01:27:43.267]  We're gonna have so much coal, you're gonna say, where did all this coal come from?
[01:27:44.574 --> 01:27:46.515]  Well, we have enough coal for 2,000 years.
[01:27:46.515 --> 01:27:48.417]  We have enough oil for maybe 50.
[01:27:48.417 --> 01:27:50.538]  And coal is much cheaper.
[01:27:50.538 --> 01:27:57.203]  And before they started getting rid of coal eight years ago, our energy prices for electricity were about half as much.
[01:27:57.203 --> 01:28:04.588]  So if you were outside aliens trying to turn the planet off and trying to starve the people, you would actually get rid of coal.
[01:28:04.588 --> 01:28:08.511]  Because if we run out of electricity, billions of people will die.
[01:28:08.871 --> 01:28:15.435]  So the first thing an outside force that's waging war against you does is turn off your main energy supply.
[01:28:15.435 --> 01:28:18.437]  Yes, we are dealing with a highly advanced species here.
[01:28:18.437 --> 01:28:20.078]  They're from Zorbalat 9.
[01:28:20.078 --> 01:28:21.378]  Their ships are invisible.
[01:28:21.378 --> 01:28:22.479]  They're telepathic.
[01:28:22.479 --> 01:28:23.460]  Okay.
[01:28:23.460 --> 01:28:26.521]  No, we don't know that they are from Zorbalat 9.
[01:28:26.521 --> 01:28:30.624]  I've actually heard Zorbalat 9 is very beautiful, very fantastic.
[01:28:30.624 --> 01:28:33.486]  Oh my God, does he have business ties on Zorbalat 9?
[01:28:35.538 --> 01:28:37.919]  And they're not just tying Trump to the Russians.
[01:28:37.919 --> 01:28:43.762]  They're implying that the Russians have militarily attacked us and have all this advanced technology and have surrounded us.
[01:28:43.762 --> 01:28:47.724]  Again, all of it is basically a perfect lie.
[01:28:47.724 --> 01:28:51.445]  The entire thing is reality inverted, and I'm coming to that in a moment.
[01:28:51.445 --> 01:28:53.586]  Sir, sir, I have some terrible news.
[01:28:53.586 --> 01:28:54.647]  New York City has been attacked.
[01:28:58.795 --> 01:29:11.002]  Liberal teachers and professors have acquired a monopoly on university jobs to the extent they don't tend to hire conservative-leaning professors, creating an echo chamber for radicalization.
[01:29:11.002 --> 01:29:15.044]  They fail to offer a politically diverse assortment of professors.
[01:29:15.044 --> 01:29:23.249]  Therefore, students get indoctrinated with a leftist ideology with the false impression that they are hearing from diverse points of view.
[01:29:23.869 --> 01:29:37.759]  Well, at the same time, students find themselves looking at conservative culture in bewilderment, confused, projecting onto it a false impression that being conservative is bigoted, racist, intolerant, and must be stopped.
[01:29:37.759 --> 01:29:53.150]  As this hyper-normalized political ideology of the left continues to crumble, we should expect to see further mass hysteria as a symptom, while impressionable young people lose the false sense of security they once had in their unsustainable beliefs.
[01:29:53.370 --> 01:29:56.168]  This is Millie Weaver reporting for InfoWars.com.
[01:29:59.633 --> 01:30:10.521]  National Defense Labs and Citizen Armor has given InfoWars the exclusive on distributing to the American people the true next generation in body armor.
[01:30:10.521 --> 01:30:18.307]  Basically what we're bringing to the InfoWars team is a new line of dynamic, lightweight body armor.
[01:30:18.307 --> 01:30:24.232]  It is lighter, more flexible, easier to wear, more comfortable, and stronger than anything else on the market.
[01:30:24.312 --> 01:30:30.494]  You said when you talked to people that have been using this, actually testing it for years, people that currently have tested it for us, they didn't just say outstanding.
[01:30:30.494 --> 01:30:31.475]  What did they really say about it?
[01:30:31.475 --> 01:30:34.296]  They want to know how do they get it, where do they find it.
[01:30:34.296 --> 01:30:38.038]  A lot of my law enforcement official buddies want to know the same thing.
[01:30:38.038 --> 01:30:40.959]  The backpack body armor is only $200.
[01:30:40.959 --> 01:30:42.819]  I mean, it's unbelievable.
[01:30:42.819 --> 01:30:43.840]  It's a quarter inch thick.
[01:30:43.840 --> 01:30:44.980]  It's got a 20-year warranty.
[01:30:44.980 --> 01:30:45.641]  It's waterproof.
[01:30:45.641 --> 01:30:46.121]  You can wear it.
[01:30:46.121 --> 01:30:46.801]  It's comfortable.
[01:30:46.801 --> 01:30:48.922]  And we shot everything you can imagine on it.
[01:30:48.922 --> 01:30:53.404]  Again, fund the info or get the game-changing Nanotech Tubes.
[01:30:53.404 --> 01:30:54.064]  It's a win-win.
[01:30:54.264 --> 01:30:55.545]  Two hundred dollars.
[01:30:55.545 --> 01:30:58.448]  Go check out all their different products at InfoWarsTour.com.
[01:30:58.448 --> 01:30:59.870]  It's amazing.
[01:30:59.870 --> 01:31:01.792]  It's not just our water we need to filter.
[01:31:01.792 --> 01:31:03.794]  It's not just our food that needs to be cleaned.
[01:31:03.794 --> 01:31:06.697]  It's the air we're breathing, especially for our children.
[01:31:06.697 --> 01:31:09.260]  The artificial particulates, the chemicals.
[01:31:09.600 --> 01:31:12.761]  is absolutely weighing down our immune systems.
[01:31:12.761 --> 01:31:21.945]  The same team based right here in America that brought you the Alexa Pure Groundbreaking Water Filtration Systems have now developed Alexa Pure Breeze.
[01:31:21.945 --> 01:31:29.467]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children to do the best job you can to purify your air.
[01:31:29.467 --> 01:31:37.511]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[01:31:37.511 --> 01:31:38.451]  The general public doesn't.
[01:31:39.688 --> 01:31:43.051]  The Alexa Pure Breeze would be a steal at $300, $400, $500.
[01:31:43.051 --> 01:31:47.194]  One of these systems can keep 800 square feet incredibly clean.
[01:31:47.194 --> 01:31:53.919]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[01:31:53.919 --> 01:31:58.002]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[01:32:00.276 --> 01:32:08.718]  Today we call it bone broth, and for thousands of years our ancestors enjoyed its benefits before it became lost to our modern diets of processed junk.
[01:32:08.718 --> 01:32:21.662]  We are now introducing Caveman by Infowarslife.com, the ultimate in true paleo nutrition with bone broth, turmeric root, chaga mushroom, and seven total primal superfoods in a single, great-tasting formula.
[01:32:21.662 --> 01:32:22.502]  Caveman.
[01:32:22.502 --> 01:32:29.684]  It's those people living in the wilds having to actually build civilization that are our superior ancestors, and we need to do everything we can to recapture that.
[01:32:29.984 --> 01:32:33.125]  Everyone knew that you used all the parts of the animal.
[01:32:33.125 --> 01:32:38.287]  You used the meat for sustenance, the fat for cooking, but you used the bones for strength.
[01:32:38.287 --> 01:32:46.430]  From the outside structure full of minerals and key cofactors to the marrow that produces the blood for the body, this is the engine of the life essence.
[01:32:46.430 --> 01:32:54.193]  I'm a long way from the caveman my ancestors were, but I'm sure as hell trying to get back to that essence that made us what we were, and this is a big part of it.
[01:32:54.193 --> 01:32:59.015]  I know you're going to want to check out Caveman Ultimate Paleo Formula for yourself in 4WarsLive.com today.
[01:33:03.252 --> 01:33:05.868]  You're listening to The Alex Jones Show.
[01:33:14.881 --> 01:33:18.984]  Resistance to tyrants is obedience to God.
[01:33:18.984 --> 01:33:21.765]  It's Alex Jones.
[01:33:21.765 --> 01:33:25.428]  You can run on for a long time.
[01:33:25.428 --> 01:33:28.369]  Run on for a long time.
[01:33:28.369 --> 01:33:31.251]  Run on for a long time.
[01:33:31.251 --> 01:33:34.233]  Sooner or later gotta cut you down.
[01:33:34.233 --> 01:33:36.615]  Sooner or later gotta cut you down.
[01:33:39.186 --> 01:33:44.988]  The Russians have militarily attacked us and have all this advanced technology and have surrounded us.
[01:33:44.988 --> 01:33:48.990]  Again, all of it is basically a perfect lie.
[01:33:48.990 --> 01:33:51.270]  The entire thing is reality inverted.
[01:33:51.270 --> 01:33:53.371]  I'm coming to that in a moment.
[01:33:53.371 --> 01:33:54.912]  Sir, I have some terrible news.
[01:33:54.912 --> 01:34:00.614]  New York City has been attacked and Trump Hotel has been completely destroyed, causing 50 million dollars in damage.
[01:34:00.614 --> 01:34:03.255]  More like a billion dollars.
[01:34:03.255 --> 01:34:06.516]  Well, luckily no lives were lost because no one was staying at the hotel.
[01:34:06.516 --> 01:34:07.096]  That's not true.
[01:34:13.837 --> 01:34:15.158]  That's not true.
[01:34:15.158 --> 01:34:16.700]  Everyone loves to stay at my hotel.
[01:34:16.700 --> 01:34:21.304]  I'm sure a bunch of really top-shelf, very classy people died there.
[01:34:21.304 --> 01:34:36.819]  Then there's classical economic warfare against the Trump Organization and attempts to say the food is horrible in their facilities, that no one's staying at the Trump Towers, when the evidence shows his private corporate interests are actually expanding and are more successful than ever.
[01:34:37.679 --> 01:34:40.121]  I actually heard the aliens are already here.
[01:34:40.121 --> 01:34:42.342]  They've been hiding in this country for hundreds of years.
[01:34:42.342 --> 01:34:43.203]  It's a fact.
[01:34:43.203 --> 01:34:45.064]  They're shapeshifters.
[01:34:45.064 --> 01:34:47.205]  They look like regular people, but they're aliens.
[01:34:47.205 --> 01:34:49.127]  Look, there's one right there.
[01:34:49.127 --> 01:34:49.347]  What?
[01:34:49.347 --> 01:34:54.730]  I am not an alien!
[01:34:54.730 --> 01:34:58.273]  Here she is, and so is the woman next to her, right there.
[01:34:58.273 --> 01:34:59.714]  Oh, okay, no.
[01:35:02.287 --> 01:35:10.116]  One of the biggest lies is when strawman Alec Baldwin, playing the part of Donald Trump, points at not one but two black women in U.S.
[01:35:10.116 --> 01:35:15.782]  military uniform and says basically, they're not humans, they're aliens, they're not people.
[01:35:15.782 --> 01:35:20.407]  Total racism put in the mouth of the fake Donald Trump.
[01:35:20.407 --> 01:35:23.030]  And they're in uniform, so it has a doubling effect.
[01:35:24.127 --> 01:35:32.169]  And what's crazy is all of these lies are so clear, so visible, so easily refuted, but the media thinks you're stupid.
[01:35:32.169 --> 01:35:39.651]  Take the fact that they show the so-called president, Alec Baldwin, not being able to say the Pledge of Allegiance.
[01:35:39.651 --> 01:35:43.191]  Something, of course, that he's been promoting and the flag and sovereignty.
[01:35:43.191 --> 01:35:49.973]  So they take one of his strongest points and then show him unable, in a total lie, to say the Pledge of Allegiance.
[01:35:51.317 --> 01:35:53.859]  Now join me in the Pledge of Allegiance.
[01:35:53.859 --> 01:36:09.955]  I pledge allegiance to the flag of the United States of America and to the Republic for which it stands, one nation, under God, indivisible, with liberty and justice for all.
[01:36:11.084 --> 01:36:14.085]  But they're not just lying about President Trump with this whole Pledge of Allegiance thing.
[01:36:14.085 --> 01:36:24.590]  They're hoping you don't remember that it was Hillary in all these speeches that had one nation under God removed and then would falsely put out an incorrect version.
[01:36:24.590 --> 01:36:34.635]  Only Hillary can bring us together as one nation, indivisible, with liberty and justice for all.
[01:36:39.287 --> 01:36:46.572]  Or that President Obama, famously, in many speeches, wouldn't cover his heart with his hand during the pledge.
[01:36:46.572 --> 01:36:51.075]  So everything they say Trump is, they are, and worse.
[01:36:51.075 --> 01:36:53.936]  Sir, where are you getting this information?
[01:36:53.936 --> 01:36:56.018]  From a very reputable source.
[01:36:56.018 --> 01:36:57.118]  What, the FBI?
[01:36:57.118 --> 01:36:57.959]  The CIA?
[01:36:57.959 --> 01:36:59.040]  Info Wars.
[01:36:59.040 --> 01:37:01.901]  It's a radio show hosted by Alex Jones.
[01:37:01.901 --> 01:37:05.424]  You know he's legit, because he's always taking off his shirt, okay?
[01:37:06.465 --> 01:37:20.647]  That is why I hereby demand, sorry, I hereby bedand, sorry, I hereby debede, sorry, I Gigi Hadid, that we launch a full investigation into these two aliens right now.
[01:37:22.065 --> 01:37:27.887]  And then of course, where did the straw man president get this information that the black ladies weren't human?
[01:37:27.887 --> 01:37:29.288]  They got it from me!
[01:37:29.288 --> 01:37:33.089]  Oh my gosh, the fake news that needs to be banned!
[01:37:33.089 --> 01:37:36.370]  Oh, and InfoWars also supposedly believes in shapeshifters.
[01:37:36.370 --> 01:37:37.891]  Totally made up!
[01:37:37.891 --> 01:37:48.715]  So, they project their lies on the free press and want to use InfoWars as the symbol because it's one of their main enemies of what they want to ban, shut down, and discredit.
[01:37:49.784 --> 01:37:59.406]  And finally, our thespian actor cowards at SNL zero in on Donald John Trump's greatest attribute.
[01:37:59.406 --> 01:38:17.371]  The fact that he's a trailblazer, has such incredible courage, and stood up against the entire MSM, the globalists, the foreign governments, the communist Chinese, the Saudi Arabians, the EU, the Mexican presidents, all of it, and rallied the American people to begin restoring our republic.
[01:38:18.183 --> 01:38:19.764]  Humans!
[01:38:19.764 --> 01:38:21.665]  Resistance is futile!
[01:38:21.665 --> 01:38:25.547]  Take me to your leader!
[01:38:25.547 --> 01:38:27.588]  It's him!
[01:38:27.588 --> 01:38:28.868]  He's the president!
[01:38:28.868 --> 01:38:29.589]  No, I'm not!
[01:38:29.589 --> 01:38:30.249]  You are!
[01:38:30.249 --> 01:38:30.729]  Really?
[01:38:30.729 --> 01:38:32.851]  This is gonna be so easy!
[01:38:33.971 --> 01:38:40.356]  When the aliens come in and say, take us to your leader, Trump is a coward and shakes in fear and tries to escape.
[01:38:40.356 --> 01:38:52.467]  When in truth, he's the first president in 50 plus years to march at the head of a motorcade with his enemies literally trying to tear down the gates to go after him just 50 yards away.
[01:38:52.467 --> 01:38:54.729]  He stood up to him with will.
[01:38:54.729 --> 01:39:02.075]  He went through all the boycotts, all the attacks, all the demonizations, people trying to climb over the White House fence last night, all of it.
[01:39:03.035 --> 01:39:05.177]  And they say he's a coward.
[01:39:05.177 --> 01:39:06.678]  Unbelievable.
[01:39:06.678 --> 01:39:12.121]  Even if you hate Donald Trump and believe MSM lies, nobody can say that this guy's a coward.
[01:39:12.121 --> 01:39:17.225]  When he calls people up from giant crowds onto the stage with him, not even knowing what they're going to say.
[01:39:17.225 --> 01:39:24.050]  When he goes out and stands up and gets in the face of these tyrants that think they've dominated and control this country.
[01:39:24.050 --> 01:39:26.892]  For SNL to go that low shows you
[01:39:27.512 --> 01:39:30.774]  What pieces of cowardly trash they really are.
[01:39:30.774 --> 01:39:38.697]  And they're projecting everything they stand for onto Donald Trump, onto Infowars, and onto the American people.
[01:39:38.697 --> 01:39:42.819]  So I talked at the start about this big awakening, this big epiphany I had this morning.
[01:39:42.819 --> 01:39:44.220]  So let's recap and then go over it.
[01:39:45.461 --> 01:39:49.643]  He wants to bring back our cheap energy that's clean and good, and help our country.
[01:39:49.643 --> 01:39:56.706]  They call that bizarre and kooky, when again, it's the globalists that have cut off our energy under the whole carbon tax plan.
[01:39:56.706 --> 01:40:09.872]  They rehash the disproven lies about Russia, when the globalists are the ones coming in and conquering our country, and it's Trump that actually has Washington surrounded, and he's got a beachhead right in the middle of it at Pennsylvania Avenue in the White House.
[01:40:10.592 --> 01:40:17.398]  We've got the economic warfare saying his hotels are empty and he's basically going bankrupt, hoping people hear that and don't support him.
[01:40:17.398 --> 01:40:17.999]  Incredible!
[01:40:17.999 --> 01:40:19.780]  More lies, more attacks.
[01:40:19.780 --> 01:40:27.627]  They lie and say that he doesn't know the Pledge of Allegiance, when it's the Democrats that have actually changed the Pledge of Allegiance and won't put their hands over their hearts.
[01:40:27.627 --> 01:40:34.734]  They finally tell a little bit of truth and say he gets his info, some of it from InfoWars, but then lie about what the info is coming from InfoWars.
[01:40:35.666 --> 01:40:52.243]  And then they invert reality again and show Trump as a coward and who isn't willing to stand up against opposition when the globalists that are alien to sovereign states and independent peoples are the actual real threat taking over our country and enslaving our people.
[01:40:52.243 --> 01:40:58.090]  And Donald Trump is our champion, boldly standing against it, so they invert reality and say he's a coward.
[01:40:58.770 --> 01:41:05.597]  Globalism is the outside force, alien to our families, alien to our way of life, our elected government.
[01:41:05.597 --> 01:41:11.402]  Trump killed the alien TPP that put us under multinational control the first week he was in office.
[01:41:11.402 --> 01:41:16.547]  Trump is standing against the true threat to our independence, our prosperity, and our future.
[01:41:17.248 --> 01:41:26.672]  And the epiphany is that they're not just twisting what we say, they're taking what we say word for word about the globalists and turning it around and putting it on us.
[01:41:26.672 --> 01:41:28.733]  They are plagiarists.
[01:41:28.733 --> 01:41:33.235]  They don't even have original thoughts in their parasitic minds.
[01:41:33.235 --> 01:41:33.755]  They are
[01:41:35.413 --> 01:41:42.315]  Attempting to create a false reality for themselves and their dumbed-down minions.
[01:41:42.315 --> 01:41:44.916]  The truth is, the joke's on SNL.
[01:41:44.916 --> 01:41:50.718]  They've had to stoop to the level of actors dressing up as other people and then putting words in their mouth.
[01:41:51.418 --> 01:41:56.561]  And the numbers show that the globalists understand corporate world government is collapsing.
[01:41:56.561 --> 01:41:59.802]  It is being overturned across the world.
[01:41:59.802 --> 01:42:12.268]  And people like Alec Baldwin are just being used in rear-guard actions by the technocrats while they take their stolen wealth and haul ass to places like Kauai, Hawaii, and of course, places like Tasmania, Australia.
[01:42:12.268 --> 01:42:14.589]  I mean, the globalists admit they're evacuating.
[01:42:14.589 --> 01:42:15.770]  They know they've already lost.
[01:42:16.090 --> 01:42:22.915]  They know they're run by old Nazi collaborators like George Soros, and you people that have been part of this are absolute shames.
[01:42:22.915 --> 01:42:27.057]  To everybody else that's waking up, thank you so much for joining the resistance.
[01:42:27.057 --> 01:42:35.923]  I'm Alex Jones, and I hope all of you will visit InfoWars.com today and find out the truth about what we're saying, not what Alec Baldwin claims we're saying.
[01:42:58.895 --> 01:43:00.497]  Vitamin Mineral Fusion.
[01:43:00.497 --> 01:43:03.079]  Visit InfoWarsLife.com to secure your canister.
[01:43:03.079 --> 01:43:10.586]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[01:43:10.586 --> 01:43:20.875]  Vitamin Mineral Fusion Drink Mix at InfoWarsLife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[01:43:21.215 --> 01:43:29.061]  In the history of InfoWars life, we've brought out a lot of amazing products like Survival Shield X2, Super Mel Vitality, and so many others.
[01:43:29.061 --> 01:43:39.269]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[01:43:39.269 --> 01:43:41.310]  And this part is most important.
[01:43:41.310 --> 01:43:47.775]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standards.
[01:43:48.115 --> 01:43:49.537]  That means it's clean.
[01:43:49.537 --> 01:43:50.678]  That means it's pure.
[01:43:50.678 --> 01:43:53.581]  And rest secured, you're fighting the tip of the spear in the InfoWars.
[01:43:53.581 --> 01:43:56.384]  That's InfoWarsLives.com and Vitamin Mineral Fusion.
[01:43:56.384 --> 01:43:58.627]  Take action now before we sell out.
[01:43:58.627 --> 01:44:03.412]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[01:44:03.672 --> 01:44:12.515]  Yongevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[01:44:12.515 --> 01:44:16.456]  Yongevity also offers you an ingenious way to augment your income.
[01:44:16.456 --> 01:44:17.256]  And the best part?
[01:44:17.256 --> 01:44:20.117]  You'll be helping your friends and family along the way.
[01:44:20.117 --> 01:44:22.738]  Visit InfoWarsTeam.com today.
[01:44:22.738 --> 01:44:23.518]  Become a member.
[01:44:23.518 --> 01:44:27.579]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[01:44:27.799 --> 01:44:34.522]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[01:44:34.522 --> 01:44:35.483]  Another win-win.
[01:44:35.483 --> 01:44:39.224]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[01:44:39.224 --> 01:44:40.465]  And you can be too.
[01:44:40.465 --> 01:44:41.025]  It's simple.
[01:44:41.025 --> 01:44:43.947]  Just go to Infowarsteam.com today.
[01:44:43.947 --> 01:44:46.068]  Complete a short sign-up and you're part of the team.
[01:44:46.068 --> 01:44:49.309]  That's Infowarsteam.com or Infowarshealth.com.
[01:44:49.309 --> 01:44:55.632]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[01:44:55.632 --> 01:44:56.933]  Check it out for yourself today.
[01:44:59.761 --> 01:45:01.582]  Today, we call it bone broth.
[01:45:01.582 --> 01:45:08.185]  And for thousands of years, our ancestors enjoyed its benefits before it became lost to our modern diets of processed junk.
[01:45:08.185 --> 01:45:11.347]  We are now introducing Caveman by InfoWarsLive.com.
[01:45:11.347 --> 01:45:21.131]  The ultimate in true paleo nutrition with bone broth, turmeric root, chaga mushroom, and seven total primal superfoods in a single, great-tasting formula.
[01:45:21.131 --> 01:45:21.972]  Caveman.
[01:45:21.972 --> 01:45:27.034]  It's those people living in the wilds having to actually build civilization that are our superior ancestors.
[01:45:27.034 --> 01:45:29.155]  And we need to do everything we can to recapture that.
[01:45:29.455 --> 01:45:32.616]  Everyone knew that you used all the parts of the animal.
[01:45:32.616 --> 01:45:37.738]  You used the meat for sustenance, the fat for cooking, but you used the bones for strength.
[01:45:37.738 --> 01:45:45.781]  From the outside structure full of minerals and key cofactors, to the marrow that produces the blood for the body, this is the engine of the life essence.
[01:45:45.781 --> 01:45:53.684]  I'm a long way from the caveman my ancestors were, but I'm sure as hell trying to get back to that essence that made us what we were, and this is a big part of it.
[01:45:53.684 --> 01:45:58.486]  I know you're going to want to check out Caveman Ultimate Paleo Formula for yourself at ForrestLife.com today.
[01:46:00.390 --> 01:46:05.873]  The reason InfoWarsLive has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[01:46:05.873 --> 01:46:06.713]  I take this.
[01:46:06.713 --> 01:46:07.834]  My family takes this.
[01:46:07.834 --> 01:46:12.116]  And then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[01:46:12.116 --> 01:46:16.578]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[01:46:16.738 --> 01:46:21.361]  If I ever forget to take them, I have a noticeable difference.
[01:46:21.361 --> 01:46:22.502]  I don't feel good.
[01:46:22.502 --> 01:46:26.244]  The nascent iodine is one of the ones that was life-changing for me.
[01:46:26.244 --> 01:46:28.946]  Yeah, I actually have just run out of my Super Female.
[01:46:28.946 --> 01:46:34.750]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[01:46:34.750 --> 01:46:37.712]  Very exciting, feeling great, looking good.
[01:46:37.712 --> 01:46:41.254]  And I know my hair is luxurious once again.
[01:46:41.254 --> 01:46:43.476]  So, obviously, the Super Female is amazing.
[01:46:43.476 --> 01:46:43.836]  I love it.
[01:46:43.996 --> 01:46:46.797]  Nascent Iodine is essential.
[01:46:46.797 --> 01:46:47.817]  Survival Shield X2.
[01:46:47.817 --> 01:46:53.459]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[01:46:53.459 --> 01:46:55.640]  It's got a five-star rating.
[01:46:55.640 --> 01:47:03.322]  It's a win-win in fullwarslife.com.
[01:47:03.322 --> 01:47:05.983]  You're listening to the Alex Jones Show.
[01:47:21.155 --> 01:47:28.738]  Live from the Infowars.com studios, it's Alex Jones.
[01:47:28.738 --> 01:47:32.440]  Trump's got eight years, we've already won.
[01:47:32.440 --> 01:47:35.201]  Oh, geez, come on.
[01:47:35.201 --> 01:47:36.341]  The proof's in the pudding.
[01:47:36.341 --> 01:47:38.442]  I agree, that's why they're so pissed.
[01:47:38.442 --> 01:47:43.364]  And I notice, even in the last couple weeks, it's starting to go down a little bit.
[01:47:43.364 --> 01:47:45.545]  You notice the intensity's ratcheting down.
[01:47:45.545 --> 01:47:48.046]  Remember- Skip the break.
[01:47:50.069 --> 01:47:57.534]  What was it, last Friday, when everything was going crazy about Jeff Sessions recusing himself and all that?
[01:47:57.534 --> 01:48:00.596]  And come Monday, no one even mentioned that?
[01:48:00.596 --> 01:48:01.836]  Why is that?
[01:48:01.836 --> 01:48:02.977]  Cuz it's all pure baloney.
