[00:00:15.230 --> 00:00:16.891]  This perfect storm.
[01:38:21.155 --> 01:38:28.701]  Trump goes out and does this, and not only do the two nominations for the Nobel Peace Prize get ignored, but the peace deals pretty much get ignored.
[01:38:28.701 --> 01:38:33.344]  But then when Biden does respond, again, I want your response to this, he says, oh, he did it by accident.
[01:38:33.344 --> 01:38:38.468]  So he's incompetent, he beat the whole political system, never running for office, and is a maverick.
[01:38:38.468 --> 01:38:43.051]  And now he keeps, and he turned the economy around, and Krugman said we never hit 3%, no magic wand, went to 3.8.
[01:38:44.453 --> 01:38:46.357]  And now he gets all these peace deals.
[01:38:46.357 --> 01:38:50.305]  Wow, so this horrible, incompetent idiot has just defeated all these people.
[01:38:50.305 --> 01:38:52.570]  That means they are lower than whale crap.
[01:38:53.686 --> 01:38:58.510]  Well, it is just very typical of the elitism of Joe Biden.
[01:38:58.510 --> 01:39:14.604]  Look, before he was slipping mentally, he was a loudmouth, blowhard, braggart, wrong about virtually every foreign policy issue during his time in the Senate, took credit for things he had nothing whatsoever to do with.
[01:39:14.604 --> 01:39:17.027]  For example, I marched with Dr. King.
[01:39:17.027 --> 01:39:18.648]  Hey Joe, no you didn't.
[01:39:18.648 --> 01:39:19.949]  That's BS.
[01:39:19.949 --> 01:39:20.630]  Very typical.
[01:39:21.410 --> 01:39:28.553]  But now that he is slipping mentally, and I think that's a fair thing to say, he has not lost that elitism.
[01:39:28.553 --> 01:39:34.555]  See, they look down on Donald Trump just like they look down on the people who voted for him.
[01:39:34.555 --> 01:39:37.216]  They're smarter than we are, the elites.
[01:39:37.216 --> 01:39:41.297]  We have no business even having an opinion about how the country should be governed.
[01:39:42.372 --> 01:39:48.377]  And we both understand that Donald Trump is an interruption in the war continuum.
[01:39:48.377 --> 01:39:53.380]  In other words, it didn't matter whether our presidents were Republicans or Democrats, it was immaterial.
[01:39:53.380 --> 01:39:56.362]  Bush, Clinton, Bush, Obama.
[01:39:56.362 --> 01:40:00.805]  Endless foreign war, where our inherent national interests were never clear.
[01:40:00.805 --> 01:40:02.967]  It was not... There's always a problem with globalism.
[01:40:02.967 --> 01:40:05.409]  Let me raise this, because get into Donald Trump's character.
[01:40:05.409 --> 01:40:08.571]  The fact that when he straight shoots on a business deal, they always call him a liar.
[01:40:09.815 --> 01:40:11.336]  They know he actually does what he says he'll do.
[01:40:11.336 --> 01:40:14.357]  Talk about Trump's psychology and what he really wants.
[01:40:14.357 --> 01:40:15.558]  They say it's just green money.
[01:40:15.558 --> 01:40:16.538]  I don't believe that.
[01:40:16.538 --> 01:40:24.042]  I understand that Trump has a larger destiny, a larger view, but these foreign leaders know that when Trump tells them something, that's what he really thinks.
[01:40:24.042 --> 01:40:25.482]  Everybody knows that about Trump.
[01:40:25.482 --> 01:40:26.423]  Isn't that refreshing?
[01:40:26.423 --> 01:40:28.844]  Isn't that what people want?
[01:40:28.844 --> 01:40:37.368]  Well, to the extent that the president thinks about his legacy, and I'm sure he does, what greater legacy could you have than Peacemaker?
[01:40:38.504 --> 01:40:42.145]  Donald Trump ran for president as an anti-war candidate.
[01:40:42.145 --> 01:40:45.886]  It was the most important plank in his platform.
[01:40:45.886 --> 01:41:00.950]  The American people were tired of spending billions and losing the lives of men and women in these endless foreign wars that were used by the Bushes, not to fight for democracy, but to fight for either oil or for political advantage.
[01:41:00.950 --> 01:41:02.090]  The people were fed up with it.
[01:41:02.794 --> 01:41:09.118]  And at every step during his administration, which the president has tried to keep his promise to withdraw our troops.
[01:41:09.118 --> 01:41:12.439]  Shouldn't the left be bending over backwards to support Trump?
[01:41:12.439 --> 01:41:13.700]  They're now the war party.
[01:41:13.700 --> 01:41:17.042]  I see national polls that Democrats want more war now.
[01:41:17.042 --> 01:41:18.663]  Yeah, there's no question.
[01:41:18.663 --> 01:41:19.964]  Everything is backwards.
[01:41:19.964 --> 01:41:22.645]  The Democrats were once big on civil liberties.
[01:41:22.645 --> 01:41:25.527]  Now they love the FBI spying on everybody.
[01:41:25.527 --> 01:41:27.828]  The Democrats used to be against war.
[01:41:27.828 --> 01:41:31.370]  Now they think foreign war is the greatest thing since sliced bread.
[01:41:32.664 --> 01:41:35.586]  They used to be against censorship.
[01:41:35.586 --> 01:41:38.448]  Now, Alex Jones, we've got to censor him.
[01:41:38.448 --> 01:41:42.311]  We can't let him speak because we can't defeat his ideas.
[01:41:42.311 --> 01:41:45.254]  We can't even compete with his ideas.
[01:41:45.254 --> 01:41:46.955]  So we've got to shut him up.
[01:41:46.955 --> 01:41:47.976]  They're fascists.
[01:41:47.976 --> 01:41:50.258]  That's really what it comes down to.
[01:41:50.258 --> 01:41:52.600]  None worse than Twitter and Facebook.
[01:41:52.600 --> 01:41:54.581]  These people are hypocrites.
[01:41:54.581 --> 01:41:56.102]  But we're winning anyway.
[01:41:56.102 --> 01:41:57.684]  There's the irony of it.
[01:41:57.684 --> 01:42:00.346]  Because you cannot stop the power of an idea
[01:42:01.292 --> 01:42:06.202]  And because Donald Trump, thank God, has the bully pulpit and they can't silence him.
[01:42:06.937 --> 01:42:11.100]  And he speaks from the heart, and he understands where the people are.
[01:42:11.100 --> 01:42:13.861]  The people are tired of these riots in our cities.
[01:42:13.861 --> 01:42:15.622]  They're tired of the violence.
[01:42:15.622 --> 01:42:17.823]  They're tired of the lies.
[01:42:17.823 --> 01:42:20.505]  They're tired of the foreign wars.
[01:42:20.505 --> 01:42:21.806]  They really are fed up.
[01:42:21.806 --> 01:42:24.868]  I think the silent majority is gaining in strength.
[01:42:24.868 --> 01:42:25.468]  No, I agree.
[01:42:25.468 --> 01:42:26.469]  Roger Stone's on fire.
[01:42:26.469 --> 01:42:28.110]  I was gonna let him go now, but he's got some time.
[01:42:28.110 --> 01:42:31.592]  We're gonna do one more segment, and then this show ends, and Owen Shorter takes over with...
[01:42:32.532 --> 01:42:34.934]  Sunday live, only six minutes of ads.
[01:42:34.934 --> 01:42:36.815]  Gonna take a lot of calls, special guests.
[01:42:36.815 --> 01:42:40.698]  I'm gonna ask Roger then, because I know these messages will get to Trump.
[01:42:40.698 --> 01:42:42.179]  And by the way, I said he's in Reno.
[01:42:42.179 --> 01:42:45.581]  They're in Las Vegas tonight, excuse me.
[01:42:45.581 --> 01:42:46.742]  Teleprompter free, folks.
[01:42:46.742 --> 01:42:48.283]  I never lie to you.
[01:42:48.283 --> 01:42:49.945]  Consciously, I do make mistakes.
[01:42:49.945 --> 01:42:51.566]  He's in Las Vegas.
[01:42:51.566 --> 01:42:52.646]  Roger Stone, straight ahead.
[01:42:52.646 --> 01:42:53.027]  Stay with us.
[01:42:57.094 --> 01:43:00.537]  I don't want to be right about this prediction.
[01:43:00.537 --> 01:43:03.199]  In fact, it's not a prediction.
[01:43:03.199 --> 01:43:12.446]  It is a forecast that we continue down the economic road we're on globally with the ongoing COVID-19 lockdowns and the structure of productivity.
[01:43:12.446 --> 01:43:24.115]  It will continue to accelerate these ripple effects that are breaking down supply chains that will starve tens of millions of additional people in the third world and destroy decades of human infrastructure that's been built.
[01:43:24.115 --> 01:43:26.537]  It will annihilate the funding of that and put
[01:43:27.037 --> 01:43:31.058]  The entire first world in even deeper debt, which we're being maneuvered into.
[01:43:31.058 --> 01:43:44.282]  So I really think the smart move is to end all these lockdowns immediately and prosecute the people that launched the giant COVID scam, the giant COVID con game that's really just a big power grab.
[01:43:44.282 --> 01:43:49.943]  But in case we can't reverse all this, we better start digging in and getting storable food and getting prepared to be self-sufficient.
[01:43:49.943 --> 01:43:52.724]  Because that's the name of their game, is to make us dependent on them.
[01:43:52.724 --> 01:43:55.005]  So get self-sufficient now in fullwars.com.
[01:43:56.325 --> 01:44:10.177]  You know, listeners call into the show and they thank me, and it makes me feel pathetic, because I sit there and I beg you for support, constantly, for prayer, for financial support, and for word of mouth, and we're all in this together.
[01:44:10.177 --> 01:44:15.541]  And I, you know, it gets old having to come to you and say, hey, I got great products, please buy them or we won't be here on air.
[01:44:15.541 --> 01:44:16.242]  But it's true.
[01:44:16.242 --> 01:44:19.644]  We're the only media organization in the United States that promotes liberty at this level.
[01:44:20.385 --> 01:44:22.848]  That is not beholden to the big corporate sponsors.
[01:44:22.848 --> 01:44:24.930]  And they've harassed and almost shut down everybody else.
[01:44:24.930 --> 01:44:26.692]  They've crippled all the other groups.
[01:44:26.692 --> 01:44:27.573]  And we're still here.
[01:44:27.573 --> 01:44:31.977]  And as this whole New World Order comes out in the open, our credibility is going up.
[01:44:31.977 --> 01:44:33.619]  That's why we've got to be taken off air.
[01:44:33.619 --> 01:44:35.761]  That's why America has got to be taken down.
[01:44:35.761 --> 01:44:39.545]  You can't have all these other nations enslaved and America still quasi-free.
[01:44:40.146 --> 01:44:41.207]  You can't have InfoWars.
[01:44:41.207 --> 01:44:45.271]  It's been proven right being on air with all the craziness that's about to unfold.
[01:44:45.271 --> 01:44:47.373]  Because if you think stuff's bad now, just get ready.
[01:44:47.373 --> 01:44:48.675]  So thank you all.
[01:44:48.675 --> 01:44:50.056]  And get into InfoWarsTore.com.
[01:44:50.056 --> 01:44:53.500]  Get some great 2020 election shirts, supplements, and so much more.
[01:44:53.500 --> 01:44:55.262]  They're wonderful products, and they support the InfoWars.
[01:44:55.262 --> 01:44:55.522]  Thank you.
[01:44:57.256 --> 01:45:03.140]  I talk about all the horrible things that are happening, and I point out that the globalists are a eugenics death cult because it's true.
[01:45:03.140 --> 01:45:04.961]  I don't say it to scare you.
[01:45:04.961 --> 01:45:07.463]  A lot of people say, man, this show is dark.
[01:45:07.463 --> 01:45:11.205]  Well, you've got to know you're dealing with evil if you're going to defeat it.
[01:45:11.205 --> 01:45:18.430]  And if we just listen to the surface of what the NWO propagandists are saying, they have reasons to sell this garbage to the general public.
[01:45:18.430 --> 01:45:25.615]  But if you just scratch the surface, they're so arrogant, they've all written detailed blueprints of this plan.
[01:45:25.615 --> 01:45:27.036]  And more and more are being honest about it.
[01:45:27.776 --> 01:45:34.441]  Because there comes a point where, as David Icke says, they have to stop hiding it and start selling it.
[01:45:34.441 --> 01:45:37.303]  So we're at the point of the emergence now.
[01:45:37.303 --> 01:45:39.205]  And it's coming out in the open.
[01:45:39.205 --> 01:45:44.569]  And some people, under mass Stockholm Syndrome, are going to submit to any level of tyranny.
[01:45:44.569 --> 01:45:46.530]  But others are going to fight.
[01:45:46.530 --> 01:45:51.494]  This isn't like some old dictatorship that you could submit to it and join it and be okay.
[01:45:51.494 --> 01:45:52.014]  No.
[01:45:52.014 --> 01:45:55.016]  This thing is post-human exterminism.
[01:45:55.016 --> 01:45:55.857]  Research what that is.
[01:45:57.446 --> 01:46:20.793]  In Germany, in Australia, in Canada, and now even in Ohio, every blue state, every blue city is announcing that they are establishing emergency COVID centers for people that refuse to be tested or people that are tested but refuse to stay in place while the results are coming back or those that supposedly break quarantine.
[01:46:20.793 --> 01:46:26.615]  This, of course, is all based on the tests that are over 90% fraudulent and were designed to be so.
[01:46:27.395 --> 01:46:29.697]  This is a power grab.
[01:46:29.697 --> 01:46:33.100]  The world government globalist system is in trouble.
[01:46:33.100 --> 01:46:36.463]  All over the planet, free peoples are trying to pull out of it.
[01:46:36.463 --> 01:46:40.646]  And every blue area, I use the term blue as if in the U.S.
[01:46:40.646 --> 01:46:47.052]  for blue for Democrats, red for Republicans, is basically globalist or communist and authoritarian.
[01:46:47.052 --> 01:46:52.336]  And they are using this as their cover for an authoritarian takeover because they know the world's waiting to them.
[01:46:52.336 --> 01:46:54.138]  It's a very simple equation.
[01:46:54.138 --> 01:46:54.718]  It's illegal.
[01:46:54.718 --> 01:46:55.559]  We must resist it.
[01:46:59.099 --> 01:47:11.206]  You're listening to the Alex Jones Show.
[01:47:11.206 --> 01:47:15.409]  Roger Stone is live from Las Vegas, Nevada while Trump's giving a speech.
[01:47:15.409 --> 01:47:20.212]  There's a lot of intel there, a lot of research, a lot of meetings coming up tonight.
[01:47:23.055 --> 01:47:24.556]  I'm your host Alex Jones.
[01:47:24.556 --> 01:47:29.980]  Coming up, Owen Troyer and Sunday Live for two hours on the local radio stations that pick us up.
[01:47:29.980 --> 01:47:32.922]  And of course at Infowars.com forward slash show.
[01:47:32.922 --> 01:47:36.345]  Roger, I've never had cancer, thank God.
[01:47:36.345 --> 01:47:38.226]  But I've watched family die of it.
[01:47:38.226 --> 01:47:40.108]  And I see the battle against it.
[01:47:40.108 --> 01:47:46.753]  And I would describe globalism, the New World Order, just the pedophiles of the left,
[01:47:48.044 --> 01:47:49.565]  as cancer.
[01:47:49.565 --> 01:47:52.326]  It doesn't have a consciousness, it just wants to kill.
[01:47:52.326 --> 01:48:03.011]  And I see America fighting cancer, because you say, oh, the Democrats are desperate, that's why they're cheering for dead cops and shot cops, and that's why they want the country to fall, and chanting death to America.
[01:48:03.011 --> 01:48:05.372]  That's not far left, that's the mainline Democrats now.
[01:48:05.372 --> 01:48:06.292]  I'm around them.
[01:48:06.292 --> 01:48:06.813]  I see them.
[01:48:06.813 --> 01:48:07.993]  They're mentally ill.
[01:48:07.993 --> 01:48:15.717]  And I see a huge awakening of Hispanic Americans, black Americans, Catholic blue-collar workers, as you said, in the Rust Belt, purple states.
[01:48:16.497 --> 01:48:19.562]  So then we should be winning by a giant landslide despite fraud.
[01:48:19.562 --> 01:48:22.587]  So you're saying, hey, the globalists are desperate.
[01:48:22.587 --> 01:48:23.669]  I agree.
[01:48:23.669 --> 01:48:24.690]  But then you look at the numbers.
[01:48:24.690 --> 01:48:25.632]  We're neck and neck here.
[01:48:25.632 --> 01:48:28.036]  And I've never had so much.
[01:48:29.949 --> 01:48:32.811]  So much concern.
[01:48:32.811 --> 01:48:34.993]  The suspense, you can cut it with a damn knife.
[01:48:34.993 --> 01:48:39.637]  I mean, I am in just absolute berserker mode right now.
[01:48:39.637 --> 01:48:40.538]  I feel desperate.
[01:48:40.538 --> 01:48:41.638]  I feel like I should be doing more.
[01:48:41.638 --> 01:48:44.921]  I feel like I should be working 24 hours a day, but then I get exhausted.
[01:48:44.921 --> 01:48:47.343]  And then I see the same panic in the enemy.
[01:48:47.343 --> 01:48:48.664]  This is not a normal election.
[01:48:48.664 --> 01:48:51.506]  This is existential good versus evil crisis.
[01:48:51.506 --> 01:48:53.428]  Do you agree with that?
[01:48:53.428 --> 01:48:54.629]  I absolutely do.
[01:48:54.629 --> 01:48:58.412]  I think there are three factors that are reflected in these polls.
[01:48:59.127 --> 01:49:05.652]  First and foremost, of course, is the intimidation factor.
[01:49:05.652 --> 01:49:13.539]  The fact that because of the activities of an unhinged, corporately owned fake news media, people are afraid
[01:49:14.207 --> 01:49:21.032]  Yeah, there's that bullying overhang that you'll get shot or killed or screamed at.
[01:49:21.032 --> 01:49:23.574]  People watch BLM going to restaurants and attack families.
[01:49:23.574 --> 01:49:24.414]  We go, that'll turn them.
[01:49:24.414 --> 01:49:25.815]  No, no, that's intimidation.
[01:49:25.815 --> 01:49:26.856]  They think we're wimps.
[01:49:26.856 --> 01:49:28.657]  They think America, that's it.
[01:49:28.657 --> 01:49:31.219]  I don't think America will buy this type of intimidation.
[01:49:31.219 --> 01:49:34.041]  I expect us all to come together and throw these bullies off of us.
[01:49:44.366 --> 01:49:45.227]  Trump supporters.
[01:49:45.227 --> 01:49:53.598]  In fact, anybody who isn't a liberal on the social media platforms, which is impacting voter perception.
[01:49:53.598 --> 01:49:58.904]  And then lastly, of course, is the constant barrage of disinformation.
[01:49:58.904 --> 01:50:00.166]  Just lies.
[01:50:00.166 --> 01:50:03.330]  Let's take the Atlantic Magazine article, for example.
[01:50:03.979 --> 01:50:13.334]  First of all, the author of this article, Jeff Goldberg, has a long and colorful history of being completely dishonest and fabricating his reports.
[01:50:13.334 --> 01:50:17.000]  He's known as the King Daddy of the Iraq War that killed millions!
[01:50:18.067 --> 01:50:36.499]  Secondarily, having read the Atlantic Magazine coverage of my own trial, it was rife with inaccuracies, outrout lies, and when they reproduced actual screenshots of certain text messages, they edited them.
[01:50:36.499 --> 01:50:38.281]  So they weren't even authentic.
[01:50:38.281 --> 01:50:42.203]  They edited them to fit the false narrative of their story.
[01:50:42.203 --> 01:50:43.604]  It's absolutely outrageous.
[01:50:43.604 --> 01:50:46.006]  So what happens when the Democrats lose?
[01:50:46.006 --> 01:50:47.367]  And I believe they're going to lose
[01:50:48.187 --> 01:50:49.367]  Because of our prayer and action.
[01:50:49.367 --> 01:50:50.208]  What do they do next?
[01:50:50.208 --> 01:50:54.469]  Because I used to ask Gavin McInnes what peak craziness is, Roger.
[01:50:54.469 --> 01:50:56.869]  I don't think there is any peak craziness.
[01:50:56.869 --> 01:50:58.250]  Uh, peak craziness.
[01:50:58.250 --> 01:51:00.991]  I just think they get crazier and crazier forever.
[01:51:00.991 --> 01:51:10.053]  Well, I think they will step up these violent assaults in our cities, which, and they've already announced their intention to move to the suburbs where our voters live.
[01:51:10.985 --> 01:51:16.853]  Secondarily, you will have the same new investigations.
[01:51:16.853 --> 01:51:19.996]  It depends, of course, who wins either House of Congress.
[01:51:19.996 --> 01:51:24.322]  If the Democrats retain the House, you'll have yet another impeachment.
[01:51:24.322 --> 01:51:25.523]  That was my next question.
[01:51:25.523 --> 01:51:28.567]  If the Democrats win this by fraud, can he bar the door?
[01:51:31.023 --> 01:51:42.226]  If the Democrats win this by fraud, then there will be an attempt to prosecute people like myself, like you, many others who have committed no crimes other than opposing them.
[01:51:43.047 --> 01:51:56.792]  Media Matters for America keeps criticizing you and I from using a quote in which Kamala Harris actually openly says, there will be revenge against those who supported Trump and enabled his presidency.
[01:51:56.792 --> 01:52:00.153]  We will leave no stone unturned, she said.
[01:52:00.153 --> 01:52:02.413]  Who could she be talking about?
[01:52:02.413 --> 01:52:07.735]  So this is a fight, not just for the future of the United States.
[01:52:07.735 --> 01:52:10.236]  This is a fight for the future of Western civilization.
[01:52:10.919 --> 01:52:18.628]  This is an epic struggle between dark and light, between good and evil, between the godly and the godless.
[01:52:18.628 --> 01:52:24.415]  Being in politics, you know, every couple of years we say, this is the most important election of our lifetimes.
[01:52:24.415 --> 01:52:26.218]  But this time, it really is.
[01:52:27.063 --> 01:52:37.511]  And the president must be re-elected to stop this country from hurtling over the cliff to atheistic, godless globalism mastered by the socialists.
[01:52:37.511 --> 01:52:38.331]  Well, that's right.
[01:52:38.331 --> 01:52:41.213]  In closing, Roger, I appreciate all the time tonight while you're there in Las Vegas, not Reno.
[01:52:41.213 --> 01:52:41.834]  That was last night.
[01:52:44.767 --> 01:52:45.848]  Obviously we're wargaming.
[01:52:45.848 --> 01:52:48.811]  They don't want us wargaming when they say they're going to try to steal the election.
[01:52:48.811 --> 01:52:50.773]  They're trying to get the military to have a coup.
[01:52:50.773 --> 01:52:52.235]  They're openly saying it all over.
[01:52:52.235 --> 01:52:56.019]  Then you go, well, Trump better counter their martial law with martial law.
[01:52:56.019 --> 01:52:57.040]  That's a normal response.
[01:52:57.040 --> 01:52:59.743]  They take us there in the threat continuum.
[01:52:59.743 --> 01:53:01.484]  That's that's default constitution.
[01:53:01.484 --> 01:53:02.125]  We don't want that.
[01:53:02.125 --> 01:53:03.506]  We're going to win fair and square.
[01:53:04.227 --> 01:53:06.030]  Clearly they don't want you advising the President.
[01:53:06.030 --> 01:53:15.026]  So spend two minutes on what you think the President should do or how we should war game what he does when they purposely say the election is contested when he's clearly won.
[01:53:16.004 --> 01:53:17.826]  Well, first of all, let's talk pre-election.
[01:53:17.826 --> 01:53:36.221]  You will recall that I was deeply involved in an effort called Stop the Steal that was focused on the Republican National Convention, because I was confident that the Ted Cruz forces, when they aligned with the Bush forces and the... And you were right, and they tried and you stopped them.
[01:53:36.221 --> 01:53:36.902]  And we stopped them.
[01:53:37.634 --> 01:53:48.605]  Now I think what the Republican National Committee, which is basically useless, should be doing is putting together a volunteer brigade of attorneys.
[01:53:49.492 --> 01:54:09.049]  Uh, in every state, uh, who are well-versed in election law, who are very familiar with the state system, who are prepared to assert their rights on behalf of the Republican nominees to inspect ballots, to inspect the process and to file objections and if necessary, lawsuits.
[01:54:09.609 --> 01:54:19.178]  There are already 600 lawyers signed up for Biden to do this, most of them veterans of the Obama Justice Department.
[01:54:19.178 --> 01:54:24.543]  Hillary has said it is their policy to contest because they know they're going to lose.
[01:54:24.543 --> 01:54:30.249]  Well, Hillary said under no circumstances should Joe Biden ever concede, even if he loses.
[01:54:30.928 --> 01:54:46.895]  But she hasn't gotten the kind of criticism today that I got by simply saying the president should exercise his legal rights in his authority as president if there is overwhelming evidence that this election has been stolen through voter fraud.
[01:54:46.895 --> 01:54:48.716]  Sorry folks, there's nothing wrong with that.
[01:54:49.435 --> 01:54:54.856]  Never mind the Guardian or CNN or the twerps at the... No, they're just mad that we get it.
[01:54:54.856 --> 01:54:59.017]  But obviously, more and more, the White House gets this.
[01:54:59.017 --> 01:55:01.337]  And Hillary's like, oh, they got a bunch of lawyers.
[01:55:01.337 --> 01:55:03.398]  No, the Republicans don't have any lawyers right now.
[01:55:03.398 --> 01:55:05.418]  They need to be on the ground.
[01:55:05.418 --> 01:55:06.218]  How does the RMC do that?
[01:55:06.218 --> 01:55:09.779]  Because you're right, the RMC just doesn't want MSNBC to talk bad about them.
[01:55:09.779 --> 01:55:13.579]  They are the weakest, most pathetic Republicans there are.
[01:55:13.579 --> 01:55:16.600]  We are completely unprepared for an election challenge.
[01:55:17.333 --> 01:55:21.136]  Say what you want about James A. Baker III.
[01:55:21.136 --> 01:55:27.940]  The Republicans so completely outmaneuvered and out-organized the Democrats in 2000.
[01:55:27.940 --> 01:55:33.444]  But we are completely unprepared for what is about to happen and time is short.
[01:55:33.444 --> 01:55:46.433]  So I am hopeful that some of the more prominent Republicans in the country who do understand the problem, I should say Republican lawyers in the country, will put together a completely volunteer operation
[01:55:47.409 --> 01:55:51.591]  This is very important, Alex, not to intimidate voters.
[01:55:51.591 --> 01:55:53.252]  That's not what we're proposing.
[01:55:53.252 --> 01:56:01.356]  But to examine the process and the ballots and the legality of what happens both before the election and on election day.
[01:56:01.356 --> 01:56:01.896]  Well, absolutely.
[01:56:01.896 --> 01:56:04.857]  The Democrats say they're going to challenge it because they know they're losing.
[01:56:04.857 --> 01:56:07.658]  They're pumping 80 million pretty much fake ballots in to confuse it.
[01:56:07.658 --> 01:56:09.819]  Dead cats are getting ballots.
[01:56:09.819 --> 01:56:11.160]  And that's normal.
[01:56:11.160 --> 01:56:11.840]  That's good.
[01:56:11.840 --> 01:56:13.941]  And we should call for integrity.
[01:56:13.941 --> 01:56:14.722]  But Zuckerberg
[01:56:15.905 --> 01:56:28.984]  And Bloomberg are spending together $600 million now, $200 million one, $400 million another, to go out and fund saying the election is illegitimate when Trump wins.
[01:56:28.984 --> 01:56:30.086]  I mean, this is outrageous.
[01:56:30.086 --> 01:56:31.188]  You talk about election meddling.
[01:56:32.965 --> 01:56:34.686]  This is one of the things that they object to.
[01:56:34.686 --> 01:56:44.012]  I said, if there is actual proof that Zuckerberg has been involved in electoral fraud, then he should be arrested and prosecuted.
[01:56:44.012 --> 01:56:45.372]  Yes, I did say that.
[01:56:45.372 --> 01:56:46.053]  Guess what?
[01:56:46.053 --> 01:56:46.433]  I'm right!
[01:56:47.119 --> 01:56:49.201]  But they leave out the if part.
[01:56:49.201 --> 01:56:57.627]  Stone says Zuckerberg should be arrested, as if I'm proposing preventive detention, which I very specifically said I was opposed to.
[01:56:57.627 --> 01:56:59.828]  So it is, it's the constant distortion.
[01:56:59.828 --> 01:57:04.212]  Well, Sacha Baron Cohen said if he doesn't hand the election to the UN, we'll arrest him.
[01:57:04.212 --> 01:57:05.773]  So we're already in that wheelhouse.
[01:57:05.773 --> 01:57:07.954]  Roger Stone, powerful hour-long interview.
[01:57:07.954 --> 01:57:09.195]  StoneColdTruth.com.
[01:57:09.195 --> 01:57:09.816]  Thank you so much.
[01:57:09.816 --> 01:57:10.937]  We'll talk to you again soon, my friend.
[01:57:11.587 --> 01:57:12.207]  Great to be here.
[01:57:12.207 --> 01:57:13.028]  Many thanks, Alex.
[01:57:13.028 --> 01:57:13.428]  Thank you.
[01:57:13.428 --> 01:57:13.688]  Wow.
[01:57:13.688 --> 01:57:14.529]  Powerful interview.
[01:57:14.529 --> 01:57:14.849]  All right.
[01:57:14.849 --> 01:57:15.969]  The show's over.
[01:57:15.969 --> 01:57:16.450]  30 seconds.
[01:57:16.450 --> 01:57:17.650]  Owen Schroer comes in here.
[01:57:17.650 --> 01:57:21.813]  That's two hours, six minutes, an hour of commercials for local stations.
[01:57:21.813 --> 01:57:22.513]  That's it.
[01:57:22.513 --> 01:57:24.974]  Please tell folks about Sunday Live, Owen Schroer.
[01:57:24.974 --> 01:57:26.055]  That's how we reach new people.
[01:57:26.055 --> 01:57:26.735]  You're awake.
[01:57:26.735 --> 01:57:27.236]  You're informed.
[01:57:27.236 --> 01:57:28.276]  You know all this.
[01:57:28.276 --> 01:57:34.560]  Send it to your mom, your brother, your cousin, your whole email list, your whole Twitter feed, your whole YouTube, your whole Google, your whole Facebook.
[01:57:35.020 --> 01:57:35.621]  Call people.
[01:57:35.621 --> 01:57:36.323]  Text messages.
[01:57:36.323 --> 01:57:37.785]  Just get people to tune in.
[01:57:37.785 --> 01:57:41.312]  They don't want this show on air because we're so effective and we tell the truth.
[01:57:41.312 --> 01:57:41.993]  God bless you all.
[01:57:41.993 --> 01:57:43.215]  I'm Alex Jones signing off.
[01:57:43.215 --> 01:57:43.937]  Great job of the crew.
[01:57:43.937 --> 01:57:44.858]  I'll see you back live at 11 a.m.
[01:57:44.858 --> 01:57:45.159]  tomorrow.
