[00:00:00.009 --> 00:00:01.311]  The Alex Jones Show.
[00:27:07.584 --> 00:27:09.425]  They call themselves technocrats.
[00:27:09.765 --> 00:27:12.887]  That means technological dictator in the definition.
[00:27:13.467 --> 00:27:16.489]  They call themselves dictators.
[00:27:17.269 --> 00:27:18.990]  But they hide it in plain view.
[00:27:19.731 --> 00:27:21.232]  Congress better get in line.
[00:27:22.386 --> 00:27:33.211]  So that article, that video is key, and even more important than that video, and I'm going to post the video in Kit Daniel's article, and a link in the other article on Impeachment Zeitgeist, so we promote the two together.
[00:27:33.231 --> 00:27:40.774]  75 times Obama broke the law during his presidency, and I'm going to go over this today, no matter what happens.
[00:27:41.134 --> 00:27:50.678]  And I was reading these 75 this morning, and I had forgotten so many of the blatant, caught, red-stinking-handed crime
[00:27:52.355 --> 00:27:54.427]  I mean, it is just over.
[00:27:55.532 --> 00:27:56.172]  The top.
[00:27:56.833 --> 00:27:59.774]  And guys, will you reprint me that London Independent article that I want to get back in today?
[00:28:00.374 --> 00:28:03.655]  As soon as I saw the headline, I knew they're getting ready to use the Stinger missiles.
[00:28:03.975 --> 00:28:09.417]  I knew they'd probably come out with articles claiming that, you know, like evolution, life just began on its own.
[00:28:09.457 --> 00:28:12.618]  Well, the Al-Qaeda just made Stinger missiles on their own.
[00:28:12.858 --> 00:28:18.621]  Then you read the article, they admit, oh, that they got from the U.S., we don't know how, and they're going to start shooting stuff down with it.
[00:28:19.261 --> 00:28:24.803]  So when they blow stuff up, they go, yeah, Al-Qaeda built them themselves, even though the article admits they didn't.
[00:28:28.146 --> 00:28:31.727]  ISIS developed sophisticated new weaponry capable of shooting down passenger jets.
[00:28:32.047 --> 00:28:34.108]  Then you read the article, it's Stinger missiles we gave them.
[00:28:35.848 --> 00:28:38.969]  I mean, this is just crazy.
[00:28:42.370 --> 00:28:47.151]  Anti-tank missiles, you name it, and it's just getting worse and worse and worse.
[00:28:47.171 --> 00:28:49.992]  And then they have these flimsy cover stories.
[00:28:50.925 --> 00:28:53.628]  So, 75 times Obama broke the law during presidency.
[00:28:53.748 --> 00:29:02.458]  Please, folks, email it, post it on Facebook, Twitter, do YouTube videos about it, send it to a local talk show host, and say, look, don't give Alex credit, he doesn't care about that.
[00:29:02.918 --> 00:29:04.520]  Just cover the crimes!
[00:29:05.721 --> 00:29:07.243]  Just call for impeachment!
[00:29:08.536 --> 00:29:16.978]  We're fighting these people hard, and they've got their operatives and their embedded minions and the rest of them, like little gremlins, scrabbling at us, trying to get us off course.
[00:29:17.218 --> 00:29:17.618]  It's not.
[00:29:17.718 --> 00:29:20.279]  It only lets us know that we're on course.
[00:29:20.359 --> 00:29:27.001]  It's like when enemy radar shoots out to see aircraft coming in, you actually fire your missiles at that politically to hone in right on it.
[00:29:28.766 --> 00:29:32.668]  I mean, the more they attack us on certain issues, we know we use that as a homing beacon.
[00:29:33.029 --> 00:29:34.429]  Just like World War II with the B-52s.
[00:29:34.449 --> 00:29:36.250]  Well, that was after World War II.
[00:29:36.270 --> 00:29:37.011]  That'd be Vietnam.
[00:29:37.371 --> 00:29:42.634]  Just like World War II with the B-17s and the Liberators and all the rest of those bombers.
[00:29:43.195 --> 00:29:52.000]  They didn't really have good info on exactly where all the bases were on the ground, but they sure knew when they came into flak circles that that was the key area to drop their bombs.
[00:29:52.260 --> 00:29:54.381]  They'd fly right into the center of that and drop the bombs.
[00:29:54.641 --> 00:29:56.182]  And that's what we do, ladies and gentlemen.
[00:29:56.482 --> 00:29:57.043]  Stay with us.
[00:30:00.447 --> 00:30:03.452]  We're on the march, the empire's on the run.
[00:30:04.373 --> 00:30:07.057]  Alex Jones and the GCN Radio Network.
[00:30:11.058 --> 00:30:16.780]  Calls for President Obama's impeachment have circulated for years, but he's finally gone too far.
[00:30:17.200 --> 00:30:22.122]  Steve Watson reports, RNC will consider Obama impeachment proceedings.
[00:30:22.542 --> 00:30:32.586]  A document titled, Articles of Impeachment of Barack Hussein Obama, consists of 48 criminal charges and is set to be weighed up at a January 13th meeting of the RNC.
[00:30:32.786 --> 00:30:37.388]  The resolution cites Obama's malfeasance, misconduct, and abuse of the Oval Office.
[00:30:37.748 --> 00:30:45.250]  And includes the IRS targeting of conservative organizations and bypassing Congress with the use of executive action on key issues.
[00:30:45.730 --> 00:30:56.492]  Article 3 of the resolution states that Obama has been aiding and abetting known enemies of the United States, including the Muslim Brotherhood, ISIS, Al Qaeda, Hamas, and the Taliban, among others.
[00:30:56.812 --> 00:31:01.973]  The committeeman behind the resolution says that we are a nation of laws and separation of powers.
[00:31:02.333 --> 00:31:07.314]  And this lets the president know that we are not going to put up with his ability to go around the Constitution.
[00:31:07.694 --> 00:31:10.455]  Leanne McAdoo reporting for InfoWars.com.
[00:31:11.035 --> 00:31:19.858]  Every year, millions of Americans are unknowingly letting government institutions and megacorporations steal billions of dollars of their money.
[00:31:20.078 --> 00:31:26.360]  And it's all possible because in the hustle and bustle of daily life, we forget to use those holiday gift cards.
[00:31:26.580 --> 00:31:28.121]  The numbers are staggering.
[00:31:28.261 --> 00:31:34.823]  In the past five years alone, $41 billion of consumer gift cards went completely unspent.
[00:31:34.983 --> 00:31:38.244]  That's $41 billion taken directly from our back pockets.
[00:31:38.524 --> 00:31:39.564]  Don't let them win.
[00:31:39.884 --> 00:31:49.386]  Instead, use your gift cards to help support the InfoWar and get 15% off when you use the promo code GIFTFIFTEEN at checkout at InfoWarStore.com.
[00:31:49.606 --> 00:31:52.567]  Many gift cards are universal and work just like credit cards.
[00:31:52.747 --> 00:31:53.447]  But don't worry.
[00:31:53.647 --> 00:31:58.788]  If yours doesn't, just to promote the concept of using the money on your gift cards,
[00:31:58.988 --> 00:32:02.150]  The discount goes to everybody that uses the promo code.
[00:32:02.271 --> 00:32:03.572]  That's promo code GIFT15.
[00:32:04.412 --> 00:32:06.093]  Don't donate your money to the banksters.
[00:32:06.234 --> 00:32:10.517]  Visit Infowarsstore.com and help fund the tip of the spear in the fight for human liberty.
[00:32:11.017 --> 00:32:15.821]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[00:32:16.101 --> 00:32:24.768]  Yongevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:32:24.928 --> 00:32:28.710]  Yongevity also offers you an ingenious way to augment your income.
[00:32:28.871 --> 00:32:29.571]  And the best part?
[00:32:29.671 --> 00:32:32.253]  You'll be helping your friends and family along the way.
[00:32:32.553 --> 00:32:34.975]  Visit InfoWarsTeam.com today.
[00:32:35.155 --> 00:32:35.856]  Become a member.
[00:32:35.936 --> 00:32:39.999]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:32:40.219 --> 00:32:46.703]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:32:46.943 --> 00:32:47.643]  Another win-win.
[00:32:47.903 --> 00:32:51.446]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[00:32:51.646 --> 00:32:52.626]  And you can be too.
[00:32:52.886 --> 00:32:53.347]  It's simple.
[00:32:53.427 --> 00:32:56.248]  Just go to Infowarsteam.com today.
[00:32:56.388 --> 00:32:58.289]  Complete a short sign-up and you're part of the team.
[00:32:58.470 --> 00:33:01.551]  That's Infowarsteam.com or Infowarshealth.com.
[00:33:01.731 --> 00:33:07.895]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[00:33:08.055 --> 00:33:09.336]  Check it out for yourself today.
[00:33:27.760 --> 00:33:31.661]  If you are receiving this transmission, you are the resistance.
[00:33:33.261 --> 00:33:38.002]  Live from the Infowars.com studios, it's Alex Jones.
[00:33:40.582 --> 00:33:45.023]  I tell you what, folks, might as well just get into this fight, because it's exciting.
[00:33:45.843 --> 00:33:50.064]  It's hardcore, it's historic.
[00:33:50.244 --> 00:33:51.064]  It's 100% real.
[00:33:53.264 --> 00:33:55.805]  And if you sit on the sidelines, you are in the fight.
[00:33:57.102 --> 00:33:57.983]  Whether you know it or not.
[00:33:59.484 --> 00:34:06.930]  That's really the final illusion to fall, is that people think they can just be bystanders in what's unfolding in this culture, in this society.
[00:34:11.553 --> 00:34:17.177]  The reason I'm telling them to play this epic music is because this is fitting for what we face.
[00:34:21.961 --> 00:34:22.982]  What's that, the theme song to?
[00:34:27.970 --> 00:34:28.590]  Day of the Dead.
[00:34:33.791 --> 00:34:34.971]  Monday through Friday, folks.
[00:34:34.991 --> 00:34:35.911]  11 a.m.
[00:34:36.031 --> 00:34:36.612]  to 3 p.m.
[00:34:36.632 --> 00:34:36.952]  Central.
[00:34:36.972 --> 00:34:37.272]  We're here.
[00:34:37.292 --> 00:34:40.032]  Anthony Ucciardi is going to be hosting The Force Hours today.
[00:34:40.052 --> 00:34:41.852]  Has a lot of key intel to be covering there.
[00:34:44.533 --> 00:34:45.513]  Let me just pull back again.
[00:34:49.734 --> 00:34:51.754]  We have, obviously, haven't mentioned this yet.
[00:34:52.974 --> 00:34:55.695]  The last two weeks, the Chinese stock market going into
[00:34:57.259 --> 00:34:57.859]  Implosion.
[00:34:58.820 --> 00:35:01.522]  Trillions of dollars a day just disappearing.
[00:35:03.123 --> 00:35:07.005]  You've got the globalist social engineers all over it.
[00:35:08.206 --> 00:35:09.807]  Clearly a huge inside job.
[00:35:11.328 --> 00:35:15.891]  Soros is hopping around like the King Gremlin enjoying himself.
[00:35:16.812 --> 00:35:19.233]  Involved in the middle of it, as usual.
[00:35:22.916 --> 00:35:23.376]  It's crazy.
[00:35:26.420 --> 00:35:27.501]  It really is crazy.
[00:35:31.124 --> 00:35:35.848]  Let me just get back to this article that I'm going to cover here in a few minutes.
[00:35:35.868 --> 00:35:39.230]  75 times Obama broke the law during the presidency.
[00:35:39.671 --> 00:35:43.414]  An extensive list of Obama's crimes showing why Congress must impeach him now.
[00:35:44.952 --> 00:35:55.079]  And I just want to say Kit Daniels and the rest of the crew have really been doubling their efforts as of late to rise to the occasion, and I salute the work of my reporters, writers, crew, and everybody else.
[00:35:55.519 --> 00:35:59.762]  What an amazing team we have at this key time facing this great tyranny.
[00:35:59.782 --> 00:36:10.029]  So I want to thank him and others for the great dedicated work, sometimes 15 hours a day, that our salaried crew puts in to fight the new world order.
[00:36:10.049 --> 00:36:13.052]  But they understand this is a fight for their future and their family as well.
[00:36:13.942 --> 00:36:22.188]  And it's just really good to see an added gleam in the eye of Jakari Jackson and LeAnn McAdoo and John Bowne and the writers and everybody.
[00:36:22.788 --> 00:36:38.300]  People understand this is a military operation just organic of the people, the resistance folks, trying to restore our republic, trying to fight hardcore revolutionaries that want to conquer humanity itself.
[00:36:39.306 --> 00:36:57.413]  An amalgamation of the worst forms of tyranny the world's ever seen with a willful commitment to evil and to death and to pulling down literature and society and culture while claiming that they are the progenitors of it.
[00:36:59.634 --> 00:37:03.175]  And I guess coming to grips, because it's classic for humans to demonize their enemies.
[00:37:03.475 --> 00:37:04.776]  You've got to do that to be able to fight them.
[00:37:05.836 --> 00:37:11.860]  And a lot of times in wars, both sides have a perspective, and you can't say who the good or bad guys are.
[00:37:11.880 --> 00:37:14.462]  You just commit to your tribe, your country, your group, and you fight.
[00:37:15.442 --> 00:37:23.508]  But man, I tell you, the globalists in all their own writings say they hate our guts, and we're scum, and they're going to wipe us out, and that they're God.
