[00:00:00.170 --> 00:00:02.066]  The Alex Jones Show.
[00:27:05.837 --> 00:27:10.801]  These covert wars have been going on since before this country was founded.
[00:27:17.788 --> 00:27:23.233]  And these are the type of secrets you learn if you're in the right lodge and a 33rd degree mason.
[00:27:28.502 --> 00:27:30.642]  It's not the secrets of Solomon's Temple.
[00:27:38.184 --> 00:27:44.585]  So I'm going to get into the big news that this Bundy tragedy distracts from.
[00:27:45.525 --> 00:27:57.667]  But I hope this doesn't just continue to unravel and become something to demonize the Liberty Movement and that they don't carry out some type of New Oklahoma City and blame it
[00:27:59.321 --> 00:28:00.202]  On the Patriots.
[00:28:00.882 --> 00:28:14.454]  And we've got Democrat internal talking papers and points that came out years ago, even on Fox News, five years ago, that they're planning a new Oklahoma City to be blamed on the Liberty Movement if the Tea Party tries to take back the Congress.
[00:28:17.116 --> 00:28:19.538]  Violence is not the answer at this point.
[00:28:21.059 --> 00:28:24.823]  You have a total right to defensively defend yourself, but not offensively.
[00:28:26.304 --> 00:28:27.225]  And we need to be smart
[00:28:28.203 --> 00:28:34.068]  We need to demand the squad car videos of the state police and the feds be released immediately if they didn't execute this guy.
[00:28:34.809 --> 00:28:45.157]  We need to have other folks, because they supposedly have still surrounded the facility, there's still people inside, including some people's daughters.
[00:28:45.758 --> 00:28:54.085]  You don't bring your daughter to something if you're, you know, writing news articles and giving speeches about how you're ready to die.
[00:28:55.700 --> 00:29:07.336]  And then it's a magnet for crazies where they're arresting drunks, pulling up, getting out, saying, I'm going to kill cops, and falling down, and weirdos in sumo wrestler outfits, and people stealing federal vehicles.
[00:29:08.577 --> 00:29:13.164]  You couldn't write a script better to make the Liberty Movement look bad.
[00:29:18.683 --> 00:29:26.588]  And then people in the middle of it who mean well committed not knowing how they're being set up saying, we've got to stay the course no matter what.
[00:29:28.289 --> 00:29:31.011]  We've got to stay right here.
[00:29:33.473 --> 00:29:39.637]  And no matter what goes on or how many provocateurs come in to make us look like idiots, we've got to just sit here and stay the course.
[00:29:40.802 --> 00:29:42.363]  That's not military thinking.
[00:29:42.723 --> 00:29:44.225]  That's not historical thinking.
[00:29:45.065 --> 00:29:47.007]  That's how you get destroyed.
[00:29:47.387 --> 00:29:53.792]  And so I must say, you don't speak for us in the Liberty Movement, for anyone that agrees with Alex Jones.
[00:29:53.852 --> 00:29:56.133]  We're going to come back with a huge World War 4 news.
[00:29:56.394 --> 00:29:57.314]  It's mainstream news.
[00:29:57.414 --> 00:29:58.155]  It's over the top.
[00:29:58.195 --> 00:29:59.056]  We're on the march.
[00:29:59.536 --> 00:30:01.137]  The Empire's on the run.
[00:30:02.078 --> 00:30:04.760]  Alex Jones and the GCN Radio Network.
[00:30:08.834 --> 00:30:18.098]  During a news conference before addressing a large crowd in Iowa, Donald Trump expressed irritation that Fox News planned to leave Megyn Kelly as moderator of the Thursday night GOP debate.
[00:30:18.439 --> 00:30:21.440]  Megyn Kelly's really biased against me.
[00:30:21.460 --> 00:30:21.940]  I know that.
[00:30:22.200 --> 00:30:23.141]  Everybody knows that.
[00:30:23.381 --> 00:30:25.722]  Do you really think she can be fair at a debate?
[00:30:25.782 --> 00:30:29.664]  To which Fox News replied that he doesn't get to pick the journalists.
[00:30:30.004 --> 00:30:32.685]  They can't toy with me like they toy with everybody else.
[00:30:33.045 --> 00:30:34.186]  I won't be doing the debate.
[00:30:34.640 --> 00:30:35.260]  A smart move.
[00:30:35.701 --> 00:30:44.845]  After Rand Paul was arbitrarily excluded by Fox Business, Paul held his own event on social media as the debate was occurring and he trended number one on Twitter.
[00:30:45.105 --> 00:30:49.928]  Donald Trump now plans on holding a live event simultaneously with the debate on Thursday night.
[00:30:50.268 --> 00:30:58.433]  InfoWars reporters will be live at the Trump event in Iowa as part of our live debate coverage of the last debate before the first votes are cast on Monday.
[00:30:58.833 --> 00:31:04.817]  Join us for live analysis and coverage of both events beginning Thursday at 7 central, 8 p.m.
[00:31:04.937 --> 00:31:05.197]  Eastern.
[00:31:05.537 --> 00:31:07.498]  For Prison Planet TV, I'm David Knight.
[00:31:08.819 --> 00:31:12.042]  Infowarslife.com, oil of oregano formulation.
[00:31:12.322 --> 00:31:17.606]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:31:17.926 --> 00:31:25.852]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[00:31:26.292 --> 00:31:31.936]  Sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients.
[00:31:32.416 --> 00:31:41.178]  Extracted directly from the wild herb and sealed in easy-to-use capsules, you will no longer need to endure the burning of liquid oregano on the tongue.
[00:31:41.498 --> 00:31:47.339]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[00:31:47.719 --> 00:31:54.120]  Wild-crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[00:31:54.480 --> 00:31:59.521]  This winter season, it's more important than ever to secure this true form of oil of oregano.
[00:31:59.841 --> 00:32:02.006]  Now available at Infowarslife.com.
[00:32:02.327 --> 00:32:04.352]  That's Infowarslife.com or call 888-253-3139.
[00:32:08.621 --> 00:32:13.443]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[00:32:13.703 --> 00:32:22.327]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:32:22.367 --> 00:32:26.308]  Longevity also offers you an ingenious way to augment your income.
[00:32:26.488 --> 00:32:27.169]  And the best part?
[00:32:27.289 --> 00:32:29.850]  You'll be helping your friends and family along the way.
[00:32:30.170 --> 00:32:32.611]  Visit InfoWarsTeam.com today.
[00:32:32.771 --> 00:32:33.371]  Become a member.
[00:32:33.551 --> 00:32:37.613]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:32:37.833 --> 00:32:44.317]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:32:44.557 --> 00:32:45.257]  Another win-win.
[00:32:45.517 --> 00:32:49.060]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[00:32:49.260 --> 00:32:50.260]  And you can be too.
[00:32:50.500 --> 00:32:50.961]  It's simple.
[00:32:51.041 --> 00:32:53.862]  Just go to Infowarsteam.com today.
[00:32:53.982 --> 00:32:55.903]  Complete a short sign-up and you're part of the team.
[00:32:56.084 --> 00:32:59.165]  That's Infowarsteam.com or Infowarshealth.com.
[00:32:59.345 --> 00:33:05.529]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[00:33:05.649 --> 00:33:06.950]  Check it out for yourself today.
[00:33:19.432 --> 00:33:20.934]  This is our land.
[00:33:24.058 --> 00:33:27.342]  These are our people.
[00:33:27.382 --> 00:33:28.123]  The workers.
[00:33:28.163 --> 00:33:29.965]  The strivers.
[00:33:31.231 --> 00:33:37.716]  The answer to 1984 is 1776.
[00:33:59.156 --> 00:34:01.860]  You're listening to the Alex Jones Show.
[00:34:09.672 --> 00:34:10.994]  Welcome back, ladies and gentlemen.
[00:34:11.875 --> 00:34:12.997]  This is the InfoWar.
[00:34:13.638 --> 00:34:14.720]  I'm Alex Jones, your host.
[00:34:17.853 --> 00:34:24.476]  The Bundys are a microcosm, as I've said many times, and if you understand what's happening to them, you understand what's happening across the board.
[00:34:25.257 --> 00:34:28.198]  And I'm going to get back into that with Joe Biggs here in about 10 minutes.
[00:34:28.238 --> 00:34:33.241]  He's there in the news center and is going to be coming in to join us.
[00:34:33.261 --> 00:34:38.784]  But before I go any further, let me get into the other news we're going to be covering throughout the broadcast.
[00:34:40.618 --> 00:34:41.819]  I'm going to get to some of this in a moment.
[00:34:41.959 --> 00:34:45.421]  Doomsday clock, world more dangerous than during Cold War.
[00:34:45.501 --> 00:34:53.387]  That's the Hill newspaper with a consortium of former top generals, scientists and others saying it's the closest to doomsday it's ever been.
[00:34:53.927 --> 00:34:55.909]  How many times have I told you that the last three years?
[00:34:57.050 --> 00:34:59.812]  And that's also what a lot of top military are saying behind the scenes.
[00:35:01.573 --> 00:35:03.554]  You know, my dad takes serious what I say.
[00:35:03.574 --> 00:35:04.315]  He's a smart guy.
[00:35:06.894 --> 00:35:13.940]  Highly educated, informed, been around the world, but he was at an event with a bunch of former generals.
[00:35:15.700 --> 00:35:24.788]  Because they were involved in trying to put nutraceuticals through the FDA so they could actually obviously patent it and then have it as a nutraceutical because he's been involved in that a long time.
[00:35:25.629 --> 00:35:28.051]  And my dad was sitting there talking to multi-star generals.
[00:35:28.071 --> 00:35:29.232]  They're like, we listen to your son every day.
[00:35:29.252 --> 00:35:30.353]  He's absolutely dead on target.
[00:35:30.573 --> 00:35:32.615]  We don't know how he has all this intel and information.
[00:35:32.635 --> 00:35:33.616]  He must have incredible sources.
[00:35:33.896 --> 00:35:35.057]  We can't believe they haven't killed him yet.
[00:35:35.338 --> 00:35:38.320]  And my dad came to me and he said, man, these guys were talking for like an hour about all this.
[00:35:38.901 --> 00:35:40.863]  And he was like, wow, so you're really that accurate?
[00:35:41.860 --> 00:35:44.564]  And then it was weird, like ever since then he doesn't even argue with me anymore.
[00:35:45.105 --> 00:35:51.796]  And it's weird to have your father, his father's kind of automatically argue with their sons, now he's 66 years old, but...
[00:35:53.379 --> 00:35:54.020]  It's just weird.
[00:35:55.181 --> 00:35:56.001]  But it's not that.
[00:35:56.222 --> 00:35:57.122]  I'm immersed in it.
[00:35:57.182 --> 00:35:58.283]  We have the contacts.
[00:35:58.504 --> 00:36:00.045]  We figured out the operation.
[00:36:00.245 --> 00:36:01.266]  We know the plan.
[00:36:01.566 --> 00:36:06.511]  We don't know exactly when they're going to execute or in what order, but man, it just is unbelievable.
[00:36:07.111 --> 00:36:08.352]  So it's not that special.
[00:36:09.053 --> 00:36:09.834]  I'm not that special.
[00:36:09.914 --> 00:36:12.276]  I just was immersed in it and we have the connections.
[00:36:14.898 --> 00:36:17.601]  Like my father educated me when I was young and others.
[00:36:19.005 --> 00:36:20.486]  And the John Birch Society and others.
[00:36:20.546 --> 00:36:21.366]  So we know now.
[00:36:22.186 --> 00:36:23.507]  And so the info's out.
[00:36:23.567 --> 00:36:24.587]  People don't have to believe us.
[00:36:24.828 --> 00:36:28.289]  They can look at our research, see the angles, and then see it for themselves.
[00:36:29.129 --> 00:36:31.791]  And you may see it clearer than we do and give us more intel.
[00:36:31.831 --> 00:36:34.592]  That's what's happening as we're exponentially learning more.
[00:36:36.243 --> 00:36:42.144]  I look at the mistakes I made 15 years ago, 20 years ago, the dumb things I did, how I helped the enemy in so many ways.
[00:36:42.284 --> 00:36:46.165]  We hurt them more than we helped them, but now we're getting to where we just hurt them.
